deso,hyresrätt,bostadsrätt,äganderätt,uppgift saknas,,"Antal lägenheter efter år, region och upplåtelseform"
1489A0030,59,0,399,0,,
1489A0040,40,9,589,1,,
1489A0050,174,14,936,0,,
1489B2010,84,256,663,0,,
1489B2020,58,38,597,0,,
1489B3010,377,0,414,0,,
1489C1010,159,303,478,0,,
1489C1020,247,65,673,0,,
1489C1030,156,37,452,0,,
1489C1040,230,459,304,0,,
1489C1050,822,332,136,0,,
1489C1060,388,369,166,0,,
1489C1070,912,151,265,0,,
1489C1080,1027,230,58,0,,
1489C1090,720,402,7,0,,
1489C1100,580,279,147,0,,
1489C1110,606,114,73,0,,
1489C1120,234,102,288,0,,
1489C1130,40,37,406,0,,
1489C1140,406,157,300,0,,
1489C1150,104,121,445,0,,
1490A0010,13,0,348,0,,
1490A0020,62,0,469,5,,
1490A0030,30,0,633,0,,
1490A0040,38,0,421,0,,
1490A0050,36,0,343,0,,
1490A0060,22,0,492,0,,
1490A0070,91,12,788,1,,
1490A0080,6,28,485,0,,
1490A0090,12,0,351,0,,
1490A0100,115,0,489,0,,
1490B2010,84,0,371,0,,
1490B2020,129,0,311,0,,
1490B2030,358,33,374,0,,
1490B2040,212,0,384,0,,
1490B3010,190,34,427,0,,
1490B3020,288,31,382,0,,
1490B3030,141,0,189,0,,
1490B4010,58,28,295,0,,
1490B4020,66,84,517,0,,
1490C1010,345,388,404,0,,
1490C1020,635,0,46,0,,
1490C1030,94,381,211,0,,
1490C1040,371,274,248,0,,
1490C1050,687,31,310,0,,
1490C1060,402,177,35,0,,
1490C1070,812,236,3,0,,
1490C1080,504,304,2,0,,
1490C1090,123,163,207,0,,
1490C1100,185,109,280,0,,
1490C1110,864,54,15,0,,
1490C1120,1233,483,16,0,,
1490C1130,701,84,134,0,,
1490C1140,52,42,581,0,,
1490C1150,215,28,643,0,,
1490C1160,121,36,355,0,,
1490C1170,188,159,603,0,,
1490C1180,141,258,176,0,,
1490C1190,834,295,1,0,,
1490C1200,700,16,83,0,,
1490C1210,551,63,49,0,,
1490C1220,960,87,0,0,,
1490C1230,73,0,511,0,,
1490C1240,185,475,10,0,,
1490C1250,139,469,11,0,,
1490C1260,366,285,182,0,,
1490C1270,669,15,112,0,,
1490C1280,368,68,105,0,,
1490C1290,977,0,29,0,,
1490C1300,797,214,15,0,,
1490C1310,7,0,507,0,,
1490C1320,602,325,28,0,,
1490C1330,554,120,2,0,,
1490C1340,445,62,0,0,,
1490C1350,273,353,113,0,,
1490C1360,411,174,80,0,,
1490C1370,782,0,1,0,,
1490C1380,380,25,100,0,,
1490C1390,465,66,170,0,,
1490C1400,65,0,554,0,,
1490C1410,714,268,67,0,,
1490C1420,429,16,334,0,,
1490C1430,406,166,338,0,,
1490C1440,3,0,581,0,,
1490C1450,148,260,403,0,,
1490C1460,769,102,59,0,,
1490C1470,465,185,3,0,,
1490C1480,476,242,3,0,,
1490C1490,21,310,160,0,,
1490C1500,385,770,1,0,,
1490C1510,264,336,9,0,,
1490C1520,582,553,134,0,,
1490C1530,94,396,389,0,,
1490C1540,31,15,559,0,,
1490C1550,5,28,329,0,,
1490C1560,359,0,282,0,,
1490C1570,76,0,571,0,,
1490C1580,438,62,166,0,,
1491A0010,298,11,864,0,,
1491A0020,123,0,899,1,,
1491A0030,39,0,570,0,,
1491A0040,153,0,892,0,,
1491A0050,106,0,776,0,,
1491A0060,38,0,343,0,,
1491B2010,174,74,379,0,,
1491C1010,433,214,300,0,,
1491C1020,323,33,483,0,,
1491C1030,254,152,335,0,,
1491C1040,846,147,190,0,,
1491C1050,496,7,322,0,,
1491C1060,48,289,213,0,,
1491C1070,480,213,166,0,,
1492A0010,199,0,835,0,,
1492A0020,4,0,422,0,,
1492C1010,482,144,423,0,,
1492C1020,114,488,370,0,,
1492C1030,1178,96,172,0,,
1492C1040,286,53,562,0,,
1492C1050,65,51,534,0,,
1493A0010,42,0,787,0,,
1493A0020,78,38,603,0,,
1493A0030,107,28,725,0,,
1493A0040,139,47,584,0,,
1493C1010,121,37,276,0,,
1493C1020,213,158,353,0,,
1493C1030,2,0,448,0,,
1493C1040,244,391,91,0,,
1493C1050,370,867,198,0,,
1493C1060,511,498,115,0,,
1493C1070,351,207,338,0,,
1493C1080,418,563,437,0,,
1493C1090,633,178,64,0,,
1493C1100,69,209,522,0,,
1493C1110,330,260,285,0,,
1494A0010,113,0,505,0,,
1494A0020,59,0,828,0,,
1494A0030,156,0,602,0,,
1494A0040,12,0,409,0,,
1494A0050,81,0,774,1,,
1494A0060,86,0,462,0,,
1494A0070,26,23,705,0,,
1494B2010,101,52,329,0,,
1494C1010,47,0,674,0,,
1494C1020,309,179,304,0,,
1494C1030,111,606,270,0,,
1494C1040,685,384,108,0,,
1494C1050,991,219,192,0,,
1494C1060,561,542,78,0,,
1494C1070,403,475,110,0,,
1494C1080,234,222,439,0,,
1494C1090,81,4,548,0,,
1494C1100,282,0,569,0,,
1494C1110,692,440,64,0,,
1494C1120,711,326,115,0,,
1494C1130,667,96,162,0,,
1494C1140,27,56,555,0,,
1494C1150,68,212,648,0,,
1495A0010,72,0,602,0,,
1495A0020,78,49,795,0,,
1495A0030,54,73,752,0,,
1495B2010,191,37,366,0,,
1495C1010,124,234,263,0,,
1495C1020,215,480,193,0,,
1495C1030,383,226,189,0,,
1495C1040,448,32,174,0,,
1495C1050,1057,178,78,0,,
1495C1060,370,25,447,0,,
1495C1070,508,279,426,0,,
1496A0010,68,18,611,0,,
1496A0020,62,0,468,0,,
1496A0030,114,124,679,0,,
1496A0040,21,0,500,0,,
1496A0050,26,0,585,0,,
1496A0060,118,0,811,0,,
1496A0070,158,0,420,0,,
1496B2010,79,40,465,0,,
1496B3010,264,10,326,0,,
1496C1010,446,65,486,0,,
1496C1020,17,204,537,0,,
1496C1030,47,475,377,0,,
1496C1040,570,0,210,0,,
1496C1050,930,387,102,0,,
1496C1060,81,267,489,0,,
1496C1070,1084,370,111,0,,
1496C1080,863,418,0,0,,
1496C1090,1502,31,267,0,,
1496C1100,914,109,368,0,,
1496C1110,403,305,48,0,,
1496C1120,1011,326,105,0,,
1496C1130,704,330,11,0,,
1496C1140,237,355,212,0,,
1496C1150,349,461,110,0,,
1496C1160,502,142,455,0,,
1496C1170,570,300,351,0,,
1496C1180,469,427,437,0,,
1496C1190,6,0,337,0,,
1496C1200,1165,0,0,0,,
1496C1210,0,0,608,0,,
1496C1220,172,432,252,0,,
1497A0010,38,0,742,5,,
1497A0020,44,0,359,0,,
1497C1010,445,0,454,0,,
1497C1020,59,14,550,0,,
1497C1030,496,259,191,0,,
1497C1040,440,47,365,0,,
1498A0010,79,0,695,0,,
1498A0020,71,0,730,0,,
1498A0030,9,13,327,0,,
1498C1010,469,195,380,0,,
1498C1020,332,240,383,0,,
1498C1030,46,63,357,0,,
1498C1040,482,417,263,0,,
1498C1050,180,144,522,0,,
1499A0010,101,0,678,0,,
1499A0020,138,20,928,0,,
1499A0030,7,0,509,0,,
1499A0040,15,0,453,0,,
1499A0050,88,0,649,0,,
1499A0060,36,0,655,0,,
1499A0070,14,0,333,0,,
1499B2010,349,44,513,0,,
1499B3010,411,25,477,0,,
1499B4010,139,18,317,0,,
1499C1010,799,221,383,0,,
1499C1020,79,218,404,0,,
1499C1030,1214,34,167,0,,
1499C1040,274,593,163,0,,
1499C1050,974,60,50,0,,
1499C1060,512,16,496,0,,
1499C1070,123,0,606,0,,
1499C1080,726,179,424,0,,
1499C1090,382,0,150,0,,
1715A0010,69,0,356,0,,
1715A0020,1,0,411,0,,
1715A0030,39,16,681,0,,
1715C1010,426,342,449,0,,
1715C1020,740,0,471,0,,
1715C1030,177,208,477,0,,
1715C1040,111,0,625,0,,
1730A0010,161,10,633,0,,
1730A0020,37,0,500,0,,
1730A0030,53,0,761,0,,
1730B2010,322,54,420,0,,
1730C1010,799,7,542,0,,
1737A0010,17,0,418,0,,
1737A0020,120,0,495,0,,
1737A0030,72,0,802,1,,
1737A0040,371,54,792,0,,
1737A0050,244,0,480,0,,
1737C1010,415,0,426,0,,
1737C1020,635,91,294,0,,
1737C1030,615,0,570,0,,
1760A0010,36,0,841,0,,
1760C1010,600,24,634,0,,
1761A0010,13,13,413,0,,
1761C1010,151,871,217,0,,
1761C1020,77,36,620,0,,
1761C1030,0,0,638,0,,
1761C1040,656,189,248,0,,
1761C1050,225,529,210,0,,
1761C1060,25,83,549,0,,
1761C1070,20,92,558,0,,
1761C1080,29,80,618,0,,
1762A0010,144,0,296,0,,
1762C1010,34,48,459,0,,
1762C1020,491,261,501,0,,
1763A0010,37,0,740,0,,
1763B2010,441,26,520,0,,
1763B2020,168,0,375,0,,
1763C1010,516,229,550,0,,
1763C1020,29,60,836,6,,
1763C1030,272,0,581,0,,
1764A0010,120,0,454,2,,
1764A0020,65,0,758,0,,
1764C1010,229,24,320,0,,
1764C1020,197,0,522,0,,
1764C1030,230,181,184,0,,
1764C1040,477,165,252,0,,
1764C1050,209,55,299,0,,
1765A0010,18,36,428,1,,
1765A0020,32,12,584,0,,
1765A0030,30,16,620,0,,
1765A0040,27,8,500,1,,
1765B2010,345,68,271,1,,
1765C1010,149,8,345,0,,
1765C1020,181,94,200,0,,
1765C1030,727,87,225,0,,
1766A0010,68,20,756,0,,
1766A0020,52,0,367,0,,
1766A0030,78,24,803,0,,
1766A0040,77,18,527,0,,
1766A0050,35,0,421,0,,
1766A0060,95,16,510,0,,
1766C1010,470,167,338,0,,
1766C1020,401,20,285,0,,
1766C1030,524,27,260,0,,
1766C1040,175,165,226,0,,
1780A0010,23,0,454,0,,
1780A0020,117,0,780,0,,
1780A0030,8,0,490,0,,
1780A0040,27,0,563,0,,
1780A0050,12,0,386,0,,
1780A0060,16,0,740,1,,
1780B2010,148,114,409,0,,
1780B2020,177,127,652,0,,
1780B3010,238,281,614,0,,
1780B4010,109,0,346,0,,
1780C1010,394,285,447,0,,
1780C1020,860,246,25,0,,
1780C1030,830,353,293,0,,
1780C1040,1640,1589,1,0,,
1780C1050,522,581,29,0,,
1780C1060,409,335,179,0,,
1780C1070,414,128,383,0,,
1780C1080,654,402,109,0,,
1780C1090,689,307,69,0,,
1780C1100,893,382,0,0,,
1780C1110,706,428,0,0,,
1780C1120,555,625,0,0,,
1780C1130,746,526,2,0,,
1780C1140,865,344,8,0,,
1780C1150,801,415,2,0,,
1780C1160,615,352,38,0,,
1780C1170,142,29,704,0,,
1780C1180,819,222,0,0,,
1780C1190,5,0,741,0,,
1780C1200,783,206,206,0,,
1780C1210,620,403,183,0,,
1780C1220,302,796,75,0,,
1780C1230,504,598,26,0,,
1780C1240,39,0,654,0,,
1780C1250,1019,117,0,0,,
1780C1260,72,409,151,0,,
1780C1270,513,604,0,0,,
1780C1280,6,0,376,0,,
1780C1290,455,395,205,0,,
1780C1300,1103,0,0,0,,
1780C1310,0,40,563,0,,
1780C1320,709,18,392,0,,
1780C1330,637,0,172,0,,
1780C1340,1194,0,0,0,,
1780C1350,32,104,415,0,,
1780C1360,149,143,481,0,,
1780C1370,1873,126,86,0,,
1780C1380,582,260,329,0,,
1780C1390,12,120,658,0,,
1780C1400,19,214,645,0,,
1780C1410,277,0,308,0,,
1780C1420,29,17,803,0,,
1780C1430,27,0,336,0,,
1781A0010,140,0,857,1,,
1781A0020,15,0,443,0,,
1781A0030,67,0,550,0,,
1781B2010,113,185,340,0,,
1781C1010,444,322,378,0,,
1781C1020,480,332,322,0,,
1781C1030,54,100,311,0,,
1781C1040,364,268,120,0,,
1781C1050,149,132,426,0,,
1781C1060,427,197,98,0,,
1781C1070,223,283,296,0,,
1781C1080,957,184,8,0,,
1781C1090,49,132,526,0,,
1781C1100,383,311,346,0,,
1781C1110,217,160,487,0,,
1781C1120,259,185,211,0,,
1782A0010,154,0,419,0,,
1782A0020,94,0,576,0,,
1782A0030,29,0,470,0,,
1782B2010,230,0,289,0,,
1782C1010,171,229,479,0,,
1782C1020,487,513,164,0,,
1782C1030,172,71,516,0,,
1782C1040,367,180,282,0,,
1783A0010,36,12,491,0,,
1783A0020,40,0,656,0,,
1783A0030,51,0,462,0,,
1783A0040,11,0,548,0,,
1783B2010,140,5,407,0,,
1783B3010,279,0,337,0,,
1783C1010,436,70,545,0,,
1783C1020,301,791,354,0,,
1783C1030,107,87,310,0,,
1784A0010,117,0,406,0,,
1784A0020,61,0,588,0,,
1784A0030,94,10,473,0,,
1784A0040,8,0,568,0,,
1784A0050,95,0,683,0,,
1784A0060,151,0,1093,0,,
1784A0070,93,0,868,0,,
1784C1010,388,9,264,0,,
1784C1020,687,365,304,0,,
1784C1030,1199,397,41,0,,
1784C1040,305,248,213,0,,
1784C1050,762,134,121,0,,
1784C1060,363,0,369,0,,
1784C1070,585,108,336,0,,
1784C1080,248,22,361,0,,
1784C1090,29,0,593,0,,
1785A0010,11,23,428,0,,
1785A0020,17,0,605,0,,
1785A0030,63,0,575,0,,
1785A0040,121,0,408,0,,
1785A0050,112,5,581,3,,
1785C1010,842,119,136,0,,
1785C1020,446,61,650,0,,
1785C1030,202,483,293,0,,
1785C1040,790,64,554,0,,
1785C1050,183,58,537,0,,
1814A0010,19,0,573,0,,
1814A0020,102,0,401,0,,
1814A0030,11,0,606,0,,
1814B2010,31,106,449,0,,
1814C1010,239,59,513,0,,
1814C1020,508,0,134,0,,
1860A0010,157,0,644,0,,
1860A0020,105,0,412,0,,
1860C1010,346,43,439,0,,
1860C1020,510,90,357,0,,
1861A0010,88,0,712,0,,
1861A0020,100,0,722,0,,
1861A0030,196,0,554,0,,
1861B2010,347,31,428,0,,
1861B3010,104,0,372,0,,
1861C1010,370,0,295,0,,
1861C1020,183,110,450,0,,
1861C1030,67,45,432,0,,
1861C1040,303,288,272,0,,
1861C1050,1046,84,173,0,,
1862A0010,98,0,356,0,,
1862A0020,49,0,587,0,,
1862C1010,768,91,227,0,,
1862C1020,274,25,314,0,,
1862C1030,313,323,347,0,,
1862C1040,16,28,337,0,,
1862C1050,38,0,850,0,,
1863A0010,294,14,563,0,,
1863A0020,38,0,409,0,,
1863C1010,153,330,480,0,,
1863C1020,605,222,288,0,,
1863C1030,124,0,361,0,,
1864A0010,114,0,821,2,,
1864C1010,358,28,511,0,,
1864C1020,402,337,215,0,,
1880A0010,135,39,384,0,,
1880A0020,27,0,378,0,,
1880A0030,27,0,446,0,,
1880A0040,22,0,622,0,,
1880A0050,26,0,436,0,,
1880A0060,154,68,880,0,,
1880A0070,29,0,423,0,,
1880A0080,21,0,251,7,,
1880A0090,9,0,350,0,,
1880A0100,13,6,355,0,,
1880A0110,165,0,796,0,,
1880A0120,96,0,689,0,,
1880A0130,38,0,557,2,,
1880A0140,25,0,437,0,,
1880B2010,164,29,738,0,,
1880B3010,38,45,509,0,,
1880B4010,222,101,385,0,,
1880B5010,353,0,351,0,,
1880C1010,173,110,297,0,,
1880C1020,22,56,304,0,,
1880C1030,29,94,509,0,,
1880C1040,3,15,697,0,,
1880C1050,798,0,0,0,,
1880C1060,134,0,454,0,,
1880C1070,268,236,551,0,,
1880C1080,809,0,0,0,,
1880C1090,274,16,367,0,,
1880C1100,250,223,427,0,,
1880C1110,194,514,439,0,,
1880C1120,224,266,0,0,,
1880C1130,919,750,79,0,,
1880C1140,2613,968,36,0,,
1880C1150,1970,0,0,0,,
1880C1160,1655,250,138,0,,
1880C1170,489,179,351,0,,
1880C1180,312,427,396,0,,
1880C1190,824,93,96,0,,
1880C1200,425,788,103,0,,
1880C1210,791,224,28,0,,
1880C1220,1185,192,27,0,,
1880C1230,716,376,27,0,,
1880C1240,1175,0,12,0,,
1880C1250,1135,361,11,0,,
1880C1260,12,717,0,0,,
1880C1270,446,395,390,0,,
1880C1280,779,384,30,0,,
1880C1290,1326,74,0,0,,
1880C1300,856,179,61,0,,
1880C1310,879,0,84,0,,
1880C1320,1291,355,15,0,,
1880C1330,1175,81,4,0,,
1880C1340,272,48,389,0,,
1880C1350,1166,26,15,0,,
1880C1360,1000,307,0,29,,
1880C1370,1094,83,1,0,,
1880C1380,593,235,87,0,,
1880C1390,907,0,0,0,,
1880C1400,740,154,33,0,,
1880C1410,1569,340,3,0,,
1880C1420,1054,29,6,0,,
1880C1430,302,630,330,0,,
1880C1440,462,459,110,0,,
1880C1450,598,0,0,0,,
1880C1460,869,65,42,0,,
1880C1470,767,236,29,0,,
1880C1480,283,190,299,0,,
1880C1490,737,0,4,0,,
1880C1500,230,90,276,0,,
1880C1510,746,48,34,0,,
1880C1520,247,314,168,0,,
1880C1530,919,0,0,0,,
1880C1540,1102,0,0,0,,
1880C1550,0,107,289,0,,
1880C1560,7,105,443,0,,
1880C1570,469,0,0,0,,
1880C1580,737,183,341,0,,
1880C1590,746,0,26,0,,
1880C1600,325,77,0,0,,
1880C1610,1116,81,247,0,,
1880C1620,262,625,287,0,,
1880C1630,798,27,0,0,,
1880C1640,0,232,326,0,,
1880C1650,81,208,341,0,,
1880C1660,57,24,560,0,,
1880C1670,122,49,421,0,,
1880C1680,50,314,246,0,,
1880C1690,9,0,389,0,,
1881A0010,87,0,796,0,,
1881A0020,94,0,547,0,,
1881C1010,517,210,351,0,,
1881C1020,49,0,669,0,,
1881C1030,849,18,355,0,,
1881C1040,652,0,520,0,,
1881C1050,1123,129,1,0,,
1881C1060,196,126,594,0,,
1881C1070,596,435,281,0,,
1881C1080,123,6,374,0,,
1881C1090,46,30,491,0,,
1882A0010,89,41,627,0,,
1882A0020,96,51,657,0,,
1882A0030,52,0,626,0,,
1882A0040,148,0,492,0,,
1882B2010,130,0,509,0,,
1882C1010,959,100,104,0,,
1882C1020,309,187,279,0,,
1882C1030,252,25,370,0,,
1883A0030,61,0,961,0,,
1883C1010,12,0,529,0,,
1883C1020,6,80,642,0,,
1883C1030,289,132,489,0,,
1883C1040,250,563,306,0,,
1883C1050,989,0,176,0,,
1883C1060,348,92,405,0,,
1883C1070,24,0,430,0,,
1883C1080,416,646,290,0,,
1883C1090,821,574,14,0,,
1883C1100,572,523,274,0,,
1883C1110,73,465,577,0,,
1883C1120,163,511,258,0,,
1883C1130,127,834,209,0,,
1883C1140,147,201,339,0,,
1883C1150,57,0,984,0,,
1884A0010,15,0,469,0,,
1884A0020,57,0,675,0,,
1884C1010,98,204,341,0,,
1884C1020,185,24,397,0,,
1884C1030,988,58,226,0,,
1884C1040,402,55,405,0,,
1884C1050,297,32,377,0,,
1885A0010,39,0,423,0,,
1885A0020,178,0,510,0,,
1885A0030,64,0,533,0,,
1885A0040,19,0,428,0,,
1885A0050,72,0,639,2,,
1885A0060,150,0,549,0,,
1885B2010,173,8,360,0,,
1885B2020,331,195,288,0,,
1885B3010,197,0,334,0,,
1885B3020,175,0,368,0,,
1885B4010,522,0,440,0,,
1885C1010,961,102,318,0,,
1885C1020,229,263,316,0,,
1885C1030,416,203,496,1,,
1885C1040,297,195,346,0,,
1885C1050,444,117,323,0,,
1904A0010,198,0,870,0,,
1904C1010,554,180,657,0,,
1907A0010,47,0,402,0,,
1907B2010,192,96,407,0,,
1907B3010,190,116,401,0,,
1907C1010,13,134,510,0,,
1907C1020,175,16,285,0,,
1907C1030,178,213,393,0,,
1907C1040,460,304,393,0,,
1960A0010,4,8,398,0,,
1960A0020,49,25,497,0,,
1960C1010,547,56,633,0,,
1960C1020,862,52,256,0,,
1960C1030,109,5,600,0,,
1961A0010,264,0,401,0,,
1961A0020,31,0,446,0,,
1961C1010,414,152,142,0,,
1961C1020,77,16,445,0,,
1961C1030,839,147,292,0,,
1961C1040,89,20,558,0,,
1961C1050,756,133,404,0,,
1961C1060,529,483,241,0,,
1961C1070,227,0,779,0,,
1962A0010,31,0,461,0,,
1962C1010,329,318,472,0,,
1962C1020,557,169,305,0,,
1962C1030,160,23,310,0,,
1980A0010,13,7,608,0,,
1980A0020,74,56,850,0,,
1980A0030,56,0,978,0,,
1980A0040,90,1,543,0,,
1980A0050,55,9,755,0,,
1980A0060,82,28,1048,0,,
1980B2010,313,40,229,0,,
1980B2020,488,45,413,0,,
1980B3010,27,87,400,0,,
1980B3020,5,22,546,0,,
1980B4010,27,60,554,0,,
1980B5010,78,46,323,0,,
1980C1010,51,59,544,0,,
1980C1020,2,0,437,0,,
1980C1030,390,354,213,0,,
1980C1040,140,148,424,0,,
1980C1050,205,461,494,0,,
1980C1060,213,126,616,0,,
1980C1070,538,0,200,0,,
1980C1080,151,0,432,0,,
1980C1090,152,310,43,0,,
1980C1100,989,118,0,0,,
1980C1110,87,136,701,0,,
1980C1120,540,260,285,0,,
1980C1130,183,455,261,0,,
1980C1140,88,147,615,0,,
1980C1150,1770,1142,174,0,,
1980C1160,356,399,47,0,,
1980C1170,609,133,151,0,,
1980C1180,601,326,62,0,,
1980C1190,498,678,0,0,,
1980C1200,733,0,219,0,,
1980C1210,454,31,376,0,,
1980C1220,13,929,6,0,,
1980C1230,252,831,10,0,,
1980C1240,230,730,15,0,,
1980C1250,370,146,377,0,,
1980C1260,802,260,4,0,,
1980C1270,102,994,0,0,,
1980C1280,185,697,211,0,,
1980C1290,928,45,9,0,,
1980C1300,239,53,719,0,,
1980C1310,120,65,505,0,,
1980C1320,271,738,0,0,,
1980C1330,864,315,0,0,,
1980C1340,789,0,11,0,,
1980C1350,676,414,42,0,,
1980C1360,552,441,0,0,,
1980C1370,631,403,0,0,,
1980C1380,710,396,78,0,,
1980C1390,537,242,170,0,,
1980C1400,907,0,41,0,,
1980C1410,551,342,180,0,,
1980C1420,780,286,160,0,,
1980C1430,473,640,0,0,,
1980C1440,478,335,191,0,,
1980C1450,317,578,99,0,,
1980C1460,764,716,44,0,,
1980C1470,824,0,18,0,,
1980C1480,72,528,382,0,,
1980C1490,309,657,58,0,,
1980C1500,821,416,74,0,,
1980C1510,1017,85,30,0,,
1980C1520,307,1002,0,0,,
1980C1530,909,0,115,0,,
1980C1540,292,538,258,0,,
1980C1550,256,737,105,0,,
1980C1560,551,646,0,0,,
1980C1570,169,939,0,0,,
1980C1580,329,208,385,0,,
1980C1590,0,0,494,0,,
1980C1600,82,64,646,0,,
1980C1610,324,566,150,0,,
1980C1620,990,0,249,0,,
1980C1630,229,0,494,0,,
1980C1640,323,147,302,0,,
1980C1650,2,226,525,0,,
1980C1660,6,78,635,0,,
1980C1670,3,612,262,0,,
1980C1680,111,116,469,0,,
1980C1690,78,179,522,0,,
1980C1700,40,0,658,0,,
1980C1710,1,106,387,0,,
1980C1720,164,162,624,0,,
1981A0010,133,0,727,0,,
1981A0020,71,18,704,0,,
1981A0030,14,0,693,0,,
1981A0040,166,35,826,0,,
1981A0050,90,10,518,0,,
1981C1010,171,98,359,0,,
1981C1020,516,0,642,0,,
1981C1030,694,124,179,0,,
1981C1040,26,435,411,0,,
1981C1050,837,494,74,0,,
1981C1060,1201,19,66,0,,
1981C1070,326,0,519,0,,
1982A0010,73,0,547,0,,
1982C1010,291,428,267,0,,
1982C1020,218,457,437,0,,
1982C1030,3,117,616,0,,
1982C1040,25,581,496,0,,
1982C1050,401,771,151,0,,
1982C1060,736,357,100,0,,
1983A0010,78,0,700,0,,
1983A0020,19,0,775,0,,
1983A0030,14,0,453,0,,
1983B2010,285,0,337,0,,
1983B2020,188,179,273,0,,
1983C1010,504,201,220,0,,
1983C1020,140,167,301,0,,
1983C1030,8,0,416,0,,
1983C1040,556,328,0,0,,
1983C1050,742,412,19,0,,
1983C1060,530,268,252,0,,
1983C1070,809,355,25,0,,
1983C1080,48,8,751,0,,
1983C1090,568,335,243,0,,
1983C1100,694,70,154,0,,
1983C1110,347,296,223,0,,
1984A0010,117,0,548,0,,
1984A0020,76,0,629,2,,
1984C1010,478,0,545,0,,
1984C1020,960,442,76,0,,
1984C1030,188,243,231,0,,
1984C1040,871,26,208,0,,
1984C1050,228,20,426,0,,
1984C1060,214,197,403,0,,
1984C1070,358,56,163,0,,
2021A0010,104,0,595,0,,
2021A0020,79,0,442,0,,
2021B2010,158,0,873,0,,
2021C1010,640,66,605,0,,
2023A0010,39,0,794,0,,
2023A0020,270,361,657,1,,
2023A0030,809,923,658,0,,
2023C1010,310,47,588,0,,
2023C1020,226,0,490,0,,
2023C1030,578,132,484,0,,
2026A0010,158,0,698,0,,
2026A0020,16,6,716,0,,
2026B2010,117,37,700,0,,
2026B3010,170,12,509,0,,
2026C1010,37,34,687,0,,
2026C1020,290,20,456,0,,
2029A0010,33,0,703,2,,
2029A0020,70,22,737,1,,
2029B2010,127,0,678,0,,
2029C1010,245,14,301,0,,
2029C1020,126,8,383,0,,
2029C1030,31,0,354,0,,
2029C1040,425,74,838,0,,
2029C1050,1024,137,417,0,,
2029C1060,353,143,327,0,,
2029C1070,62,52,510,0,,
2031A0010,112,0,1197,2,,
2031A0020,161,0,465,0,,
2031C1010,28,10,829,0,,
2031C1020,714,465,180,1,,
2031C1030,492,208,398,0,,
2031C1040,80,11,533,0,,
2034A0010,72,76,612,0,,
2034C1010,45,0,579,0,,
2034C1020,727,162,246,0,,
2034C1030,348,31,490,0,,
2034C1040,31,0,359,0,,
2039A0010,18,0,878,0,,
2039A0020,131,0,422,0,,
2039A0030,247,240,443,0,,
2039C1010,483,0,636,0,,
2039C1020,13,0,280,0,,
2061A0010,46,0,662,0,,
2061A0020,34,0,673,0,,
2061A0030,25,0,394,0,,
2061B2010,185,24,356,0,,
2061C1010,271,30,457,0,,
2061C1020,414,199,236,0,,
2061C1030,268,0,299,0,,
2061C1040,237,29,624,0,,
2062A0010,71,71,718,1,,
2062A0020,9,0,425,1,,
2062A0030,89,0,931,2,,
2062B2010,135,0,502,0,,
2062C1010,59,0,727,0,,
2062C1020,222,78,684,0,,
2062C1030,590,168,263,0,,
2062C1040,398,33,298,0,,
2062C1050,840,580,205,0,,
2062C1060,59,5,598,0,,
2062C1070,532,40,284,0,,
2062C1080,259,104,728,0,,
2080A0010,48,0,690,0,,
2080A0020,15,0,811,0,,
2080A0030,75,4,634,0,,
2080A0040,36,0,562,0,,
2080A0050,106,16,617,0,,
2080A0060,35,0,527,4,,
2080B2010,125,0,365,0,,
2080B2020,91,0,349,1,,
2080B3010,355,0,640,0,,
2080B4010,155,0,750,0,,
2080B5010,361,128,514,0,,
2080C1010,225,1,347,0,,
2080C1020,266,0,406,0,,
2080C1030,549,210,166,0,,
2080C1040,353,213,538,0,,
2080C1050,18,0,441,0,,
2080C1060,616,403,117,0,,
2080C1070,396,0,453,0,,
2080C1080,289,152,353,0,,
2080C1090,814,11,78,0,,
2080C1100,146,0,523,0,,
2080C1110,637,146,143,0,,
2080C1120,68,242,459,0,,
2080C1130,545,432,117,0,,
2080C1140,678,386,9,0,,
2080C1150,543,189,16,0,,
2080C1160,554,203,45,0,,
2080C1170,299,132,215,0,,
2080C1180,279,399,190,0,,
2080C1190,430,404,193,0,,
2080C1200,11,33,471,0,,
2080C1210,921,281,0,0,,
2080C1220,229,106,341,0,,
2080C1230,5,0,418,0,,
2080C1240,1158,0,0,0,,
2080C1250,67,0,352,0,,
2080C1260,722,16,487,0,,
2081A0010,25,0,303,0,,
2081A0020,62,0,1097,0,,
2081A0030,24,39,754,0,,
2081B2010,101,0,380,0,,
2081C1010,249,238,501,0,,
2081C1020,153,28,511,0,,
2081C1030,76,24,756,0,,
2081C1040,212,116,396,0,,
2081C1050,143,582,318,0,,
2081C1060,180,225,500,0,,
2081C1070,621,0,261,0,,
2081C1080,877,391,122,0,,
2081C1090,504,258,297,0,,
2081C1100,814,728,24,0,,
2081C1110,243,118,594,0,,
2081C1120,500,85,233,0,,
2081C1130,260,947,11,0,,
2081C1140,1044,0,69,0,,
2081C1150,787,364,107,0,,
2081C1160,557,557,92,0,,
2081C1170,347,91,442,0,,
2081C1180,677,544,0,0,,
2081C1190,114,6,620,0,,
2081C1200,374,137,410,0,,
2081C1210,403,96,601,0,,
