deso,hyresrätt,bostadsrätt,äganderätt,uppgift saknas,,"Antal lägenheter efter år, region och upplåtelseform"
0561A0020,56,0,366,0,,
0561A0030,67,0,359,0,,
0561B2010,32,31,372,0,,
0561C1010,508,164,295,0,,
0561C1020,388,109,241,0,,
0561C1030,60,12,653,0,,
0561C1040,488,84,271,0,,
0561C1050,361,70,390,0,,
0562A0010,95,12,370,0,,
0562A0020,38,14,535,0,,
0562A0030,43,41,597,0,,
0562A0040,85,0,381,1,,
0562A0050,198,75,544,0,,
0562A0060,78,49,435,1,,
0562C1010,51,149,524,0,,
0562C1020,282,337,117,0,,
0562C1030,871,247,143,0,,
0562C1040,309,47,407,0,,
0562C1050,336,72,319,0,,
0562C1060,687,253,208,0,,
0562C1070,548,504,206,0,,
0562C1080,619,48,416,0,,
0563A0010,38,0,408,3,,
0563A0020,112,0,380,0,,
0563A0030,159,0,713,0,,
0563B2010,260,27,364,1,,
0563C1010,625,92,355,0,,
0563C1020,311,0,350,0,,
0580A0010,94,0,1010,0,,
0580A0020,126,0,710,0,,
0580A0030,41,0,699,0,,
0580A0040,95,0,267,0,,
0580A0050,121,0,665,0,,
0580A0060,53,19,636,2,,
0580A0070,29,0,472,0,,
0580A0080,28,0,362,0,,
0580A0090,7,0,594,0,,
0580A0100,49,0,483,0,,
0580A0110,51,0,403,0,,
0580A0120,66,0,388,0,,
0580A0130,50,0,348,0,,
0580B2010,56,74,430,0,,
0580B2020,115,205,368,0,,
0580B2030,258,120,441,0,,
0580B2040,248,179,245,0,,
0580B2050,256,40,607,0,,
0580B3010,208,161,325,0,,
0580B3020,108,25,424,0,,
0580B4010,62,229,404,0,,
0580B4020,122,0,396,0,,
0580B5010,99,5,789,0,,
0580B6010,20,70,343,0,,
0580B6020,183,371,372,0,,
0580C1010,203,283,400,0,,
0580C1020,231,260,419,0,,
0580C1030,291,151,160,0,,
0580C1040,142,493,102,0,,
0580C1050,170,63,503,0,,
0580C1060,26,0,358,0,,
0580C1070,315,431,89,0,,
0580C1080,15,27,531,0,,
0580C1090,182,192,196,0,,
0580C1100,6,0,504,0,,
0580C1110,452,89,353,0,,
0580C1120,115,220,371,0,,
0580C1130,146,610,254,0,,
0580C1140,76,0,560,0,,
0580C1150,462,392,159,0,,
0580C1160,795,36,114,0,,
0580C1170,152,113,181,0,,
0580C1180,35,279,385,0,,
0580C1190,1232,518,177,1,,
0580C1200,13,0,609,0,,
0580C1210,465,76,243,0,,
0580C1220,866,233,0,0,,
0580C1230,1078,1300,0,0,,
0580C1240,226,577,170,0,,
0580C1250,854,0,0,0,,
0580C1260,639,191,45,0,,
0580C1270,399,251,58,0,,
0580C1280,147,733,24,0,,
0580C1290,414,195,314,0,,
0580C1300,742,105,169,0,,
0580C1310,1817,723,242,0,,
0580C1320,827,187,72,0,,
0580C1330,747,217,126,0,,
0580C1340,1288,538,0,0,,
0580C1350,569,358,35,0,,
0580C1360,606,301,2,0,,
0580C1370,770,381,5,0,,
0580C1380,1110,0,0,0,,
0580C1390,454,330,1,0,,
0580C1400,1058,0,0,0,,
0580C1410,890,203,92,0,,
0580C1420,712,770,209,0,,
0580C1430,483,573,38,0,,
0580C1440,671,290,0,0,,
0580C1450,727,367,38,0,,
0580C1460,1874,0,0,0,,
0580C1470,1048,160,5,0,,
0580C1480,932,215,12,0,,
0580C1490,1033,112,154,0,,
0580C1500,843,144,15,0,,
0580C1510,832,0,0,0,,
0580C1520,903,150,0,0,,
0580C1530,95,506,119,0,,
0580C1540,108,465,253,0,,
0580C1550,847,292,1,0,,
0580C1560,993,196,5,0,,
0580C1570,600,511,0,0,,
0580C1580,216,119,590,0,,
0580C1590,682,391,27,0,,
0580C1600,1446,652,2,0,,
0580C1610,740,190,0,0,,
0580C1620,514,0,366,0,,
0580C1630,584,334,1,0,,
0580C1640,143,0,395,0,,
0580C1650,5,141,407,0,,
0580C1660,863,95,0,0,,
0580C1670,807,0,4,0,,
0580C1680,946,0,0,0,,
0580C1690,72,492,154,0,,
0581A0010,25,43,522,3,,
0581A0020,36,0,724,0,,
0581A0030,51,0,702,0,,
0581A0040,43,0,633,0,,
0581A0050,39,14,582,0,,
0581A0060,39,0,924,2,,
0581A0070,178,44,687,0,,
0581A0080,104,57,388,1,,
0581A0090,39,0,388,0,,
0581A0100,74,0,674,1,,
0581B2010,137,0,550,0,,
0581B2020,137,0,354,0,,
0581B2030,17,132,413,0,,
0581B2040,782,64,170,0,,
0581B2050,74,5,303,0,,
0581B3010,47,188,465,0,,
0581B3020,209,126,457,0,,
0581B3030,371,92,686,0,,
0581B4010,40,34,421,0,,
0581B4020,193,27,695,0,,
0581B4030,82,30,643,0,,
0581B5010,24,68,495,0,,
0581B5020,6,46,700,0,,
0581C1010,9,8,273,0,,
0581C1020,546,0,329,0,,
0581C1030,807,0,112,0,,
0581C1040,8,0,324,0,,
0581C1050,6,0,572,0,,
0581C1060,503,966,34,0,,
0581C1070,710,0,229,0,,
0581C1080,187,178,442,0,,
0581C1090,123,719,0,0,,
0581C1100,916,0,0,0,,
0581C1110,262,88,219,0,,
0581C1120,657,0,85,0,,
0581C1130,303,0,95,0,,
0581C1140,199,260,381,0,,
0581C1150,907,0,0,0,,
0581C1160,586,0,0,0,,
0581C1170,1078,5,9,0,,
0581C1180,6,282,176,0,,
0581C1190,18,1001,0,0,,
0581C1200,849,388,173,0,,
0581C1210,225,0,561,0,,
0581C1220,594,603,51,0,,
0581C1230,913,49,148,0,,
0581C1240,1302,0,0,0,,
0581C1250,607,0,263,0,,
0581C1260,1267,149,73,0,,
0581C1270,773,538,2,0,,
0581C1280,1003,419,0,0,,
0581C1290,827,119,211,0,,
0581C1300,599,518,22,0,,
0581C1310,1157,223,40,0,,
0581C1320,1633,169,0,0,,
0581C1330,590,521,0,0,,
0581C1340,1338,51,0,0,,
0581C1350,974,290,0,0,,
0581C1360,810,433,6,0,,
0581C1370,1075,141,0,0,,
0581C1380,723,360,0,0,,
0581C1390,704,302,0,0,,
0581C1400,432,384,0,0,,
0581C1410,829,277,0,0,,
0581C1420,373,744,27,0,,
0581C1430,926,340,24,0,,
0581C1440,785,228,79,0,,
0581C1450,70,0,806,0,,
0581C1460,633,614,0,0,,
0581C1470,719,148,113,0,,
0581C1480,39,299,512,0,,
0581C1490,243,486,294,0,,
0581C1500,900,284,0,0,,
0581C1510,499,315,172,0,,
0581C1520,463,503,135,0,,
0581C1530,51,109,431,0,,
0581C1540,167,0,556,0,,
0581C1550,100,103,573,0,,
0581C1560,129,55,463,0,,
0582A0010,98,56,963,1,,
0582A0020,63,0,696,1,,
0582A0030,32,0,593,0,,
0582B2010,3,0,470,0,,
0582C1010,350,21,243,0,,
0582C1020,583,27,236,0,,
0582C1030,710,87,265,0,,
0582C1040,12,0,402,0,,
0582C1050,637,114,250,0,,
0583A0010,40,0,588,0,,
0583A0020,81,0,383,0,,
0583A0030,18,0,507,0,,
0583A0040,32,0,391,0,,
0583A0050,46,0,625,0,,
0583A0060,23,0,454,0,,
0583A0070,196,0,678,0,,
0583B2010,171,0,329,0,,
0583B2020,326,67,553,0,,
0583C1010,216,274,660,0,,
0583C1020,1056,39,280,0,,
0583C1030,508,0,505,0,,
0583C1040,221,305,526,0,,
0583C1050,825,142,102,0,,
0583C1060,566,171,308,0,,
0583C1070,1113,0,144,0,,
0583C1080,791,421,174,0,,
0583C1090,862,104,275,0,,
0583C1100,470,195,390,0,,
0583C1110,1322,0,54,0,,
0583C1120,261,155,626,0,,
0583C1130,180,24,630,0,,
0583C1140,232,145,549,0,,
0583C1150,32,0,445,0,,
0584A0010,56,11,691,0,,
0584C1010,325,0,523,0,,
0584C1020,644,16,218,0,,
0584C1030,347,340,222,0,,
0584C1040,255,177,267,0,,
0586A0010,19,0,514,0,,
0586A0020,107,22,573,0,,
0586A0030,19,0,623,0,,
0586A0040,14,0,524,0,,
0586C1010,302,263,205,0,,
0586C1020,427,0,225,0,,
0586C1030,98,18,582,0,,
0586C1040,443,294,102,0,,
0586C1050,426,58,217,0,,
0586C1060,288,0,317,0,,
0586C1070,340,698,78,0,,
0586C1080,366,620,162,0,,
0586C1090,617,8,356,0,,
0586C2010,72,0,500,0,,
0586C2020,307,37,444,0,,
0586C2030,179,0,478,0,,
0586C3010,484,0,297,0,,
0586C3020,490,76,461,0,,
0604A0010,111,0,529,3,,
0604A0020,69,0,676,2,,
0604C1010,625,190,456,0,,
0604C1020,72,30,451,0,,
0617A0010,48,0,602,0,,
0617A0020,85,32,493,2,,
0617B2010,370,64,474,0,,
0617C1010,288,51,293,0,,
0617C1020,514,48,332,1,,
0617C1030,130,0,361,0,,
0642A0010,113,0,637,0,,
0642C1010,394,65,470,0,,
0642C1020,261,46,542,0,,
0642C1030,236,100,567,1,,
0643A0010,26,0,700,0,,
0643A0020,74,12,658,0,,
0643C1010,3,129,325,0,,
0643C1020,193,149,435,0,,
0643C1030,128,43,537,0,,
0643C1040,513,102,410,0,,
0643C1050,38,71,410,0,,
0662A0010,24,0,410,0,,
0662A0020,86,0,524,0,,
0662A0030,72,45,747,0,,
0662A0040,29,0,647,0,,
0662B2010,286,22,594,0,,
0662B2020,330,67,160,0,,
0662B2030,345,135,271,0,,
0662B3010,284,32,363,0,,
0662B4010,341,30,347,0,,
0662B5010,247,0,284,0,,
0662C1010,375,1,358,0,,
0662C1020,50,126,499,0,,
0662C1030,514,39,341,0,,
0662C1040,70,0,612,0,,
0662C1050,235,64,383,0,,
0662C1060,85,313,364,0,,
0662C1070,265,73,397,0,,
0662C1080,592,179,170,0,,
0662C1090,621,126,212,0,,
0665A0010,59,0,634,0,,
0665A0020,49,0,534,0,,
0665A0030,21,0,542,0,,
0665C1010,17,42,461,0,,
0665C1020,623,9,389,0,,
0665C1030,413,93,441,0,,
0665C2010,691,78,459,0,,
0665C2020,232,6,565,0,,
0680A0010,50,0,651,0,,
0680A0020,57,0,610,0,,
0680A0030,22,0,482,0,,
0680A0040,166,0,409,0,,
0680A0050,34,34,865,0,,
0680A0060,92,0,434,0,,
0680A0070,137,0,825,1,,
0680A0080,28,4,537,1,,
0680A0090,42,21,558,0,,
0680A0100,99,0,262,0,,
0680B2010,50,37,514,0,,
0680B2020,305,113,269,0,,
0680B3010,69,175,461,0,,
0680B3020,33,64,301,0,,
0680B4010,193,113,264,0,,
0680B4020,705,30,327,0,,
0680C1010,70,0,445,0,,
0680C1020,358,22,392,0,,
0680C1030,183,9,438,0,,
0680C1040,354,28,619,0,,
0680C1050,431,29,627,0,,
0680C1060,460,4,443,0,,
0680C1070,1642,36,179,0,,
0680C1080,73,209,584,0,,
0680C1090,571,0,0,0,,
0680C1100,784,0,2,0,,
0680C1110,241,366,414,0,,
0680C1120,43,684,157,0,,
0680C1130,503,321,519,0,,
0680C1140,246,0,372,0,,
0680C1150,514,263,248,0,,
0680C1160,400,319,647,0,,
0680C1170,649,173,75,0,,
0680C1180,433,596,396,0,,
0680C1190,435,184,289,0,,
0680C1200,1542,568,0,0,,
0680C1210,149,167,732,0,,
0680C1220,434,506,138,0,,
0680C1230,498,250,236,0,,
0680C1240,951,0,0,0,,
0680C1250,939,284,0,0,,
0680C1260,404,1069,4,0,,
0680C1270,785,673,10,0,,
0680C1280,235,158,445,0,,
0680C1290,367,39,276,0,,
0680C1300,338,927,0,0,,
0680C1310,466,258,124,0,,
0680C1320,412,350,97,0,,
0680C1330,340,84,284,0,,
0680C1340,1544,312,4,0,,
0680C1350,986,313,16,0,,
0680C1360,1056,473,2,0,,
0680C1370,778,229,0,0,,
0680C1380,426,380,226,0,,
0680C1390,388,114,427,0,,
0680C1400,1298,215,0,0,,
0680C1410,995,0,0,0,,
0680C1420,175,542,174,0,,
0680C1430,931,140,3,0,,
0680C1440,480,27,221,0,,
0680C1450,1040,367,96,0,,
0680C1460,69,323,345,0,,
0680C1470,142,220,434,0,,
0680C1480,719,354,317,0,,
0680C1490,534,350,173,0,,
0680C1500,151,53,646,0,,
0680C1510,118,67,614,0,,
0680C1520,532,321,502,0,,
0680C1530,98,488,382,0,,
0680C1540,57,0,732,0,,
0680C1550,159,24,657,0,,
0680C1560,7,76,846,0,,
0680C1570,66,21,559,0,,
0680C1580,634,407,226,0,,
0682A0010,39,0,370,0,,
0682A0020,106,0,703,0,,
0682A0030,21,0,429,0,,
0682A0040,114,0,574,0,,
0682A0050,19,0,412,0,,
0682A0060,62,0,574,0,,
0682B2010,106,15,418,0,,
0682B2020,256,0,226,0,,
0682B3010,108,0,396,0,,
0682B3020,197,24,249,0,,
0682B4010,182,0,356,0,,
0682C1010,434,257,278,0,,
0682C1020,228,224,328,0,,
0682C1030,532,24,380,0,,
0682C1040,248,164,650,0,,
0682C1050,991,492,33,0,,
0682C1060,621,13,447,0,,
0682C1070,196,209,603,0,,
0682C1080,783,0,142,0,,
0682C1090,718,164,331,0,,
0683A0010,56,18,463,0,,
0683A0020,27,8,341,0,,
0683A0030,55,12,763,0,,
0683A0040,43,16,542,0,,
0683A0050,41,0,477,0,,
0683A0060,44,0,569,0,,
0683B2010,331,22,437,0,,
0683B3010,291,62,396,0,,
0683B4010,259,48,411,0,,
0683B5010,133,78,368,0,,
0683C1010,463,0,186,0,,
0683C1020,411,158,252,0,,
0683C1030,197,369,223,0,,
0683C1040,378,59,335,0,,
0683C1050,679,138,312,0,,
0683C1060,368,99,127,0,,
0683C1070,284,179,556,0,,
0683C1080,544,679,83,0,,
0683C1090,589,72,225,0,,
0683C1100,4,41,465,0,,
0683C1110,88,0,340,0,,
0683C1120,894,113,254,0,,
0684A0010,132,0,735,0,,
0684A0020,26,0,615,0,,
0684B2010,230,3,466,0,,
0684B3010,164,0,353,0,,
0684C1010,197,72,306,0,,
0684C1020,518,38,368,0,,
0684C1030,607,101,562,0,,
0685A0010,59,0,651,3,,
0685A0020,88,0,526,0,,
0685A0030,137,0,452,0,,
0685A0040,80,0,318,0,,
0685A0050,30,0,506,0,,
0685A0060,52,0,769,0,,
0685A0070,148,49,412,0,,
0685B2010,292,0,481,0,,
0685B3010,205,13,483,1,,
0685B4010,275,0,406,0,,
0685C1010,17,37,974,0,,
0685C1020,296,205,458,0,,
0685C1030,616,132,62,0,,
0685C1040,805,126,200,0,,
0685C1050,560,71,439,0,,
0685C1060,463,46,424,0,,
0685C1070,678,196,364,0,,
0686A0010,171,18,804,0,,
0686A0020,37,0,404,0,,
0686A0030,63,33,810,2,,
0686B2010,375,93,438,0,,
0686C1010,194,114,351,0,,
0686C1020,293,96,479,0,,
0686C1030,458,83,395,0,,
0686C1040,1102,0,167,0,,
0686C1050,890,108,358,0,,
0686C1060,292,142,314,0,,
0687A0010,43,0,379,2,,
0687A0020,17,0,470,0,,
0687A0030,118,28,498,0,,
0687C1010,54,26,590,0,,
0687C1020,709,36,369,0,,
0687C1030,620,80,434,0,,
0687C1040,148,342,590,0,,
0687C1050,639,289,91,0,,
0687C1060,1279,299,1,0,,
0687C1070,375,25,411,0,,
0687C1080,439,102,131,0,,
0760A0010,357,36,958,0,,
0760A0020,19,0,477,1,,
0760B2010,406,0,497,0,,
0760B3010,211,9,435,0,,
0760C1010,217,18,260,0,,
0760C1020,391,12,424,0,,
0761A0010,152,0,571,0,,
0761B2010,330,81,385,0,,
0761B2020,177,27,472,0,,
0761B3010,241,0,287,0,,
0761C1010,283,0,344,0,,
0761C1020,305,21,432,0,,
0763A0010,117,0,425,0,,
0763A0020,43,0,342,0,,
0763A0030,309,0,683,0,,
0763A0040,185,17,784,0,,
0763A0050,216,0,779,0,,
0763B2010,375,0,434,0,,
0763C1010,441,79,350,0,,
0763C1020,445,65,371,0,,
0764A0010,89,0,447,0,,
0764A0020,111,0,581,0,,
0764A0030,67,0,496,0,,
0764A0040,26,0,570,0,,
0764A0050,12,0,515,0,,
0764B2010,51,44,307,0,,
0764B2020,318,0,437,0,,
0764B3010,404,7,528,0,,
0764C1010,189,153,459,0,,
0764C1020,629,99,237,0,,
0764C1030,352,39,448,1,,
0764C1040,857,42,185,0,,
0764C1050,74,56,475,0,,
0765A0010,32,0,572,1,,
0765A0020,95,25,987,0,,
0765A0030,99,18,604,0,,
0765B2010,200,15,493,0,,
0765C1010,574,184,345,0,,
0765C1020,232,0,635,0,,
0765C1030,1076,117,97,0,,
0765C1040,300,242,383,0,,
0765C1050,414,139,513,0,,
0767A0010,34,0,929,1,,
0767B2010,577,30,619,0,,
0767B2020,137,0,252,0,,
0767C1010,475,97,570,0,,
0767C1020,569,68,480,0,,
0767C1030,63,0,229,0,,
0780A0010,52,0,422,0,,
0780A0020,42,0,610,0,,
0780A0030,114,0,795,0,,
0780A0040,100,0,694,0,,
0780A0050,27,0,511,0,,
0780A0060,84,0,731,0,,
0780A0070,41,0,705,0,,
0780A0080,29,0,660,0,,
0780B2010,344,0,349,0,,
0780B2020,141,17,251,0,,
0780B3010,364,0,547,0,,
0780B4010,453,0,431,0,,
0780B5010,348,0,447,0,,
0780B6010,153,16,485,0,,
0780C1010,229,144,596,0,,
0780C1020,612,677,321,0,,
0780C1030,828,0,0,0,,
0780C1040,472,42,272,0,,
0780C1050,1313,0,0,0,,
0780C1060,464,364,513,0,,
0780C1070,2507,367,0,0,,
0780C1080,134,238,230,0,,
0780C1090,921,396,91,0,,
0780C1100,853,317,210,0,,
0780C1110,508,25,158,0,,
0780C1120,566,687,28,0,,
0780C1130,61,28,486,0,,
0780C1140,323,65,368,0,,
0780C1150,842,414,10,0,,
0780C1160,467,745,130,0,,
0780C1170,399,279,323,0,,
0780C1180,740,343,3,0,,
0780C1190,1063,444,65,0,,
0780C1200,605,248,630,0,,
0780C1210,933,113,374,0,,
0780C1220,535,351,169,0,,
0780C1230,1124,0,0,0,,
0780C1240,891,0,0,0,,
0780C1250,763,363,33,0,,
0780C1260,48,47,706,0,,
0780C1270,18,332,314,0,,
0780C1280,1078,0,1,0,,
0780C1290,40,28,566,0,,
0780C1300,628,456,111,0,,
0780C1310,168,88,637,0,,
0780C1320,164,219,501,0,,
0780C1330,218,346,197,0,,
0780C1340,244,221,462,0,,
0780C1350,114,188,239,0,,
0780C1360,200,205,422,0,,
0781A0010,82,9,887,0,,
0781A0020,238,0,766,0,,
0781A0030,290,30,864,0,,
0781A0040,47,15,977,0,,
0781A0050,77,15,756,0,,
0781B2010,369,11,499,0,,
0781C1010,214,0,421,0,,
0781C1020,1219,161,45,0,,
0781C1030,409,306,433,0,,
0781C1040,466,4,512,0,,
0781C1050,154,101,617,0,,
0781C1060,974,367,230,0,,
0781C1070,777,270,232,0,,
0781C1080,271,9,470,0,,
0821A0010,132,0,549,0,,
0821A0020,164,0,461,0,,
0821A0030,108,0,467,0,,
0821C1010,527,12,538,0,,
0834A0010,14,8,446,0,,
0834A0020,44,0,762,0,,
0834B2010,159,15,416,0,,
0834B3010,199,0,335,0,,
0834C1010,477,55,590,0,,
0840A0010,81,9,449,1,,
0840A0020,19,6,642,0,,
0840A0030,51,28,955,0,,
0840B2010,188,41,708,0,,
0840B2020,181,22,496,0,,
0840B2030,431,56,325,0,,
0840B2040,127,93,555,0,,
0840B2050,41,36,689,0,,
0840C1010,446,48,510,0,,
0860A0010,169,0,511,0,,
0860A0020,95,0,517,0,,
0860A0030,95,0,442,0,,
0860A0040,118,0,406,0,,
0860B2010,578,10,552,0,,
0860B3010,367,0,613,0,,
0860C1010,566,46,232,0,,
0860C1020,594,10,293,0,,
0860C1030,388,0,739,0,,
0861A0010,4,22,529,0,,
0861A0020,35,0,457,0,,
0861A0030,128,0,534,1,,
0861B2010,171,23,258,0,,
0861B2020,278,0,536,0,,
0861B3010,88,36,532,0,,
0861C1010,57,9,459,0,,
0861C1020,111,103,380,0,,
0861C1030,711,68,206,0,,
0861C1040,544,0,382,0,,
0862A0010,139,0,643,0,,
0862A0020,86,0,331,0,,
0862A0030,141,0,702,0,,
0862C1010,78,97,430,0,,
0862C1020,665,111,356,0,,
0862C1030,222,0,598,0,,
0880A0010,47,0,638,0,,
0880A0020,142,0,345,0,,
0880A0030,15,0,405,0,,
0880A0040,40,0,437,0,,
0880A0050,49,0,526,0,,
0880A0060,94,12,634,0,,
0880A0070,153,0,1105,0,,
0880B2010,75,0,601,0,,
0880B2020,46,32,468,0,,
0880B2030,290,124,216,0,,
0880B2040,196,0,456,0,,
0880B3010,80,0,478,0,,
0880B3020,243,0,745,0,,
0880B4010,79,0,582,0,,
0880C1010,348,96,286,0,,
0880C1020,1279,80,124,0,,
0880C1030,1011,249,78,0,,
0880C1040,556,331,107,0,,
0880C1050,800,578,11,0,,
0880C1060,765,114,8,0,,
0880C1070,343,192,306,0,,
0880C1080,1126,264,36,0,,
0880C1090,983,328,50,0,,
0880C1100,477,308,138,0,,
0880C1110,834,281,7,0,,
0880C1120,1053,273,0,0,,
0880C1130,282,160,244,0,,
0880C1140,408,297,0,0,,
0880C1150,758,372,11,0,,
0880C1160,11,737,0,0,,
0880C1170,557,789,132,0,,
0880C1180,50,185,728,0,,
0880C1190,788,740,110,0,,
0880C1200,1148,337,420,0,,
0880C1210,455,411,2,0,,
0880C1220,755,180,74,0,,
0880C1230,52,107,358,0,,
0880C1240,92,122,396,0,,
0880C1250,135,18,420,0,,
0880C1260,72,61,600,0,,
0880C1270,11,0,398,0,,
0880C1280,118,193,377,0,,
0881A0010,28,0,418,0,,
0881A0020,1,0,437,0,,
0881A0030,101,0,959,0,,
0881A0040,159,0,549,0,,
0881B2010,164,0,330,0,,
0881C1010,18,18,621,0,,
0881C1020,252,103,446,0,,
0881C1030,125,61,537,0,,
0881C1040,231,0,339,0,,
0881C1050,1082,189,32,0,,
0881C1060,310,437,230,0,,
0881C1070,835,0,45,0,,
0881C1080,496,80,532,0,,
0882A0010,88,0,996,0,,
0882A0020,196,14,348,0,,
0882A0030,126,0,935,0,,
0882B2010,192,0,474,0,,
0882B3010,166,0,358,0,,
0882C1010,695,32,388,0,,
0882C1020,390,50,245,0,,
0882C1030,271,368,118,0,,
0882C1040,201,0,370,0,,
0882C1050,103,332,158,0,,
0882C1060,250,252,213,0,,
0882C1070,602,421,107,0,,
0882C1080,1117,164,63,0,,
0882C1090,99,0,536,0,,
0882C1100,331,448,163,0,,
0882C1110,226,61,358,0,,
0882C1120,92,46,761,0,,
0883A0010,211,0,518,0,,
0883A0020,61,10,757,0,,
0883A0030,85,0,534,0,,
0883A0040,122,0,364,1,,
0883A0050,61,0,582,0,,
0883A0060,182,0,532,0,,
0883B2010,517,0,270,0,,
0883B2020,341,160,415,0,,
0883B3010,218,37,411,0,,
0883B4010,238,24,381,0,,
0883B5010,226,0,282,0,,
0883C1010,130,67,626,0,,
0883C1020,346,515,111,0,,
0883C1030,298,497,329,0,,
0883C1040,777,57,110,0,,
0883C1050,437,276,96,0,,
0883C1060,237,188,196,0,,
0883C1070,231,162,679,0,,
0883C1080,937,259,88,0,,
0883C1090,363,513,139,0,,
0883C1100,276,85,148,0,,
0883C1110,197,97,504,0,,
0883C1120,36,139,483,0,,
0883C1130,421,0,304,0,,
0883C1140,26,64,650,0,,
0884A0010,125,10,698,0,,
0884A0020,57,0,661,0,,
0884A0030,84,0,682,0,,
0884B2010,201,0,348,0,,
0884B3010,190,12,322,0,,
0884C1010,832,0,199,0,,
0884C1020,538,91,161,0,,
0884C1030,585,153,243,0,,
0884C1040,324,22,528,0,,
0884C1050,27,69,502,0,,
0885A0010,21,8,555,0,,
0885A0020,85,172,539,0,,
0885A0030,44,0,628,0,,
0885A0040,200,103,1124,0,,
0885C1010,477,150,382,0,,
0885C1020,296,303,423,0,,
0885C1030,213,81,359,0,,
0980A0010,96,80,348,0,,
0980A0020,109,24,680,0,,
0980A0030,100,0,464,1,,
0980A0040,39,18,372,1,,
0980A0050,16,10,313,0,,
0980A0060,74,41,536,1,,
0980A0070,37,3,578,1,,
0980A0080,84,20,379,0,,
0980A0090,8,10,567,0,,
0980A0100,27,48,718,0,,
0980A0110,17,6,472,0,,
0980A0120,16,19,474,0,,
0980A0130,8,16,547,0,,
0980A0140,81,0,526,0,,
0980A0150,92,22,766,0,,
0980A0160,47,9,644,0,,
0980A0170,119,0,882,0,,
0980A0180,231,72,689,0,,
0980B2010,575,102,351,0,,
0980B3010,331,101,388,0,,
0980B4010,399,122,378,0,,
0980B5010,219,64,326,0,,
0980C1010,37,163,715,0,,
0980C1020,348,0,393,0,,
0980C1030,105,253,450,0,,
0980C1040,170,456,128,0,,
0980C1050,680,130,0,0,,
0980C1060,771,410,221,0,,
0980C1070,394,542,127,0,,
0980C1080,710,48,145,0,,
0980C1090,307,554,267,0,,
0980C1100,193,173,449,0,,
0980C1110,385,613,100,0,,
0980C1120,622,378,0,0,,
0980C1130,404,396,193,0,,
0980C1140,483,371,243,0,,
0980C1150,753,137,18,0,,
0980C1160,126,730,234,0,,
1060A0010,24,9,545,0,,
1060A0020,63,0,688,0,,
1060B2010,138,19,370,0,,
1060C1010,326,28,497,0,,
1060C1020,29,46,717,0,,
1060C1030,814,31,406,0,,
1060C1040,601,194,307,0,,
1060C1050,653,182,349,0,,
1080A0010,39,15,718,0,,
1080A0020,14,0,399,0,,
1080A0030,44,19,1056,0,,
1080A0040,31,0,584,0,,
1080A0050,59,0,897,0,,
1080A0060,79,0,567,0,,
1080A0070,18,0,433,0,,
1080A0080,6,0,543,0,,
1080A0090,75,0,782,0,,
1080A0100,99,0,455,0,,
1080B2010,122,0,560,0,,
1080B2020,318,8,549,0,,
1080B3010,262,0,421,0,,
1080B3020,202,0,417,0,,
1080B4010,85,25,661,0,,
1080B5010,40,0,641,0,,
1080C1010,658,529,35,0,,
1080C1020,914,339,34,0,,
1080C1030,603,348,6,0,,
1080C1040,837,271,20,0,,
1080C1050,961,97,6,0,,
1080C1060,757,637,16,0,,
1080C1070,626,255,240,0,,
1080C1080,619,849,0,0,,
1080C1090,131,0,472,0,,
1080C1100,469,391,221,0,,
1080C1110,35,148,436,0,,
1080C1120,926,141,1,0,,
1080C1130,37,0,691,0,,
1080C1140,36,0,422,0,,
1080C1150,286,89,291,0,,
1080C1160,1116,34,85,0,,
1080C1170,1245,0,0,0,,
1080C1180,566,149,231,0,,
1080C1190,48,26,448,0,,
1080C1200,142,118,525,0,,
1080C1210,366,0,350,0,,
1080C1220,246,0,366,0,,
1080C1230,398,0,535,0,,
1080C1240,33,0,880,0,,
1081A0010,19,0,745,0,,
1081A0020,54,0,494,1,,
1081A0030,15,0,590,1,,
1081A0040,65,0,574,0,,
1081A0050,121,0,634,0,,
1081B2010,117,0,688,0,,
1081B3010,351,0,613,0,,
1081C1010,328,27,663,0,,
1081C1020,815,43,536,0,,
1081C1030,610,108,39,0,,
1081C1040,694,97,111,0,,
1081C1050,516,316,133,0,,
1081C1060,14,0,701,0,,
1081C1070,713,106,296,0,,
1081C1080,68,0,496,0,,
1081C1090,421,105,364,0,,
1081C1100,235,30,444,0,,
1081C1110,193,0,562,0,,
1082A0010,32,0,640,0,,
1082A0020,154,1,1010,0,,
1082A0030,25,0,470,0,,
1082B2010,431,108,588,0,,
1082C1010,49,427,403,0,,
1082C1020,351,236,242,0,,
1082C1030,781,144,112,0,,
1082C1040,860,246,55,0,,
1082C1050,159,257,307,0,,
1082C1060,794,234,87,0,,
1082C1070,83,536,317,0,,
1082C1080,566,51,429,0,,
1082C1090,258,12,674,0,,
1082C1100,61,0,622,0,,
1082C1110,62,0,600,0,,
1082C1120,710,40,410,0,,
1082C1130,558,90,621,0,,
1082C1140,41,0,752,0,,
1083A0010,221,51,760,0,,
1083A0020,57,0,705,1,,
1083B2010,406,0,603,0,,
1083B3010,72,10,636,0,,
1083B4010,23,30,473,0,,
1083C1010,275,35,768,0,,
1083C1020,345,28,623,0,,
1083C1030,970,490,107,0,,
1083C1040,283,114,626,0,,
1214A0010,12,0,376,0,,
1214A0020,65,0,655,0,,
