deso,Median income tkr,Antal personer totalt,,,,,
1282C1200,260.1,1486,,,,,
1283A0010,348.5,950,,,,,
1283A0020,347.5,984,,,,,
1283A0030,410.8,1520,,,,,
1283A0040,351.2,894,,,,,
1283B2010,429,1350,,,,,
1283B2020,380.3,2040,,,,,
1283B2030,439.3,1194,,,,,
1283B3010,352,1410,,,,,
1283B4010,296,1053,,,,,
1283B5010,349.5,708,,,,,
1283C1010,392.4,1038,,,,,
1283C1020,392.3,1334,,,,,
1283C1030,341.7,1313,,,,,
1283C1040,339.1,1667,,,,,
1283C1050,327.7,1085,,,,,
1283C1060,322.4,711,,,,,
1283C1070,285.1,1167,,,,,
1283C1080,285.8,1406,,,,,
1283C1090,261,1222,,,,,
1283C1100,397.1,1125,,,,,
1283C1110,384.4,1284,,,,,
1283C1120,261.7,1744,,,,,
1283C1130,189.2,1465,,,,,
1283C1140,351.4,1339,,,,,
1283C1150,245.9,1488,,,,,
1283C1160,347.7,1268,,,,,
1283C1170,441.7,1144,,,,,
1283C1180,403.2,1139,,,,,
1283C1190,337.7,1551,,,,,
1283C1200,201.4,2344,,,,,
1283C1210,231.7,1643,,,,,
1283C1220,422.9,2014,,,,,
1283C1230,208.4,1436,,,,,
1283C1240,213.1,1400,,,,,
1283C1250,233.5,1499,,,,,
1283C1260,317.2,1336,,,,,
1283C1270,287.6,1167,,,,,
1283C1280,254.3,1208,,,,,
1283C1290,304.4,1583,,,,,
1283C1300,424,1323,,,,,
1283C1310,286.9,1485,,,,,
1283C1320,385.6,1125,,,,,
1283C1330,358.3,1302,,,,,
1283C1340,284.3,1039,,,,,
1283C1350,361.1,1343,,,,,
1283C1360,353.2,1539,,,,,
1283C1370,266.3,1418,,,,,
1283C1380,317.5,1644,,,,,
1283C1390,370,1465,,,,,
1283C1400,288.3,1716,,,,,
1283C1410,284,1570,,,,,
1283C1420,320.9,1277,,,,,
1283C1430,378.9,1630,,,,,
1283C1440,367.3,1499,,,,,
1283C1450,304.1,1470,,,,,
1283C1460,337.5,1610,,,,,
1283C1470,245.4,1635,,,,,
1283C1480,365.8,1735,,,,,
1283C1490,259.3,1541,,,,,
1283C1500,310.3,1700,,,,,
1283C1510,249.2,1550,,,,,
1283C1520,380.6,1716,,,,,
1283C1530,297.2,2150,,,,,
1283C1540,210.3,1061,,,,,
1283C1550,240.8,1246,,,,,
1283C1560,241.4,1297,,,,,
1283C1570,259.7,1277,,,,,
1283C1580,339,1934,,,,,
1283C1590,366.8,1698,,,,,
1283C1600,270.8,1203,,,,,
1283C1610,323,2081,,,,,
1283C1620,402.2,993,,,,,
1283C1630,353.9,2913,,,,,
1283C1640,466.4,1303,,,,,
1283C1650,474.9,1007,,,,,
1283C1660,311.8,1606,,,,,
1283C1670,410.4,1620,,,,,
1283C1680,439.6,627,,,,,
1283C1690,353.8,1592,,,,,
1283C1700,329.8,1266,,,,,
1284A0010,348.9,1277,,,,,
1284A0020,359.5,1223,,,,,
1284A0030,300.8,677,,,,,
1284B2010,369.9,718,,,,,
1284B2020,369,986,,,,,
1284C1010,368.7,1038,,,,,
1284C1020,389.1,1756,,,,,
1284C1030,403,1068,,,,,
1284C1040,384.2,822,,,,,
1284C1050,412.2,1158,,,,,
1284C1060,298.3,1789,,,,,
1284C1070,311.6,1685,,,,,
1284C1080,304.2,1472,,,,,
1284C1090,295.5,1708,,,,,
1284C1100,283.3,1491,,,,,
1284C1110,337.6,1074,,,,,
1284C1120,357.2,1437,,,,,
1285A0010,341.9,1609,,,,,
1285A0020,377.2,592,,,,,
1285A0030,371.5,590,,,,,
1285A0040,355.4,1083,,,,,
1285A0050,347.8,905,,,,,
1285A0060,377.2,819,,,,,
1285A0070,312.8,768,,,,,
1285B2010,309.4,1308,,,,,
1285B3010,322.9,968,,,,,
1285B4010,378,960,,,,,
1285B5010,392.6,767,,,,,
1285C1010,272.1,1956,,,,,
1285C1020,318,1614,,,,,
1285C1030,294.4,1592,,,,,
1285C1040,375.7,1556,,,,,
1285C1050,251.2,1334,,,,,
1285C1060,308.6,1675,,,,,
1285C1070,349.8,1630,,,,,
1285C1080,299.4,2182,,,,,
1285C1090,277.1,1654,,,,,
1286A0010,293.2,950,,,,,
1286A0020,300.4,1043,,,,,
1286A0030,372.2,1321,,,,,
1286A0040,342.7,815,,,,,
1286A0050,350.8,760,,,,,
1286A0060,353,613,,,,,
1286B2010,371.3,1267,,,,,
1286B2020,335.3,904,,,,,
1286C1010,288.8,1594,,,,,
1286C1020,277.7,1523,,,,,
1286C1030,303.7,1411,,,,,
1286C1040,336.7,2633,,,,,
1286C1050,350.1,1181,,,,,
1286C1060,292.8,1872,,,,,
1286C1070,334,1781,,,,,
1286C1080,292.4,2095,,,,,
1286C1090,333.2,1226,,,,,
1286C1100,417.1,563,,,,,
1286C1110,329.6,1417,,,,,
1287A0010,359.6,1177,,,,,
1287A0020,348,1213,,,,,
1287A0030,358,949,,,,,
1287A0040,356.7,1134,,,,,
1287A0050,361.8,991,,,,,
1287B2010,320,1035,,,,,
1287B2020,323.2,1404,,,,,
1287B3010,327.1,1524,,,,,
1287C1010,383.6,1734,,,,,
1287C1020,392.9,1196,,,,,
1287C1030,261.8,1344,,,,,
1287C1040,277.4,1044,,,,,
1287C1050,258.5,1428,,,,,
1287C1060,281.7,1850,,,,,
1287C1070,290.6,1565,,,,,
1287C1080,244.6,1256,,,,,
1287C1090,377.5,1347,,,,,
1287C1100,275.1,2049,,,,,
1287C1110,296.2,1101,,,,,
1287C1120,297.2,1305,,,,,
1287C1130,303.8,974,,,,,
1287C1140,270.8,865,,,,,
1287C1150,305.3,978,,,,,
1287C1160,344.8,1548,,,,,
1287C1170,362.1,1708,,,,,
1287C1180,340.9,1540,,,,,
1287C1190,421.2,1010,,,,,
1290A0010,321,789,,,,,
1290A0020,315.1,1257,,,,,
1290A0030,297.2,1230,,,,,
1290A0040,342.3,1508,,,,,
1290A0050,296,1433,,,,,
1290A0060,352,713,,,,,
1290A0070,327.2,796,,,,,
1290A0080,342.5,1737,,,,,
1290A0090,360.5,1387,,,,,
1290A0100,349.3,769,,,,,
1290A0110,312.6,1768,,,,,
1290B2010,383.6,2110,,,,,
1290B2020,297.9,1032,,,,,
1290B2030,312.8,1573,,,,,
1290B2040,381.1,1437,,,,,
1290B2050,376.6,1772,,,,,
1290B2060,366,1258,,,,,
1290B3010,304.4,1589,,,,,
1290B3020,295.3,1109,,,,,
1290B4010,330.2,1439,,,,,
1290B5010,329.8,1252,,,,,
1290B6010,326.1,1081,,,,,
1290B7010,305.9,1100,,,,,
1290B8010,413.4,729,,,,,
1290C1010,331.8,757,,,,,
1290C1020,348.9,1757,,,,,
1290C1030,377,1299,,,,,
1290C1040,356.6,879,,,,,
1290C1050,356.2,1835,,,,,
1290C1060,367.9,1178,,,,,
1290C1070,275.1,1833,,,,,
1290C1080,270.6,1511,,,,,
1290C1090,276.5,1440,,,,,
1290C1100,312.1,1668,,,,,
1290C1110,344.6,1604,,,,,
1290C1120,271.2,1882,,,,,
1290C1130,317.1,1553,,,,,
1290C1140,253.6,1543,,,,,
1290C1150,346.3,1468,,,,,
1290C1160,199.3,1844,,,,,
1290C1170,253.3,1448,,,,,
1290C1180,329.9,2201,,,,,
1290C1190,223.4,1580,,,,,
1290C1200,273.7,1205,,,,,
1290C1210,341.1,1311,,,,,
1290C1220,145,1482,,,,,
1290C1230,145.8,1672,,,,,
1291A0010,326,1055,,,,,
1291A0020,330.1,663,,,,,
1291A0030,327.1,912,,,,,
1291A0040,304.9,1053,,,,,
1291A0050,291,902,,,,,
1291A0060,291.1,846,,,,,
1291A0070,283.2,959,,,,,
1291B2010,295.7,856,,,,,
1291B3010,280,760,,,,,
1291B4010,292,848,,,,,
1291B5010,260.1,735,,,,,
1291C1010,320.5,934,,,,,
1291C1020,263.9,1903,,,,,
1291C1030,261,1434,,,,,
1291C1040,283.1,1756,,,,,
1292A0010,351,641,,,,,
1292A0020,351.6,986,,,,,
1292A0030,327.6,1792,,,,,
1292A0040,360.5,1370,,,,,
1292B2010,328,1604,,,,,
1292B2020,317.9,1333,,,,,
1292B3010,330.7,756,,,,,
1292B3020,362,696,,,,,
1292B4010,336.3,1055,,,,,
1292C1010,387.3,1529,,,,,
1292C1020,355.6,1751,,,,,
1292C1030,259.1,1717,,,,,
1292C1040,340.7,1864,,,,,
1292C1050,304.8,1448,,,,,
1292C1060,305.5,1832,,,,,
1292C1070,304,1479,,,,,
1292C1080,274.4,1691,,,,,
1292C1090,271.6,1218,,,,,
1292C1100,380.9,1588,,,,,
1292C1110,351.4,1692,,,,,
1292C1120,389.2,1379,,,,,
1292C1130,410.5,1168,,,,,
1292C1140,434.9,1473,,,,,
1292C1150,339,1799,,,,,
1293A0010,309.1,1197,,,,,
1293A0020,299.3,1308,,,,,
1293A0030,354.5,1126,,,,,
1293A0040,298.7,1042,,,,,
1293A0050,312.8,999,,,,,
1293A0060,310.9,1004,,,,,
1293A0070,314.1,709,,,,,
1293A0080,282.6,970,,,,,
1293B2010,254.9,1158,,,,,
1293B2020,312.6,1289,,,,,
1293B2030,269.5,1248,,,,,
1293B3010,347.2,821,,,,,
1293B3020,310.7,1530,,,,,
1293B3030,293.5,916,,,,,
1293B4010,261.2,1025,,,,,
1293B4020,288.2,1189,,,,,
1293B5010,259.4,1437,,,,,
1293B6010,272.3,1443,,,,,
1293B7010,259.7,1347,,,,,
1293B8010,366.6,841,,,,,
1293C1010,320.1,1507,,,,,
1293C1020,344.8,1064,,,,,
1293C1030,272.6,986,,,,,
1293C1040,242.9,1536,,,,,
1293C1050,271.2,1715,,,,,
1293C1060,237.8,1325,,,,,
1293C1070,364.5,1608,,,,,
1293C1080,352.6,1033,,,,,
1293C1090,325.3,1532,,,,,
1293C1100,214.1,1200,,,,,
1293C1110,353.9,1061,,,,,
1293C1120,292.3,1761,,,,,
1293C1130,323.9,1234,,,,,
1315A0010,319.3,885,,,,,
1315A0020,317.5,1016,,,,,
1315A0030,291.1,961,,,,,
1315A0040,320.1,1015,,,,,
1315B2010,281.5,1004,,,,,
1315C1010,288.2,1741,,,,,
1315C1020,302.1,1147,,,,,
1380A0010,349,1272,,,,,
1380A0020,359,1432,,,,,
1380A0030,382.9,1247,,,,,
1380A0040,330.8,1107,,,,,
1380A0050,348.5,925,,,,,
1380A0060,353.9,887,,,,,
1380A0070,326.3,949,,,,,
1380B2010,350.2,1706,,,,,
1380B2020,316.6,1236,,,,,
1380B2030,302.4,1780,,,,,
1380B3010,316.4,1542,,,,,
1380B4010,351.2,1241,,,,,
1380C1010,368.6,932,,,,,
1380C1020,361.7,1224,,,,,
1380C1030,306.9,1090,,,,,
1380C1040,395,1332,,,,,
1380C1050,333.8,1491,,,,,
1380C1060,416.7,1282,,,,,
1380C1070,235.2,1327,,,,,
1380C1080,194.3,1859,,,,,
1380C1090,275.6,1611,,,,,
1380C1100,330.8,1825,,,,,
1380C1110,316.7,1405,,,,,
1380C1120,358.2,1688,,,,,
1380C1130,210,1232,,,,,
1380C1140,380,1594,,,,,
1380C1150,375.6,986,,,,,
1380C1160,269.4,1816,,,,,
1380C1170,279.3,1199,,,,,
1380C1180,382.3,1822,,,,,
1380C1190,277.5,1548,,,,,
1380C1200,190.7,1143,,,,,
1380C1210,273.6,1203,,,,,
1380C1220,275,1448,,,,,
1380C1230,334.6,1563,,,,,
1380C1240,274.9,1250,,,,,
1380C1250,362.9,1533,,,,,
1380C1260,412.1,1398,,,,,
1380C1270,319.1,1420,,,,,
1380C1280,305.2,2139,,,,,
1380C1290,259.5,1986,,,,,
1380C1300,299.6,1607,,,,,
1380C1310,363,1500,,,,,
1380C1320,219.2,1843,,,,,
1380C1330,312.3,1560,,,,,
1380C1340,347.1,1713,,,,,
1380C1350,348.7,1259,,,,,
1380C1360,376.6,1471,,,,,
1380C1370,265.4,1678,,,,,
1380C1380,370.7,1788,,,,,
1380C1390,402.9,1238,,,,,
1380C1400,358.6,1289,,,,,
1380C1410,377.1,1560,,,,,
1380C1420,375.8,1236,,,,,
1380C1430,364.2,1517,,,,,
1380C1440,399.9,877,,,,,
1381A0010,308.2,958,,,,,
1381A0020,320.7,1179,,,,,
1381A0030,327.8,1039,,,,,
1381A0040,288.4,1213,,,,,
1381A0050,329.6,1375,,,,,
1381A0060,311.9,751,,,,,
1381B2010,350.8,1980,,,,,
1381B2020,342.2,2129,,,,,
1381B3010,301,661,,,,,
1381B3020,310.2,1044,,,,,
1381B4010,268.8,957,,,,,
1381B5010,292.9,906,,,,,
1381C1010,310.8,1822,,,,,
1381C1020,322.1,1567,,,,,
1381C1030,267.3,1953,,,,,
1381C1040,301.5,868,,,,,
1382A0010,336.8,1561,,,,,
1382A0020,320,1253,,,,,
1382A0030,315.5,1753,,,,,
1382A0040,333.9,881,,,,,
1382A0050,315.9,1236,,,,,
1382A0060,310.1,849,,,,,
1382A0070,269.5,982,,,,,
1382A0080,281.6,1176,,,,,
1382A0090,286.5,1053,,,,,
1382B2010,319.3,1117,,,,,
1382B3010,283.6,877,,,,,
1382C1010,308.8,1426,,,,,
1382C1020,393,2206,,,,,
1382C1030,308.7,1927,,,,,
1382C1040,288.7,1229,,,,,
1382C1050,347.5,984,,,,,
1382C1060,315.4,1673,,,,,
1382C1070,276.5,2251,,,,,
1382C1080,337.1,858,,,,,
1382C1090,344.2,1249,,,,,
1382C1100,299.3,1651,,,,,
1382C1110,335.6,634,,,,,
1382C1120,257.6,1715,,,,,
1382C1130,316.2,1069,,,,,
1382C1140,281.3,1209,,,,,
1382C1150,344.2,2468,,,,,
1382C1160,318.1,716,,,,,
1383A0010,350.4,986,,,,,
1383A0020,343.4,1207,,,,,
1383A0030,358.5,1636,,,,,
1383A0040,327.2,832,,,,,
1383A0050,344.5,1149,,,,,
1383A0060,334.3,823,,,,,
1383A0070,357,1496,,,,,
1383A0080,299.4,1181,,,,,
1383A0090,339.5,1333,,,,,
1383B2010,324.1,1393,,,,,
1383B2020,331.5,946,,,,,
1383B3010,345.1,741,,,,,
1383B3020,287.1,1149,,,,,
1383B4010,335.9,1594,,,,,
1383B5010,334.7,1791,,,,,
1383B6010,379.1,894,,,,,
1383B6020,362.7,725,,,,,
1383C1010,369.8,1078,,,,,
1383C1020,380.7,1428,,,,,
1383C1030,384.5,783,,,,,
1383C1040,283.1,1203,,,,,
1383C1050,341.6,2161,,,,,
1383C1060,272.5,1760,,,,,
1383C1070,410,1258,,,,,
1383C1080,352.7,1614,,,,,
1383C1090,313.1,1677,,,,,
1383C1100,365,1705,,,,,
1383C1110,314.8,1769,,,,,
1383C1120,321.6,2315,,,,,
1383C1130,357.3,1504,,,,,
1383C1140,407.1,868,,,,,
1383C1150,345,2214,,,,,
1383C1160,329.3,1797,,,,,
1383C1170,285.3,1625,,,,,
1383C1180,318.1,1577,,,,,
1383C1190,396.7,2156,,,,,
1383C1200,397.8,1543,,,,,
1384A0010,368.8,919,,,,,
1384A0020,353.6,1483,,,,,
1384A0030,379.4,1266,,,,,
1384A0040,361.2,1537,,,,,
1384A0050,381.4,1025,,,,,
1384B2010,373.4,1431,,,,,
1384B2020,360,815,,,,,
1384B2030,405.1,1705,,,,,
1384B2040,354.8,1685,,,,,
1384B2050,421.8,1556,,,,,
1384B3010,392.5,1001,,,,,
1384B3020,348.5,1624,,,,,
1384C1010,417.7,1640,,,,,
1384C1020,428.4,1781,,,,,
1384C1030,429.5,1381,,,,,
1384C1040,418.7,1491,,,,,
1384C1050,410.3,1766,,,,,
1384C1060,432.6,1497,,,,,
1384C1070,454.5,1772,,,,,
1384C1080,422.4,1414,,,,,
1384C1090,385.9,1164,,,,,
1384C1100,361.7,1376,,,,,
1384C1110,385,2047,,,,,
1384C1120,398.3,1425,,,,,
1384C1130,319.7,1092,,,,,
1384C1140,339,1482,,,,,
1384C1150,353.1,1255,,,,,
1384C1160,441.3,1321,,,,,
1384C1170,357.3,1092,,,,,
1384C1180,363.5,1485,,,,,
1384C1190,337.7,1183,,,,,
1384C1200,419.3,1133,,,,,
1384C1210,299,1613,,,,,
1384C1220,362.1,1656,,,,,
1384C1230,390.1,1130,,,,,
1384C1240,436.2,1391,,,,,
1384C1250,399.7,2319,,,,,
1384C1260,420,1723,,,,,
1384C1270,449.3,1531,,,,,
1384C1280,404.9,1324,,,,,
1384C1290,529.8,1641,,,,,
1384C1300,416.5,699,,,,,
1384C1310,419.3,1412,,,,,
1384C1320,494.5,1457,,,,,
1401A0010,375.5,1715,,,,,
1401A0020,350.8,1249,,,,,
1401B2010,363.9,1215,,,,,
1401B2020,393.6,966,,,,,
1401B3010,355.6,1340,,,,,
1401C1010,445.4,1334,,,,,
1401C1020,458.4,1202,,,,,
1401C1030,540.5,1015,,,,,
1401C1040,447.7,1588,,,,,
1401C1050,484.8,1442,,,,,
1401C1060,368.1,1335,,,,,
1401C1070,384,1083,,,,,
1401C1080,409.8,1786,,,,,
1401C1090,319.7,1502,,,,,
1401C1100,300.3,1631,,,,,
1401C1110,412.8,1119,,,,,
1401C1120,356.5,1315,,,,,
1401C1130,464.6,1470,,,,,
1401C1140,443.1,1415,,,,,
1401C1150,422.3,1634,,,,,
1401C1160,381.5,928,,,,,
1402C1010,523.7,1790,,,,,
1402C1020,441.4,1771,,,,,
1402C1030,446.3,1513,,,,,
1402C1040,380.9,1636,,,,,
1402C1050,330.4,1864,,,,,
1402C1060,361.8,1606,,,,,
1402C1070,397.9,1240,,,,,
1402C1080,346.9,1218,,,,,
1402C1090,396,1326,,,,,
1402C1100,453.3,1637,,,,,
1402C1110,436.2,1658,,,,,
1402C1120,281.2,1266,,,,,
1402C1130,380.6,1569,,,,,
1402C1140,308.9,1584,,,,,
1402C1150,325.4,1972,,,,,
1402C1160,379.2,1904,,,,,
1402C1170,356.6,1638,,,,,
1402C1180,386.4,1576,,,,,
1407A0010,370.1,720,,,,,
1407A0020,318.3,1372,,,,,
1407A0030,343.1,1083,,,,,
1407C1010,364.4,1195,,,,,
1407C1020,380.8,1468,,,,,
1407C1030,343.5,1282,,,,,
1407C1040,357.8,1422,,,,,
1407C1050,391.4,1360,,,,,
1415A0010,375.9,996,,,,,
1415A0020,352.1,1737,,,,,
1415A0030,373.8,1048,,,,,
1415C1010,400.1,1523,,,,,
1415C1020,423.5,1496,,,,,
1415C1030,444.9,1425,,,,,
1415C1040,412.3,1278,,,,,
1415C1050,464.4,1093,,,,,
1415C1060,405.8,925,,,,,
1415C1070,269.2,1610,,,,,
1415C1080,400.3,1107,,,,,
1415C1090,354.6,1518,,,,,
1415C1100,344.8,2006,,,,,
1415C1110,303.8,1640,,,,,
1415C1120,399.3,1272,,,,,
1419A0010,364,1175,,,,,
1419A0020,323.4,1012,,,,,
1419A0030,368.9,1227,,,,,
1419B2010,372.2,1605,,,,,
1419B2020,386.5,1159,,,,,
1419B3010,337.5,1211,,,,,
1419C1010,344.6,1526,,,,,
1419C1020,360.1,849,,,,,
1419C1030,364.3,1544,,,,,
1419C1040,331.4,1406,,,,,
1421A0010,339.7,1067,,,,,
1421A0020,295.7,973,,,,,
1421A0030,324.5,923,,,,,
1421A0040,329.2,774,,,,,
1421A0050,315.3,971,,,,,
1421A0060,321.5,1057,,,,,
1421B2010,327,1708,,,,,
1421B3010,299.1,945,,,,,
1421B4010,330.6,834,,,,,
1421B5010,338.2,1139,,,,,
1421C1010,280.9,913,,,,,
1421C1020,318.7,1076,,,,,
1427A0010,337.5,1287,,,,,
1427A0020,351,1127,,,,,
1427A0030,333.8,1286,,,,,
1427B2010,316.1,2181,,,,,
1427C1010,331.7,1786,,,,,
1430A0010,333.2,1385,,,,,
1430A0020,302.7,1124,,,,,
1430A0030,306.8,1182,,,,,
1430A0040,284.1,1164,,,,,
1430C1010,285.6,2012,,,,,
1430C1020,341.7,1262,,,,,
1435A0010,304.4,1517,,,,,
1435A0020,319.2,1258,,,,,
1435A0030,323,1547,,,,,
1435A0040,317.2,1553,,,,,
1435A0050,320.5,1194,,,,,
1435B2010,341.6,1698,,,,,
1435C1010,268.6,1530,,,,,
1438A0010,298.6,1315,,,,,
1438C1010,314.8,657,,,,,
1438C1020,275.4,1669,,,,,
1439A0010,292.3,1374,,,,,
1439A0020,300,1613,,,,,
1439C1010,291.9,1084,,,,,
1439C1020,294.3,1014,,,,,
1440A0010,362.6,1752,,,,,
1440A0020,361.8,1426,,,,,
1440B2010,353.5,1249,,,,,
1440B2020,338,1296,,,,,
1440B2030,364.5,1383,,,,,
1440B2040,354.4,1129,,,,,
1440B3010,365.3,730,,,,,
1440C1010,389.4,1457,,,,,
1440C1020,404.7,1029,,,,,
1440C1030,285.4,1657,,,,,
1440C1040,371.5,1077,,,,,
1440C1050,341.6,1668,,,,,
1440C1060,354.6,1541,,,,,
1440C1070,405.7,1691,,,,,
1440C1080,370.4,1546,,,,,
1440C1090,362.8,1198,,,,,
1440C1100,349.5,1707,,,,,
1441A0010,374.8,1946,,,,,
1441B2010,393.9,1785,,,,,
1441B2020,370.8,887,,,,,
1441B2030,310,1849,,,,,
1441B2040,385.3,1462,,,,,
1441B3010,386.3,725,,,,,
1441B4010,328.6,807,,,,,
1441C1010,414.1,1148,,,,,
1441C1020,375.2,1212,,,,,
1441C1030,501.5,1512,,,,,
1441C1040,423.9,1376,,,,,
1441C1050,415,1378,,,,,
1441C1060,307.2,1095,,,,,
1441C1070,464.6,1198,,,,,
1441C1080,378.6,1420,,,,,
1441C1090,448.6,1448,,,,,
1441C1100,403.9,795,,,,,
1441C1110,403.9,1548,,,,,
1441C1120,356,1603,,,,,
1441C1130,401.2,682,,,,,
1441C1140,384.1,1265,,,,,
1441C1150,366.6,1242,,,,,
1441C1160,417.5,1154,,,,,
1441C1170,371.3,1282,,,,,
1442A0010,349.6,1603,,,,,
1442A0020,348,1114,,,,,
1442A0030,353.4,1720,,,,,
1442C1010,345.5,844,,,,,
1442C1020,306.5,1432,,,,,
1442C1030,269.1,1541,,,,,
1442C1040,371.9,876,,,,,
1443A0010,348.6,718,,,,,
1443A0020,380.1,1297,,,,,
1443A0030,337.1,915,,,,,
1443B2010,350.5,749,,,,,
1443C1010,334.6,1566,,,,,
1443C1020,376.5,1937,,,,,
1444A0010,335.7,947,,,,,
1444A0020,318.8,1031,,,,,
1444C1010,332.5,1230,,,,,
1444C1020,296.9,1236,,,,,
1445A0010,326.7,1618,,,,,
1445A0020,317.9,1191,,,,,
1445C1010,266.7,1581,,,,,
1446A0010,320.9,877,,,,,
1446A0020,296.8,768,,,,,
1446B2010,324.1,846,,,,,
1446C1010,308.7,1744,,,,,
1446C1020,320.5,1401,,,,,
1447A0010,307.7,691,,,,,
1447A0020,296.7,1137,,,,,
1447B2010,259.1,1298,,,,,
1447C1010,267.3,1009,,,,,
1452A0010,339.2,731,,,,,
1452A0020,353.9,1327,,,,,
1452A0030,320.7,953,,,,,
1452A0040,328,1376,,,,,
1452B2010,322.9,1333,,,,,
1452B3010,326.9,845,,,,,
1452C1010,276.8,898,,,,,
1452C1020,325.4,923,,,,,
1452C1030,365.9,763,,,,,
1460A0010,288.7,1395,,,,,
1460A0020,302.3,1573,,,,,
1460B2010,261,1109,,,,,
1460B3010,254,814,,,,,
1460C1010,258.9,1147,,,,,
1460C1020,321.3,1320,,,,,
1461A0010,318.2,1190,,,,,
1461A0020,298.3,1537,,,,,
1461A0030,280.8,1293,,,,,
1461C1010,303.8,1433,,,,,
1461C1020,236.7,1710,,,,,
1462A0010,345.3,1012,,,,,
1462A0020,342.8,1577,,,,,
1462A0030,348.4,1669,,,,,
1462B2010,337.7,1418,,,,,
1462C1010,338.2,918,,,,,
1462C1020,303.8,1838,,,,,
1462C1030,316.1,1337,,,,,
1462C1040,290,1088,,,,,
1463A0010,325.2,1012,,,,,
1463A0020,313,1709,,,,,
1463A0030,319.2,1614,,,,,
1463A0040,330.7,1390,,,,,
1463A0050,326.3,1450,,,,,
1463A0060,360.2,811,,,,,
1463A0070,359.7,1409,,,,,
1463A0080,367.2,1251,,,,,
1463B2010,332.6,784,,,,,
1463B2020,285.3,1050,,,,,
1463B3010,349.4,1161,,,,,
1463B4010,299.1,1017,,,,,
1463C1010,344.5,1518,,,,,
1463C1020,280.4,1238,,,,,
1463C1030,240.7,1534,,,,,
1463C1040,327.6,1557,,,,,
1463C1050,339.1,1433,,,,,
1463C1060,371.6,570,,,,,
1463C1070,363.2,760,,,,,
1463C1080,293.4,1263,,,,,
1463C1090,243.5,1205,,,,,
1463C1100,347.3,1068,,,,,
1465A0010,283.2,1190,,,,,
1465A0020,290.6,2114,,,,,
1465A0030,328.9,1315,,,,,
1465A0040,341.4,880,,,,,
1465C1010,290,1689,,,,,
1465C1020,300.2,1122,,,,,
1466A0010,331.7,664,,,,,
1466A0020,319.3,1102,,,,,
1466A0030,304,678,,,,,
1466A0040,335.6,680,,,,,
1466B2010,301.3,997,,,,,
1466C1010,335,1351,,,,,
1466C1020,280.9,1901,,,,,
1470A0010,328.4,858,,,,,
1470A0020,317.4,1069,,,,,
1470A0030,315.9,1282,,,,,
1470A0040,325.6,662,,,,,
1470A0050,314.7,1563,,,,,
1470A0060,314.9,1404,,,,,
1470B2010,274.8,1045,,,,,
1470B3010,302.2,776,,,,,
1470C1010,272.2,1850,,,,,
1470C1020,314.7,1925,,,,,
1471A0010,339.5,818,,,,,
1471A0020,347.5,854,,,,,
1471A0030,330.1,811,,,,,
1471A0040,315.1,1690,,,,,
1471B2010,368.6,1461,,,,,
1471B3010,332.1,689,,,,,
1471C1010,274.8,1260,,,,,
1471C1020,350.7,1045,,,,,
1471C1030,260.3,763,,,,,
1471C1040,313.5,897,,,,,
1472A0010,348.5,2010,,,,,
1472C1010,339.6,1159,,,,,
1472C1020,294.9,1239,,,,,
1472C1030,285.5,1753,,,,,
1472C1040,290,1282,,,,,
1472C1050,234.7,1308,,,,,
1473A0010,299.3,1571,,,,,
1473A0020,320,954,,,,,
1473A0030,247.5,925,,,,,
1473C1010,232.8,1540,,,,,
1473C1020,333.5,1158,,,,,
1473C1030,275.6,1042,,,,,
1480A0010,355.8,1453,,,,,
1480A0020,351.4,1005,,,,,
1480A0030,400.7,1937,,,,,
1480A0040,361.6,774,,,,,
1480A0050,388.3,763,,,,,
1480B2010,357,1161,,,,,
1480C1010,491.2,1993,,,,,
1480C1020,474.8,1564,,,,,
1480C1030,429.4,2489,,,,,
1480C1040,439,1114,,,,,
1480C1050,519.8,1346,,,,,
1480C1060,442.2,1679,,,,,
1480C1070,516.5,1385,,,,,
1480C1080,483.3,1053,,,,,
1480C1090,491.6,1368,,,,,
1480C1100,467.4,1579,,,,,
1480C1110,419.5,1338,,,,,
1480C1120,440.7,1870,,,,,
1480C1130,466.9,1138,,,,,
1480C1140,466.8,1359,,,,,
1480C1150,383.9,1162,,,,,
1480C1160,390.5,2197,,,,,
1480C1170,318,1010,,,,,
1480C1180,385.1,1422,,,,,
1480C1190,344.9,1384,,,,,
1480C1200,431.8,1438,,,,,
1480C1210,289.1,1363,,,,,
1480C1220,287.9,1493,,,,,
1480C1230,241.4,1492,,,,,
1480C1240,280.5,1566,,,,,
1480C1250,264.3,1717,,,,,
1480C1260,413.1,1150,,,,,
1480C1270,268,1328,,,,,
1480C1280,234.5,1639,,,,,
1480C1290,426,1745,,,,,
1480C1300,240.3,954,,,,,
1480C1310,310.8,2012,,,,,
1480C1320,317.9,1627,,,,,
1480C1330,343,1872,,,,,
1480C1340,303.9,1487,,,,,
1480C1350,221.5,1607,,,,,
1480C1360,329,1318,,,,,
1480C1370,271.8,1161,,,,,
1480C1380,320.1,1990,,,,,
1480C1390,474,1316,,,,,
1480C1400,323.4,1135,,,,,
1480C1410,420.2,1395,,,,,
1480C1420,341.1,2609,,,,,
1480C1430,357.1,1245,,,,,
1480C1440,484.7,1615,,,,,
