deso,Median income tkr,Antal personer totalt,,,,,
0381C1060,290.3,1588,,,,,
0381C1070,262.9,1482,,,,,
0381C1080,342.3,1709,,,,,
0381C1090,308.3,1662,,,,,
0381C1100,261.4,1395,,,,,
0381C1110,297.6,1387,,,,,
0381C1120,249.9,1629,,,,,
0382A0010,318.6,1438,,,,,
0382A0020,320.9,1152,,,,,
0382A0030,333,882,,,,,
0382A0040,314.3,1173,,,,,
0382A0050,293.6,1312,,,,,
0382B2010,330.1,768,,,,,
0382B2020,288.2,1393,,,,,
0382B3010,348.4,1177,,,,,
0382B3020,319,831,,,,,
0382B4010,327.6,1009,,,,,
0382B4020,303.2,1050,,,,,
0382B5010,321.5,1333,,,,,
0382C1010,318.7,1621,,,,,
0382C1020,357.4,1091,,,,,
0382C1030,295.8,1283,,,,,
0428A0010,282,966,,,,,
0428A0020,342.9,1002,,,,,
0428A0030,312.3,1497,,,,,
0428C1010,322.1,694,,,,,
0428C1020,214.4,1083,,,,,
0428C1030,278.9,1675,,,,,
0461A0010,353.4,784,,,,,
0461A0020,305.8,1092,,,,,
0461A0030,285.2,720,,,,,
0461A0040,324.1,1318,,,,,
0461C1010,261.3,1651,,,,,
0461C1020,337.1,1294,,,,,
0461C1030,356.8,650,,,,,
0461C1040,361.9,1266,,,,,
0480A0010,337.3,655,,,,,
0480A0020,325.3,919,,,,,
0480A0030,396.3,1087,,,,,
0480A0040,336.3,1013,,,,,
0480A0050,362.3,968,,,,,
0480A0060,331.9,828,,,,,
0480A0070,326.7,1769,,,,,
0480A0080,327.6,1481,,,,,
0480A0090,332.8,1109,,,,,
0480B2010,374,803,,,,,
0480B2020,371.3,915,,,,,
0480B3010,366.9,1367,,,,,
0480B4010,276.4,795,,,,,
0480C1010,331.4,2383,,,,,
0480C1020,371.3,997,,,,,
0480C1030,336,987,,,,,
0480C1040,314.7,1960,,,,,
0480C1050,323.5,1623,,,,,
0480C1060,313,2350,,,,,
0480C1070,325.7,1754,,,,,
0480C1080,324.3,1154,,,,,
0480C1090,378.2,1625,,,,,
0480C1100,320.9,1398,,,,,
0480C1110,331.5,1856,,,,,
0480C1120,291.8,1627,,,,,
0480C1130,314.5,1370,,,,,
0480C1140,306.1,1803,,,,,
0480C1150,232.8,1520,,,,,
0480C1160,194.1,1651,,,,,
0480C1170,246.4,777,,,,,
0480C1180,331.1,1462,,,,,
0480C1190,362.6,1920,,,,,
0481C1010,353.9,1595,,,,,
0481C1020,264.6,1560,,,,,
0481C1030,342.8,1308,,,,,
0481C1040,258.9,1434,,,,,
0481C1050,259.2,1155,,,,,
0481C1060,366,1152,,,,,
0481C1070,391.8,1125,,,,,
0482A0010,305.2,1326,,,,,
0482A0020,294.7,1413,,,,,
0482A0030,298,1351,,,,,
0482B2010,271.3,1551,,,,,
0482B3010,249,1250,,,,,
0482C1010,289.5,805,,,,,
0482C1020,216.3,1581,,,,,
0482C1030,260,1011,,,,,
0482C1040,279.4,1491,,,,,
0482C1050,336.6,615,,,,,
0483A0010,311.4,1161,,,,,
0483A0020,356.4,1257,,,,,
0483A0030,367.3,752,,,,,
0483A0040,317.3,1441,,,,,
0483A0050,332.8,1252,,,,,
0483A0060,293,1059,,,,,
0483B2010,312.6,1100,,,,,
0483C1010,374.1,781,,,,,
0483C1020,257.3,1203,,,,,
0483C1030,324.4,1360,,,,,
0483C1040,330.7,1423,,,,,
0483C1050,243.5,1124,,,,,
0483C1060,362.2,1733,,,,,
0483C1070,380.9,739,,,,,
0483C1080,275.3,1779,,,,,
0483C1090,252.7,1199,,,,,
0483C1100,253.8,1377,,,,,
0483C1110,242,1844,,,,,
0483C1120,259.2,1212,,,,,
0483C1130,264,1314,,,,,
0483C1140,299.7,1164,,,,,
0484A0010,336.7,1286,,,,,
0484A0020,332.6,740,,,,,
0484A0030,309.9,1229,,,,,
0484A0040,357.1,994,,,,,
0484A0050,338.1,1711,,,,,
0484A0060,359.2,1875,,,,,
0484A0070,352.9,1111,,,,,
0484B2010,417.9,1083,,,,,
0484B3010,341.3,943,,,,,
0484B4010,382.1,906,,,,,
0484B5010,325.8,698,,,,,
0484C1010,385.6,941,,,,,
0484C1020,384.5,1176,,,,,
0484C1030,389.1,1928,,,,,
0484C1040,340.1,1395,,,,,
0484C1050,191.5,1409,,,,,
0484C1060,306.1,1324,,,,,
0484C1070,222.2,1396,,,,,
0484C1080,170.8,961,,,,,
0484C1090,183.3,1469,,,,,
0484C1100,134.3,830,,,,,
0484C1110,204.1,1523,,,,,
0484C1120,254.9,1122,,,,,
0484C1130,307.1,1446,,,,,
0484C1140,333.9,1221,,,,,
0484C1150,268.9,1177,,,,,
0484C1160,381.9,1465,,,,,
0484C1170,350.6,1321,,,,,
0484C1180,285.3,1370,,,,,
0484C1190,222.6,1090,,,,,
0484C1200,278,1228,,,,,
0484C1210,316.8,1651,,,,,
0484C1220,210.5,1569,,,,,
0484C1230,259.6,851,,,,,
0484C1240,325.2,1339,,,,,
0484C1250,365.8,1142,,,,,
0484C1260,323,1331,,,,,
0484C1270,310.5,1357,,,,,
0484C1280,343.1,1365,,,,,
0484C1290,293.8,1237,,,,,
0484C1300,353.9,1509,,,,,
0484C1310,273.5,1425,,,,,
0484C1320,245.3,1699,,,,,
0484C1330,290.4,1436,,,,,
0484C1340,306.4,2782,,,,,
0484C1350,279.1,1610,,,,,
0484C1360,208.9,1069,,,,,
0484C1370,155.6,839,,,,,
0484C1380,348.9,1351,,,,,
0484C1390,232,1133,,,,,
0484C1400,359.5,1277,,,,,
0484C1410,258.5,1162,,,,,
0484C1420,357.6,1167,,,,,
0484C1430,243.9,1238,,,,,
0484C1440,367.7,1457,,,,,
0484C1450,321.5,1193,,,,,
0484C1460,283.1,1401,,,,,
0484C1470,316.1,1289,,,,,
0484C1480,231.9,1218,,,,,
0484C1490,383.2,2076,,,,,
0484C1500,333.1,2220,,,,,
0486A0010,442.8,1523,,,,,
0486A0020,345.5,594,,,,,
0486A0030,356.1,848,,,,,
0486A0040,365.4,1072,,,,,
0486A0050,350.6,738,,,,,
0486A0060,299,617,,,,,
0486A0070,347.7,1181,,,,,
0486A0080,362.9,1055,,,,,
0486B2010,351.5,1081,,,,,
0486B2020,337.4,1096,,,,,
0486B2030,409.1,1129,,,,,
0486B3010,313.1,1157,,,,,
0486B3020,351.8,1110,,,,,
0486B4010,370.1,993,,,,,
0486B4020,322.9,814,,,,,
0486C1010,357.2,963,,,,,
0486C1020,360.1,1289,,,,,
0486C1030,338,1591,,,,,
0486C1040,285.6,1329,,,,,
0486C1050,337.4,1427,,,,,
0486C1060,266.2,1513,,,,,
0486C1070,337.3,1456,,,,,
0486C1080,318.9,2027,,,,,
0486C1090,351.8,2225,,,,,
0488A0010,358.9,1238,,,,,
0488A0020,375.3,834,,,,,
0488B2010,321.9,1264,,,,,
0488B2020,357.5,949,,,,,
0488B2030,333.7,823,,,,,
0488C1010,351.3,2002,,,,,
0488C1020,352.8,1472,,,,,
0488C1030,377.8,2588,,,,,
0509A0010,305.4,1008,,,,,
0509A0020,322.8,1067,,,,,
0509C1010,291.2,859,,,,,
0509C1020,284.1,1212,,,,,
0512A0010,300.8,1020,,,,,
0512A0020,327.7,1203,,,,,
0512C1010,266.2,680,,,,,
0513A0010,326.6,888,,,,,
0513A0020,279.2,1207,,,,,
0513A0030,348.9,994,,,,,
0513B2010,369.5,783,,,,,
0513B2020,317.6,946,,,,,
0513C1010,305.5,1041,,,,,
0513C1020,237.2,654,,,,,
0513C1030,312.2,1237,,,,,
0560A0010,327.7,1703,,,,,
0560C1010,326.1,1504,,,,,
0560C1020,291.5,1111,,,,,
0561A0010,278,924,,,,,
0561A0020,358,686,,,,,
0561A0030,329.2,718,,,,,
0561B2010,386.4,821,,,,,
0561C1010,268.8,1105,,,,,
0561C1020,285.2,1047,,,,,
0561C1030,354.2,1310,,,,,
0561C1040,287,1143,,,,,
0561C1050,285,1205,,,,,
0562A0010,317.5,768,,,,,
0562A0020,340.6,1072,,,,,
0562A0030,370.4,1256,,,,,
0562A0040,310.1,775,,,,,
0562A0050,306.7,1226,,,,,
0562A0060,298.5,927,,,,,
0562C1010,362.9,1239,,,,,
0562C1020,301.5,1122,,,,,
0562C1030,253.9,1599,,,,,
0562C1040,306.7,1196,,,,,
0562C1050,315.1,1083,,,,,
0562C1060,302.9,1488,,,,,
0562C1070,290.5,1585,,,,,
0562C1080,315.7,1607,,,,,
0563A0010,278.5,756,,,,,
0563A0020,283.7,705,,,,,
0563A0030,309,1463,,,,,
0563B2010,280.4,887,,,,,
0563C1010,249.1,1376,,,,,
0563C1020,286.6,965,,,,,
0580A0010,359.6,1900,,,,,
0580A0020,387.8,1499,,,,,
0580A0030,393.2,1428,,,,,
0580A0040,371.5,586,,,,,
0580A0050,375.5,1391,,,,,
0580A0060,375.7,1346,,,,,
0580A0070,384.2,991,,,,,
0580A0080,384.4,744,,,,,
0580A0090,414.5,1151,,,,,
0580A0100,356,994,,,,,
0580A0110,391.1,843,,,,,
0580A0120,376.8,848,,,,,
0580A0130,349.4,686,,,,,
0580B2010,434.9,992,,,,,
0580B2020,391.5,1239,,,,,
0580B2030,369.6,1290,,,,,
0580B2040,355.1,1195,,,,,
0580B2050,376.3,1557,,,,,
0580B3010,399.3,1205,,,,,
0580B3020,390.9,989,,,,,
0580B4010,385.5,1209,,,,,
0580B4020,390.4,908,,,,,
0580B5010,514.6,1759,,,,,
0580B6010,417.2,809,,,,,
0580B6020,394.4,1521,,,,,
0580C1010,448.6,1506,,,,,
0580C1020,436.5,1441,,,,,
0580C1030,345,960,,,,,
0580C1040,315.5,1116,,,,,
0580C1050,367,1293,,,,,
0580C1060,460.2,710,,,,,
0580C1070,277.5,1203,,,,,
0580C1080,469.7,1101,,,,,
0580C1090,340.1,1204,,,,,
0580C1100,431.9,973,,,,,
0580C1110,377.6,1671,,,,,
0580C1120,361.7,1196,,,,,
0580C1130,319.4,1409,,,,,
0580C1140,439.3,1157,,,,,
0580C1150,292.5,1400,,,,,
0580C1160,281.1,1356,,,,,
0580C1170,304.8,1241,,,,,
0580C1180,384.6,1103,,,,,
0580C1190,240,2564,,,,,
0580C1200,430.1,1150,,,,,
0580C1210,331.5,1213,,,,,
0580C1220,225.1,1304,,,,,
0580C1230,394.5,3347,,,,,
0580C1240,339.3,1268,,,,,
0580C1250,217.1,1333,,,,,
0580C1260,290.6,1135,,,,,
0580C1270,366.9,1030,,,,,
0580C1280,294.5,1152,,,,,
0580C1290,394.6,1465,,,,,
0580C1300,299.5,1439,,,,,
0580C1310,125.9,3315,,,,,
0580C1320,317.9,1433,,,,,
0580C1330,331.5,1303,,,,,
0580C1340,298.5,2107,,,,,
0580C1350,347.6,1344,,,,,
0580C1360,311.3,1157,,,,,
0580C1370,315.4,1554,,,,,
0580C1380,188.4,1586,,,,,
0580C1390,326.2,1057,,,,,
0580C1400,127,1245,,,,,
0580C1410,311.3,1428,,,,,
0580C1420,285.6,2249,,,,,
0580C1430,377.2,1402,,,,,
0580C1440,317.7,1180,,,,,
0580C1450,254,1253,,,,,
0580C1460,36.9,1375,,,,,
0580C1470,345.6,1641,,,,,
0580C1480,298.2,1396,,,,,
0580C1490,305.8,1389,,,,,
0580C1500,289.5,1318,,,,,
0580C1510,213.4,1259,,,,,
0580C1520,324,1400,,,,,
0580C1530,350.9,1126,,,,,
0580C1540,355.2,1322,,,,,
0580C1550,289.9,1353,,,,,
0580C1560,340.7,1528,,,,,
0580C1570,337.4,1404,,,,,
0580C1580,374.2,1511,,,,,
0580C1590,259.4,1386,,,,,
0580C1600,333.6,2713,,,,,
0580C1610,190.3,1442,,,,,
0580C1620,187,1371,,,,,
0580C1630,200.6,1349,,,,,
0580C1640,385.1,1002,,,,,
0580C1650,373.5,1072,,,,,
0580C1660,176.7,1425,,,,,
0580C1670,191.2,1206,,,,,
0580C1680,164.2,1369,,,,,
0580C1690,393.6,1309,,,,,
0581A0010,366,1081,,,,,
0581A0020,298.7,1338,,,,,
0581A0030,350.1,1397,,,,,
0581A0040,396.2,1315,,,,,
0581A0050,361.6,1128,,,,,
0581A0060,393.7,1918,,,,,
0581A0070,334.2,1575,,,,,
0581A0080,387.2,1018,,,,,
0581A0090,326,767,,,,,
0581A0100,357.1,1357,,,,,
0581B2010,406.5,1247,,,,,
0581B2020,350.5,898,,,,,
0581B2030,374.9,996,,,,,
0581B2040,284.1,1413,,,,,
0581B2050,419,678,,,,,
0581B3010,366.5,1233,,,,,
0581B3020,328.5,1330,,,,,
0581B3030,334.5,1791,,,,,
0581B4010,384,877,,,,,
0581B4020,367.6,1546,,,,,
0581B4030,371.8,1356,,,,,
0581B5010,409.4,1140,,,,,
0581B5020,438.1,1546,,,,,
0581C1010,375.3,565,,,,,
0581C1020,254.2,1526,,,,,
0581C1030,222.1,1656,,,,,
0581C1040,405.9,656,,,,,
0581C1050,378.3,1171,,,,,
0581C1060,277.2,1886,,,,,
0581C1070,259.3,1530,,,,,
0581C1080,380.1,1418,,,,,
0581C1090,287,1247,,,,,
0581C1100,189,1077,,,,,
0581C1110,295.2,1054,,,,,
0581C1120,216.4,1282,,,,,
0581C1130,218.3,582,,,,,
0581C1140,327.3,1365,,,,,
0581C1150,262.1,1311,,,,,
0581C1160,200.1,893,,,,,
0581C1170,176.7,1669,,,,,
0581C1180,364.8,833,,,,,
0581C1190,309.1,1569,,,,,
0581C1200,315.7,2052,,,,,
0581C1210,360.9,1384,,,,,
0581C1220,294.9,1579,,,,,
0581C1230,291,1501,,,,,
0581C1240,260.4,1765,,,,,
0581C1250,281.6,1649,,,,,
0581C1260,243.3,2126,,,,,
0581C1270,315.7,1564,,,,,
0581C1280,279.8,1893,,,,,
0581C1290,373.1,1683,,,,,
0581C1300,339.6,1425,,,,,
0581C1310,272,1859,,,,,
0581C1320,274.9,2096,,,,,
0581C1330,339.3,1427,,,,,
0581C1340,250.2,1700,,,,,
0581C1350,297.2,1533,,,,,
0581C1360,344.9,1757,,,,,
0581C1370,338.8,1583,,,,,
0581C1380,296.8,1519,,,,,
0581C1390,299.4,1391,,,,,
0581C1400,321.8,1086,,,,,
0581C1410,254,1519,,,,,
0581C1420,345.5,1558,,,,,
0581C1430,262.1,1777,,,,,
0581C1440,338,1407,,,,,
0581C1450,432.6,1596,,,,,
0581C1460,298.2,1482,,,,,
0581C1470,309.1,1288,,,,,
0581C1480,367,1432,,,,,
0581C1490,338.3,1438,,,,,
0581C1500,278.5,1530,,,,,
0581C1510,303.9,1386,,,,,
0581C1520,296.7,1488,,,,,
0581C1530,411.2,1078,,,,,
0581C1540,359.1,1341,,,,,
0581C1550,435.9,1419,,,,,
0581C1560,336.3,1214,,,,,
0582A0010,323,1840,,,,,
0582A0020,344.6,1386,,,,,
0582A0030,353.2,1255,,,,,
0582B2010,385.2,884,,,,,
0582C1010,301.4,972,,,,,
0582C1020,298.2,1189,,,,,
0582C1030,285.5,1499,,,,,
0582C1040,384,822,,,,,
0582C1050,311.9,1421,,,,,
0583A0010,346.1,1096,,,,,
0583A0020,327.1,778,,,,,
0583A0030,347.4,922,,,,,
0583A0040,347.5,763,,,,,
0583A0050,321.8,1188,,,,,
0583A0060,344.1,876,,,,,
0583A0070,286.6,1379,,,,,
0583B2010,359.9,794,,,,,
0583B2020,347.4,1519,,,,,
0583C1010,348.9,1862,,,,,
0583C1020,242.1,1890,,,,,
0583C1030,308.5,1679,,,,,
0583C1040,320.4,1623,,,,,
0583C1050,287.6,1393,,,,,
0583C1060,316.1,1379,,,,,
0583C1070,225.7,1740,,,,,
0583C1080,303.1,1708,,,,,
0583C1090,249.6,1855,,,,,
0583C1100,336,1579,,,,,
0583C1110,207.1,1899,,,,,
0583C1120,333.8,1682,,,,,
0583C1130,360.9,1514,,,,,
0583C1140,339.8,1596,,,,,
0583C1150,369.3,863,,,,,
0584A0010,324.8,1312,,,,,
0584C1010,341.2,1506,,,,,
0584C1020,293.5,1102,,,,,
0584C1030,270.5,1161,,,,,
0584C1040,303.6,984,,,,,
0586A0010,355.8,955,,,,,
0586A0020,344.5,1232,,,,,
0586A0030,359.5,1208,,,,,
0586A0040,377.5,989,,,,,
0586C1010,289,1110,,,,,
0586C1020,323.8,1134,,,,,
0586C1030,389.4,1368,,,,,
0586C1040,333.4,1041,,,,,
0586C1050,333.5,997,,,,,
0586C1060,283.1,1007,,,,,
0586C1070,284.9,1310,,,,,
0586C1080,314.9,1611,,,,,
0586C1090,276.8,1512,,,,,
0586C2010,380.6,1049,,,,,
0586C2020,335.3,1218,,,,,
0586C2030,384.2,1189,,,,,
0586C3010,276.3,1098,,,,,
0586C3020,312.5,1507,,,,,
0604A0010,326.2,1114,,,,,
0604A0020,343,1324,,,,,
0604C1010,279.9,1750,,,,,
0604C1020,350.4,977,,,,,
0617A0010,350.2,1205,,,,,
0617A0020,336.9,1033,,,,,
0617B2010,336.1,1518,,,,,
0617C1010,339.4,976,,,,,
0617C1020,306.3,1446,,,,,
0617C1030,333.5,914,,,,,
0642A0010,316,1275,,,,,
0642C1010,315.8,1452,,,,,
0642C1020,323.1,1378,,,,,
0642C1030,320.4,1529,,,,,
0643A0010,359.1,1411,,,,,
0643A0020,341.4,1379,,,,,
0643C1010,427,954,,,,,
0643C1020,379.9,1613,,,,,
0643C1030,354.4,1217,,,,,
0643C1040,308.6,1496,,,,,
0643C1050,378.6,1018,,,,,
0662A0010,360.6,750,,,,,
0662A0020,334,1005,,,,,
0662A0030,351.3,1525,,,,,
0662A0040,345.4,1229,,,,,
0662B2010,345.9,1558,,,,,
0662B2020,308.9,826,,,,,
0662B2030,335.7,1031,,,,,
0662B3010,346.3,1040,,,,,
0662B4010,339.2,1018,,,,,
0662B5010,314.5,716,,,,,
0662C1010,336.8,1155,,,,,
0662C1020,360.3,1175,,,,,
0662C1030,317.1,1375,,,,,
0662C1040,355.1,1339,,,,,
0662C1050,325.7,1116,,,,,
0662C1060,346.6,1254,,,,,
0662C1070,320,1265,,,,,
0662C1080,255.7,1300,,,,,
0662C1090,293.5,1372,,,,,
0665A0010,349.5,1293,,,,,
0665A0020,351.7,1056,,,,,
0665A0030,361,1088,,,,,
0665C1010,385.4,1028,,,,,
0665C1020,305.9,1616,,,,,
0665C1030,329,1559,,,,,
0665C2010,299.4,1815,,,,,
0665C2020,349.7,1403,,,,,
0680A0010,366.5,1372,,,,,
0680A0020,352.2,1224,,,,,
0680A0030,377.1,929,,,,,
0680A0040,322.1,994,,,,,
0680A0050,355.3,1807,,,,,
0680A0060,373,1002,,,,,
0680A0070,342.4,1823,,,,,
0680A0080,358.3,1170,,,,,
0680A0090,340.7,1131,,,,,
0680A0100,279.9,595,,,,,
0680B2010,384.2,1153,,,,,
0680B2020,348.8,975,,,,,
0680B3010,357.9,1317,,,,,
0680B3020,372.5,792,,,,,
0680B4010,305,890,,,,,
0680B4020,279.8,1306,,,,,
0680C1010,353.4,950,,,,,
0680C1020,369.6,1298,,,,,
0680C1030,362.2,1096,,,,,
0680C1040,340.1,1710,,,,,
0680C1050,349.1,1894,,,,,
0680C1060,349.3,1568,,,,,
0680C1070,221.9,2213,,,,,
0680C1080,355.9,1552,,,,,
0680C1090,215.8,939,,,,,
0680C1100,203.4,1226,,,,,
0680C1110,347.5,1656,,,,,
0680C1120,354.6,1363,,,,,
0680C1130,369.9,1662,,,,,
0680C1140,298.2,1142,,,,,
0680C1150,354.2,1476,,,,,
0680C1160,407,2228,,,,,
0680C1170,335.5,1218,,,,,
0680C1180,345,2384,,,,,
0680C1190,316.4,1440,,,,,
0680C1200,345.1,2642,,,,,
0680C1210,387,1849,,,,,
0680C1220,288,1292,,,,,
0680C1230,323.8,1258,,,,,
0680C1240,240.4,1602,,,,,
0680C1250,335.4,1569,,,,,
0680C1260,352.4,2123,,,,,
0680C1270,299,1576,,,,,
0680C1280,349.7,1423,,,,,
0680C1290,300.9,1252,,,,,
0680C1300,323.5,1643,,,,,
0680C1310,282,1220,,,,,
0680C1320,311.4,1231,,,,,
0680C1330,317.3,1250,,,,,
0680C1340,297.2,2054,,,,,
0680C1350,361.8,1771,,,,,
0680C1360,322.8,1852,,,,,
0680C1370,310,1353,,,,,
0680C1380,336,1550,,,,,
0680C1390,363.6,1605,,,,,
0680C1400,236.2,1771,,,,,
0680C1410,246,1405,,,,,
0680C1420,319.9,1308,,,,,
0680C1430,262.4,1549,,,,,
0680C1440,310.1,1074,,,,,
0680C1450,236,1904,,,,,
0680C1460,360,1208,,,,,
0680C1470,397.8,1395,,,,,
0680C1480,337.7,2001,,,,,
0680C1490,306.9,1415,,,,,
0680C1500,406.2,1581,,,,,
0680C1510,420.7,1570,,,,,
0680C1520,382,2059,,,,,
0680C1530,372.3,1622,,,,,
0680C1540,425,1557,,,,,
0680C1550,379.5,1563,,,,,
0680C1560,403.9,1804,,,,,
0680C1570,396.6,1289,,,,,
0680C1580,306.4,1775,,,,,
0682A0010,327,698,,,,,
0682A0020,338.1,1369,,,,,
0682A0030,343.1,819,,,,,
0682A0040,327.9,1140,,,,,
0682A0050,347,800,,,,,
0682A0060,329.1,1081,,,,,
0682B2010,344.1,936,,,,,
0682B2020,335.6,697,,,,,
0682B3010,274.2,835,,,,,
0682B3020,265.4,634,,,,,
0682B4010,307.8,808,,,,,
0682C1010,301.7,1291,,,,,
0682C1020,326.5,1181,,,,,
0682C1030,316.2,1441,,,,,
0682C1040,342.7,1754,,,,,
0682C1050,260.9,1873,,,,,
0682C1060,319.8,1631,,,,,
0682C1070,352.1,1661,,,,,
0682C1080,237.9,1413,,,,,
0682C1090,285.8,1695,,,,,
0683A0010,331.4,937,,,,,
0683A0020,352.7,656,,,,,
0683A0030,358.6,1562,,,,,
0683A0040,340.5,1063,,,,,
0683A0050,364.4,1021,,,,,
0683A0060,359,1109,,,,,
0683B2010,289.3,1188,,,,,
0683B3010,336.9,1159,,,,,
0683B4010,342.6,1131,,,,,
0683B5010,333,1002,,,,,
0683C1010,307.9,931,,,,,
0683C1020,337,1173,,,,,
0683C1030,313.3,1344,,,,,
0683C1040,353.6,1217,,,,,
0683C1050,343.8,1644,,,,,
0683C1060,285.7,874,,,,,
0683C1070,384.7,1771,,,,,
0683C1080,311.5,1862,,,,,
0683C1090,315.7,1270,,,,,
0683C1100,380.4,974,,,,,
0683C1110,370.4,794,,,,,
0683C1120,340.8,1699,,,,,
0684A0010,299.7,1443,,,,,
0684A0020,326.5,1209,,,,,
0684B2010,318.7,1138,,,,,
0684B3010,287.6,773,,,,,
0684C1010,308.5,952,,,,,
0684C1020,290.9,1287,,,,,
0684C1030,310.6,1883,,,,,
0685A0010,318.3,1173,,,,,
0685A0020,321.9,956,,,,,
0685A0030,308.6,983,,,,,
0685A0040,337.1,675,,,,,
0685A0050,321.5,914,,,,,
0685A0060,352.8,1494,,,,,
0685A0070,261,850,,,,,
0685B2010,298.1,1220,,,,,
0685B3010,281.7,1077,,,,,
0685B4010,305.7,909,,,,,
0685C1010,384.4,1969,,,,,
0685C1020,329,1426,,,,,
0685C1030,239.9,1106,,,,,
0685C1040,299.2,1466,,,,,
0685C1050,329.1,1591,,,,,
0685C1060,332,1333,,,,,
0685C1070,301.8,1810,,,,,
0686A0010,270,1599,,,,,
0686A0020,339.3,764,,,,,
0686A0030,362.1,1650,,,,,
0686B2010,268.9,1142,,,,,
0686C1010,341.7,1107,,,,,
0686C1020,342.6,1344,,,,,
0686C1030,298.1,1414,,,,,
0686C1040,257.1,1606,,,,,
0686C1050,324.2,1906,,,,,
0686C1060,336,1137,,,,,
0687A0010,351.8,804,,,,,
0687A0020,311.3,843,,,,,
0687A0030,354.2,1152,,,,,
0687C1010,363.6,1343,,,,,
0687C1020,307.2,1602,,,,,
0687C1030,304.7,1685,,,,,
0687C1040,338.9,1653,,,,,
0687C1050,270.7,1261,,,,,
0687C1060,228,1979,,,,,
0687C1070,319.3,1259,,,,,
0687C1080,247.4,752,,,,,
0760A0010,290.8,1957,,,,,
0760A0020,322.9,850,,,,,
0760B2010,316.2,1361,,,,,
0760B3010,317.6,953,,,,,
0760C1010,326,765,,,,,
0760C1020,301,1262,,,,,
0761A0010,285.7,1086,,,,,
0761B2010,299.1,1209,,,,,
0761B2020,333.4,1138,,,,,
0761B3010,258.6,717,,,,,
0761C1010,270.7,974,,,,,
0761C1020,265.5,1124,,,,,
0763A0010,289.4,834,,,,,
0763A0020,301.1,592,,,,,
0763A0030,283.5,1417,,,,,
0763A0040,308.2,1616,,,,,
0763A0050,297.3,1511,,,,,
0763B2010,261.2,1140,,,,,
0763C1010,305.7,1238,,,,,
0763C1020,285.4,1226,,,,,
0764A0010,306.9,860,,,,,
0764A0020,323.3,1158,,,,,
0764A0030,349.4,990,,,,,
0764A0040,351.1,1102,,,,,
0764A0050,333.5,938,,,,,
0764B2010,341.1,663,,,,,
0764B2020,290,1098,,,,,
0764B3010,303.2,1412,,,,,
0764C1010,347.4,1326,,,,,
0764C1020,244.3,1382,,,,,
0764C1030,279.8,1363,,,,,
0764C1040,219,1431,,,,,
0764C1050,361.6,1152,,,,,
0765A0010,321,1031,,,,,
0765A0020,322,1833,,,,,
0765A0030,328.3,1210,,,,,
0765B2010,331.8,1131,,,,,
0765C1010,328.6,1517,,,,,
0765C1020,410.2,1415,,,,,
0765C1030,242.3,1781,,,,,
0765C1040,425.4,1429,,,,,
0765C1050,337.9,1678,,,,,
0767A0010,297.5,1636,,,,,
0767B2010,261.9,1696,,,,,
0767B2020,278.8,548,,,,,
0767C1010,317.9,1750,,,,,
0767C1020,312,1654,,,,,
0767C1030,308,502,,,,,
0780A0010,342.4,832,,,,,
0780A0020,358.7,1210,,,,,
0780A0030,352.2,1626,,,,,
0780A0040,361.5,1425,,,,,
0780A0050,380.7,989,,,,,
0780A0060,343,1483,,,,,
0780A0070,351.9,1422,,,,,
0780A0080,328.3,1237,,,,,
0780B2010,298.6,1033,,,,,
0780B2020,325.1,711,,,,,
0780B3010,309.2,1435,,,,,
0780B4010,260.2,1247,,,,,
0780B5010,289,1219,,,,,
0780B6010,355.7,1140,,,,,
0780C1010,355.5,1652,,,,,
0780C1020,344.9,2497,,,,,
0780C1030,226.5,1118,,,,,
0780C1040,294.7,1300,,,,,
0780C1050,63.5,1335,,,,,
0780C1060,332.4,2125,,,,,
0780C1070,91.2,2493,,,,,
0780C1080,435,1090,,,,,
0780C1090,317.7,1838,,,,,
0780C1100,353,1830,,,,,
0780C1110,324,948,,,,,
0780C1120,371,1476,,,,,
0780C1130,396.6,1040,,,,,
0780C1140,384.4,1235,,,,,
0780C1150,339.4,1515,,,,,
0780C1160,327,1708,,,,,
0780C1170,366.9,1478,,,,,
0780C1180,311.7,1379,,,,,
0780C1190,317.5,1938,,,,,
0780C1200,357.5,2189,,,,,
0780C1210,320,1899,,,,,
0780C1220,322.8,1459,,,,,
0780C1230,186.9,1742,,,,,
0780C1240,204.8,1479,,,,,
0780C1250,279.1,1505,,,,,
0780C1260,377.7,1495,,,,,
0780C1270,381.7,1095,,,,,
0780C1280,212.7,1571,,,,,
0780C1290,391.9,1168,,,,,
0780C1300,333.3,1728,,,,,
0780C1310,408.6,1590,,,,,
0780C1320,381.7,1514,,,,,
0780C1330,411.8,1191,,,,,
0780C1340,352.1,1615,,,,,
0780C1350,384.7,909,,,,,
0780C1360,429.5,1416,,,,,
0781A0010,321.8,1690,,,,,
0781A0020,276.1,1521,,,,,
0781A0030,329.8,1764,,,,,
0781A0040,333,1750,,,,,
0781A0050,322.9,1419,,,,,
0781B2010,295.2,1287,,,,,
0781C1010,333.6,1011,,,,,
0781C1020,270.6,1715,,,,,
0781C1030,313.9,1745,,,,,
0781C1040,337.4,1604,,,,,
0781C1050,387,1577,,,,,
0781C1060,302.1,1730,,,,,
0781C1070,291.6,1867,,,,,
