deso,bilar_i_trafik,,"Personbilar i trafik efter år, region och status"
2281C1170,907,,
2281C1180,643,,
2281C1190,585,,
2281C1200,624,,
2281C1210,829,,
2281C1220,1020,,
2281C1230,779,,
2281C1240,782,,
2281C1250,585,,
2281C1260,668,,
2281C1270,756,,
2281C1280,927,,
2281C1290,897,,
2281C1300,1105,,
2281C1310,1319,,
2281C1320,1004,,
2281C1330,1010,,
2281C1340,594,,
2281C1350,1123,,
2281C1360,816,,
2282A0010,937,,
2282A0020,796,,
2282A0030,1019,,
2282A0040,1066,,
2282A0050,592,,
2282A0060,463,,
2282B2010,506,,
2282B2020,533,,
2282B3010,692,,
2282C1010,798,,
2282C1020,1009,,
2282C1030,822,,
2282C1040,513,,
2283A0010,703,,
2283A0020,557,,
2283A0030,529,,
2283A0040,746,,
2283A0050,822,,
2283A0060,661,,
2283A0070,819,,
2283A0080,732,,
2283B2010,854,,
2283C1010,688,,
2283C1020,575,,
2283C1030,686,,
2283C1040,793,,
2283C1050,813,,
2283C1060,569,,
2284A0010,1142,,
2284A0020,490,,
2284A0030,1157,,
2284A0040,729,,
2284A0050,947,,
2284A0060,939,,
2284A0070,767,,
2284A0080,599,,
2284A0090,715,,
2284A0100,1183,,
2284A0110,1119,,
2284B2010,724,,
2284B2020,1203,,
2284B3010,834,,
2284B4010,598,,
2284C1010,601,,
2284C1020,705,,
2284C1030,834,,
2284C1040,865,,
2284C1050,1177,,
2284C1060,1023,,
2284C1070,658,,
2284C1080,694,,
2284C1090,563,,
2284C1100,910,,
2284C1110,769,,
2284C1120,509,,
2284C1130,890,,
2284C1140,516,,
2284C1150,558,,
2284C1160,1056,,
2284C1170,575,,
2284C1180,669,,
2284C1190,758,,
2284C1200,851,,
2284C1210,712,,
2284C1220,766,,
2303A0010,729,,
2303A0020,815,,
2303A0030,1088,,
2303C1010,578,,
2305A0010,678,,
2305A0020,707,,
2305A0030,806,,
2305A0040,768,,
2305C1010,660,,
2309A0010,893,,
2309A0020,709,,
2309A0030,1111,,
2309A0040,1347,,
2309A0050,996,,
2309B2010,715,,
2309B2020,937,,
2309B3010,669,,
2309C1010,785,,
2309C1020,905,,
2313A0010,1142,,
2313A0020,1280,,
2313A0030,1208,,
2313A0040,449,,
2313B2010,599,,
2313C1010,867,,
2313C1020,619,,
2313C1030,569,,
2321A0010,761,,
2321A0020,1004,,
2321A0030,1111,,
2321A0040,780,,
2321B2010,1064,,
2321B2020,938,,
2321C1010,780,,
2326A0010,675,,
2326A0020,769,,
2326A0030,547,,
2326A0040,708,,
2326A0050,1134,,
2326C1010,470,,
2361A0010,941,,
2361A0020,664,,
2361A0030,1140,,
2361A0040,726,,
2361B2010,635,,
2361B3010,610,,
2361C1010,820,,
2361C1020,669,,
2380A0010,1556,,
2380A0020,1048,,
2380A0030,868,,
2380A0040,1634,,
2380A0050,812,,
2380B2010,587,,
2380C1010,948,,
2380C1020,634,,
2380C1030,826,,
2380C1040,1273,,
2380C1050,1106,,
2380C1060,1066,,
2380C1070,386,,
2380C1080,840,,
2380C1090,663,,
2380C1100,926,,
2380C1110,815,,
2380C1120,874,,
2380C1130,588,,
2380C1140,1053,,
2380C1150,678,,
2380C1160,624,,
2380C1170,617,,
2380C1180,1160,,
2380C1190,616,,
2380C1200,561,,
2380C1210,779,,
2380C1220,463,,
2380C1230,594,,
2380C1240,797,,
2380C1250,609,,
2380C1260,690,,
2380C1270,1019,,
2380C1280,657,,
2380C1290,1012,,
2380C1300,790,,
2380C1310,711,,
2401A0010,1029,,
2401A0020,941,,
2401B2010,805,,
2401C1010,379,,
2401C1020,915,,
2403A0010,909,,
2403C1010,462,,
2404A0010,779,,
2404A0020,994,,
2404C1010,1188,,
2409A0010,1137,,
2409A0020,837,,
2409A0030,976,,
2409C1010,870,,
2417A0010,1285,,
2417C1010,1047,,
2418A0010,727,,
2418C1010,543,,
2418C1020,484,,
2421A0010,1327,,
2421A0020,876,,
2421C1010,605,,
2421C1020,482,,
2422A0010,809,,
2422C1010,603,,
2425A0010,820,,
2425C1010,655,,
2460A0010,1620,,
2460C1010,932,,
2460C1020,525,,
2460C1030,670,,
2460C1040,1032,,
2462A0010,801,,
2462A0020,1355,,
2462C1010,500,,
2462C1020,889,,
2462C1030,319,,
2463A0010,630,,
2463C1010,965,,
2480A0010,1365,,
2480A0020,954,,
2480A0030,1087,,
2480A0040,1273,,
2480A0050,832,,
2480A0060,1453,,
2480A0070,1075,,
2480A0080,1507,,
2480A0090,824,,
2480B2010,1121,,
2480B2020,924,,
2480B2030,1084,,
2480B2040,874,,
2480B3010,765,,
2480B3020,717,,
2480B4010,597,,
2480B4020,714,,
2480B5010,683,,
2480C1010,749,,
2480C1020,786,,
2480C1030,924,,
2480C1040,1136,,
2480C1050,589,,
2480C1060,665,,
2480C1070,384,,
2480C1080,969,,
2480C1090,1063,,
2480C1100,979,,
2480C1110,280,,
2480C1120,357,,
2480C1130,788,,
2480C1140,814,,
2480C1150,649,,
2480C1160,306,,
2480C1170,917,,
2480C1180,596,,
2480C1190,643,,
2480C1200,376,,
2480C1210,599,,
2480C1220,604,,
2480C1230,403,,
2480C1240,297,,
2480C1250,566,,
2480C1260,838,,
2480C1270,447,,
2480C1280,974,,
2480C1290,603,,
2480C1300,811,,
2480C1310,820,,
2480C1320,671,,
2480C1330,637,,
2480C1340,478,,
2480C1350,564,,
2480C1360,562,,
2480C1370,612,,
2480C1380,852,,
2480C1390,415,,
2480C1400,810,,
2480C1410,578,,
2480C1420,481,,
2480C1430,525,,
2480C1440,900,,
2480C1450,851,,
2480C1460,701,,
2480C1470,508,,
2480C1480,441,,
2480C1490,856,,
2480C1500,926,,
2480C1510,770,,
2480C1520,768,,
2481A0010,566,,
2481A0020,1391,,
2481A0030,494,,
2481C1010,635,,
2481C1020,942,,
2481C1030,804,,
2481C1040,1055,,
2481C1050,810,,
2482A0010,550,,
2482A0020,620,,
2482A0030,800,,
2482A0040,833,,
2482A0050,1032,,
2482A0060,1031,,
2482A0070,750,,
2482A0080,943,,
2482A0090,960,,
2482A0100,1194,,
2482A0110,1025,,
2482A0120,746,,
2482B2010,512,,
2482B2020,695,,
2482B2030,491,,
2482B3010,577,,
2482B3020,733,,
2482B4010,828,,
2482B5010,758,,
2482B6010,774,,
2482C1010,725,,
2482C1020,877,,
2482C1030,724,,
2482C1040,653,,
2482C1050,686,,
2482C1060,1231,,
2482C1070,617,,
2482C1080,749,,
2482C1090,703,,
2482C1100,722,,
2482C1110,702,,
2482C1120,920,,
2482C1130,565,,
2482C1140,737,,
2482C1150,674,,
2482C1160,559,,
2482C1170,616,,
2482C1180,805,,
2482C1190,679,,
2482C1200,878,,
2482C1210,723,,
2482C1220,489,,
2482C1230,633,,
2482C1240,719,,
2482C1250,634,,
2482C1260,634,,
2482C1270,761,,
2482C1280,834,,
2482C1290,878,,
2482C1300,599,,
2505A0010,1155,,
2505C1010,661,,
2505C1020,847,,
2505C1030,689,,
2506A0010,669,,
2506C1010,926,,
2510A0010,551,,
2510A0020,717,,
2510C1010,530,,
2510C1020,840,,
2513A0010,1209,,
2513C1010,718,,
2514A0010,885,,
2514A0020,1006,,
2514A0030,664,,
2514A0040,906,,
2514B2010,582,,
2514C1010,616,,
2514C1020,659,,
2514C1030,979,,
2514C1040,798,,
2514C1050,836,,
2514C1060,950,,
2518A0010,501,,
2518A0020,535,,
2518A0030,455,,
2518C1010,855,,
2521A0010,449,,
2521A0020,522,,
2521A0030,512,,
2521A0040,992,,
2521C1010,1001,,
2523A0010,684,,
2523A0020,684,,
2523A0030,1235,,
2523B2010,803,,
2523C1010,1379,,
2523C1020,1007,,
2523C1030,901,,
2523C1040,1101,,
2523C1050,909,,
2523C1060,903,,
2523C1070,255,,
2523C1080,425,,
2560A0010,934,,
2560A0020,1046,,
2560C1010,698,,
2560C1020,871,,
2560C1030,1073,,
2580A0010,814,,
2580A0020,572,,
2580A0030,816,,
2580A0040,1191,,
2580A0050,980,,
2580A0060,1115,,
2580A0070,1004,,
2580A0080,1349,,
2580B2010,1061,,
2580B3010,522,,
2580B3020,470,,
2580C1010,806,,
2580C1020,643,,
2580C1030,1058,,
2580C1040,576,,
2580C1050,1002,,
2580C1060,718,,
2580C1070,815,,
2580C1080,709,,
2580C1090,639,,
2580C1100,500,,
2580C1110,755,,
2580C1120,964,,
2580C1130,567,,
2580C1140,652,,
2580C1150,751,,
2580C1160,757,,
2580C1170,680,,
2580C1180,1087,,
2580C1190,1221,,
2580C1200,736,,
2580C1210,823,,
2580C1220,720,,
2580C1230,711,,
2580C1240,616,,
2580C1250,654,,
2580C1260,618,,
2580C1270,506,,
2580C1280,915,,
2580C1290,1435,,
2580C1300,181,,
2580C1310,746,,
2580C1320,939,,
2580C1330,879,,
2580C1340,998,,
2580C1350,627,,
2581A0010,777,,
2581A0020,780,,
2581A0030,951,,
2581A0040,909,,
2581A0050,708,,
2581A0060,843,,
2581A0070,1213,,
2581B2010,522,,
2581B2020,578,,
2581B3010,1060,,
2581B4010,850,,
2581C1010,1221,,
2581C1020,819,,
2581C1030,614,,
2581C1040,686,,
2581C1050,850,,
2581C1060,784,,
2581C1070,741,,
2581C1080,636,,
2581C1090,1080,,
2581C1100,875,,
2581C1110,1035,,
2581C1120,849,,
2581C1130,1067,,
2581C1140,943,,
2581C1150,1025,,
2581C1160,590,,
2581C1170,913,,
2582A0010,1357,,
2582A0020,1210,,
2582A0030,764,,
2582B2010,1153,,
2582B2020,797,,
2582C1010,1107,,
2582C1020,618,,
2582C1030,598,,
2582C1040,914,,
2582C1050,579,,
2582C1060,614,,
2582C1070,480,,
2582C1080,1650,,
2582C1090,490,,
2582C1100,649,,
2582C1110,724,,
2582C1120,671,,
2582C1130,721,,
2583A0010,1342,,
2583A0020,559,,
2583C1010,446,,
2583C1020,684,,
2583C1030,947,,
2583C1040,961,,
2584A0010,827,,
2584A0020,931,,
2584A0030,648,,
2584A0040,684,,
2584C1010,903,,
2584C1020,1201,,
2584C1030,755,,
2584C1040,595,,
2584C1050,855,,
2584C1060,650,,
2584C1070,1231,,
2584C1090,1105,,
2584C1100,635,,
2584C1110,610,,
2584C1130,845,,
