lon,lat
12.0499736,57.65108670000001
11.8468551,57.727113
11.8442819,57.7229955
11.8449969,57.725356
11.8382933,57.7168441
12.0487029,57.649632
12.028159,57.6430964
11.842504,57.7202877
11.8404176,57.7202209
11.8401718,57.7188507
11.8965861,57.6486896
12.0902379,57.66983759999999
12.0263247,57.64001520000001
12.0179058,57.63892119999999
11.8439022,57.72686919999999
11.8373117,57.69312180000001
12.0216484,57.6376612
11.8347029,57.7150917
11.8507676,57.6687382
11.8330129,57.6911639
11.848922,57.6692573
11.828093,57.7186882
11.8303277,57.7202607
11.8273473,57.69614879999999
11.828093,57.7186882
11.8273473,57.69614879999999
12.1016723,57.6647498
11.8204813,57.69922709999999
11.8195273,57.6963749
12.1232203,57.7408327
11.9205965,57.62822860000001
12.1157921,57.66829130000001
12.1064521,57.65858739999999
12.117892,57.66855959999999
12.112475,57.7413811
11.856325,57.6483848
11.811731,57.69807429999999
12.0335332,57.7907047
11.8260941,57.7499596
12.116281,57.6603089
12.1135465,57.657466600000006
11.8644839,57.7773093
11.8625068,57.7766259
12.1159379,57.6580555
12.1153193,57.65772119999999
12.0518638,57.7937852
12.1166709,57.65380630000001
12.0518638,57.7937852
12.0518638,57.7937852
12.1161336,57.6524901
11.9411933,57.61657880000001
12.1102881,57.6476865
12.0249507,57.8041358
12.1307335,57.6497545
12.1397693,57.65536389999999
12.1421905,57.6506892
11.9518969,57.60247679999999
11.7723551,57.70952260000001
12.0342458,57.6063535
11.7724772,57.7105287
11.9535909,57.59929309999999
11.9526613,57.599964
11.9545142,57.59857599999999
12.047127,57.60680009999999
12.0519527,57.6017661
12.0519527,57.6017661
12.0519527,57.6017661
12.0519527,57.6017661
12.0519527,57.6017661
12.047127,57.60680009999999
12.0533454,57.60152799999999
12.0533454,57.60152799999999
12.1018617,57.57556530000001
11.9983784,57.8580269
11.9983784,57.8580269
11.9178537,57.8589388
11.9177675,57.85984180000001
11.8989507,57.8601084
11.9189247,57.86312909999999
11.9109051,57.86234239999999
11.6789998,57.7359967
11.7913779,57.84406389999999
11.6608768,57.6898123
11.6609305,57.6897941
11.6609305,57.6897941
11.7795742,57.8420504
11.6582667,57.71075399999999
11.656378,57.704722
11.6550399,57.7079505
11.653631,57.685457
