bro;Kommunnamn;DeSO;RegSO;;;;
0480;Nyköping;0480A0080;Vrena-Råby;;;;
0480;Nyköping;0480C1110;Östra Villastaden-Isaksdal-Ekensberg;;;;
0480;Nyköping;0480C1140;Östra Villastaden-Isaksdal-Ekensberg;;;;
0192;Nynäshamn;0192A0030;Nynäshamns nordöstra kommundel;;;;
0192;Nynäshamn;0192A0040;Nynäshamns nordöstra kommundel;;;;
0192;Nynäshamn;0192C1090;Nynäshamns stad-norra;;;;
0192;Nynäshamn;0192C1100;Nynäshamns stad-norra;;;;
0192;Nynäshamn;0192C1010;Nynäshamns stad-södra;;;;
0192;Nynäshamn;0192C1020;Nynäshamns stad-södra;;;;
0192;Nynäshamn;0192C1030;Nynäshamns stad-södra;;;;
0192;Nynäshamn;0192C1050;Nynäshamns stad-västra;;;;
0192;Nynäshamn;0192C1070;Nynäshamns stad-västra;;;;
0192;Nynäshamn;0192C1080;Nynäshamns stad-östra;;;;
0192;Nynäshamn;0192C1060;Nynäshamns stad-östra;;;;
0192;Nynäshamn;0192C1040;Nynäshamns stad-östra;;;;
0192;Nynäshamn;0192A0010;Nynäshamns södra kommundel;;;;
0192;Nynäshamn;0192A0020;Nynäshamns västra kommundel;;;;
0192;Nynäshamn;0192B3010;Nynäshamns västra kommundel;;;;
0192;Nynäshamn;0192B2010;Ösmo centrala;;;;
0192;Nynäshamn;0192B2020;Ösmo centrala;;;;
0682;Nässjö;0682B3010;Bodafors;;;;
0682;Nässjö;0682B3020;Bodafors;;;;
0682;Nässjö;0682B2010;Forserum;;;;
0682;Nässjö;0682B2020;Forserum;;;;
0682;Nässjö;0682C1020;Handskeryd;;;;
0682;Nässjö;0682C1030;Handskeryd;;;;
0682;Nässjö;0682C1040;Ingsberg-Nyhem-Hultet;;;;
0682;Nässjö;0682C1060;Ingsberg-Nyhem-Hultet;;;;
0682;Nässjö;0682B4010;Malmbäck;;;;
0682;Nässjö;0682C1090;Norrboda-Västra Runneryd;;;;
0682;Nässjö;0682C1050;Nässjö centrum;;;;
0682;Nässjö;0682A0060;Nässjö norra landsbygd;;;;
0682;Nässjö;0682A0040;Nässjö norra landsbygd;;;;
0682;Nässjö;0682A0010;Nässjö södra landsbygd;;;;
0682;Nässjö;0682A0020;Nässjö södra landsbygd;;;;
0682;Nässjö;0682A0030;Nässjö västra landsbygd;;;;
0682;Nässjö;0682A0050;Nässjö västra landsbygd;;;;
0682;Nässjö;0682C1010;Södra Åker-Åkershäll-Södergården;;;;
0682;Nässjö;0682C1070;Åker-Målen;;;;
0682;Nässjö;0682C1080;Östra Runneryd;;;;
2101;Ockelbo;2101C1010;Ockelbo tätort;;;;
2101;Ockelbo;2101C1020;Ockelbo tätort;;;;
2101;Ockelbo;2101A0010;Ockelbos omland;;;;
2101;Ockelbo;2101A0020;Ockelbos omland;;;;
1060;Olofström;1060C1010;Jämshög-Jämshög närområde;;;;
1060;Olofström;1060B2010;Kyrkhult-Kyrkhult närområde;;;;
1060;Olofström;1060A0010;Olofström sydöstra-Gränum;;;;
1060;Olofström;1060A0020;Olofströms omland-Vilshult;;;;
1060;Olofström;1060C1040;Olofströms tätort nordvästra-Vilboken;;;;
1060;Olofström;1060C1030;Olofströms tätort nordöstra-Brännaregården;;;;
1060;Olofström;1060C1050;Olofströms tätort norra-centrala;;;;
1060;Olofström;1060C1020;Olofströms tätort södra-Nordenbergsskolan;;;;
2034;Orsa;2034C1020;Orsa centrala;;;;
2034;Orsa;2034C1030;Orsa centrala;;;;
2034;Orsa;2034C1040;Orsa nordvästra;;;;
2034;Orsa;2034A0010;Orsa omland;;;;
2034;Orsa;2034C1010;Orsa sydöstra;;;;
1421;Orust;1421B3010;Ellös;;;;
1421;Orust;1421C1010;Henån;;;;
1421;Orust;1421C1020;Henån;;;;
1421;Orust;1421A0030;Morlanda-Tegneby-Stala;;;;
1421;Orust;1421A0050;Morlanda-Tegneby-Stala;;;;
1421;Orust;1421A0010;Morlanda-Tegneby-Stala;;;;
1421;Orust;1421B2010;Svanesund;;;;
1421;Orust;1421A0060;Torp-Myckleby-Långelanda;;;;
1421;Orust;1421A0040;Torp-Myckleby-Långelanda;;;;
1421;Orust;1421B5010;Torp-Myckleby-Långelanda;;;;
1421;Orust;1421B4010;Varekil;;;;
1421;Orust;1421A0020;Västra Orust;;;;
1273;Osby;1273A0030;Killeberg-Loshult-Hökön;;;;
1273;Osby;1273B2010;Lönsboda;;;;
1273;Osby;1273A0010;Lönsboda omland;;;;
1273;Osby;1273C1030;Osby norra;;;;
1273;Osby;1273C1040;Osby norra;;;;
1273;Osby;1273C1050;Osby norra;;;;
1273;Osby;1273A0020;Osby omland;;;;
1273;Osby;1273C1010;Osby södra;;;;
1273;Osby;1273C1020;Osby södra;;;;
0882;Oskarshamn;0882A0010;Bockara-Påskallavik;;;;
0882;Oskarshamn;0882B2010;Bockara-Påskallavik;;;;
0882;Oskarshamn;0882C1040;Döderhult-Svalliden;;;;
0882;Oskarshamn;0882C1090;Döderhult-Svalliden;;;;
0882;Oskarshamn;0882C1050;Gröndal-Åsa;;;;
0882;Oskarshamn;0882C1030;Gröndal-Åsa;;;;
0882;Oskarshamn;0882C1110;Hummlekärrshult-Mockebo-Saltvik;;;;
0882;Oskarshamn;0882C1120;Hummlekärrshult-Mockebo-Saltvik;;;;
0882;Oskarshamn;0882B3010;Kristdala-Fårbo-Figeholm;;;;
0882;Oskarshamn;0882A0020;Kristdala-Fårbo-Figeholm;;;;
0882;Oskarshamn;0882A0030;Kristdala-Fårbo-Figeholm;;;;
0882;Oskarshamn;0882C1010;Kristineberg-Mysingsö;;;;
0882;Oskarshamn;0882C1020;Kristineberg-Mysingsö;;;;
0882;Oskarshamn;0882C1060;Norrtorn-Orrängen;;;;
0882;Oskarshamn;0882C1100;Norrtorn-Orrängen;;;;
0882;Oskarshamn;0882C1070;Oskarshamns centrum;;;;
0882;Oskarshamn;0882C1080;Oskarshamns centrum;;;;
2121;Ovanåker;2121B2010;Alfta;;;;
2121;Ovanåker;2121B2020;Alfta;;;;
2121;Ovanåker;2121C1010;Edsbyn;;;;
2121;Ovanåker;2121C1020;Edsbyn;;;;
2121;Ovanåker;2121C1030;Edsbyn;;;;
2121;Ovanåker;2121A0010;Ovanåkers landsbygd;;;;
2121;Ovanåker;2121A0020;Ovanåkers landsbygd;;;;
0481;Oxelösund;0481C1050;Oxelösund norra;;;;
0481;Oxelösund;0481C1070;Oxelösund norra omland;;;;
0481;Oxelösund;0481C1010;Oxelösund södra omland;;;;
0481;Oxelösund;0481C1030;Oxelösund västra;;;;
0481;Oxelösund;0481C1060;Oxelösund västra;;;;
0481;Oxelösund;0481C1040;Oxelösund östra;;;;
0481;Oxelösund;0481C1020;Oxelösund östra;;;;
2521;Pajala;2521C1010;Pajala centralort;;;;
2521;Pajala;2521A0010;Pajala omland;;;;
2521;Pajala;2521A0020;Pajala omland;;;;
2521;Pajala;2521A0030;Pajala omland;;;;
2521;Pajala;2521A0040;Pajala omland;;;;
1402;Partille;1402C1080;Björndammen;;;;
1402;Partille;1402C1120;Björndammen;;;;
1402;Partille;1402C1040;Brattåskärr;;;;
1402;Partille;1402C1060;Furulund;;;;
1402;Partille;1402C1130;Furuskog-Skulltorp;;;;
1402;Partille;1402C1090;Furuskog-Skulltorp;;;;
1402;Partille;1402C1160;Kåhög-Jonsered-Jonsered omland;;;;
1402;Partille;1402C1180;Lexby-Lexby omland;;;;
1402;Partille;1402C1170;Mellby-Björnekulla;;;;
1402;Partille;1402C1100;Norra Sävedalen;;;;
1402;Partille;1402C1110;Norra Sävedalen;;;;
1402;Partille;1402C1140;Oluff Nilssons väg;;;;
1402;Partille;1402C1150;Partille centrum;;;;
1402;Partille;1402C1030;Puketorp;;;;
1402;Partille;1402C1070;Södra Sävedalen;;;;
1402;Partille;1402C1050;Vallhamra;;;;
1402;Partille;1402C1010;Västra Öjersjö;;;;
1402;Partille;1402C1020;Östra Öjersjö;;;;
1275;Perstorp;1275C1040;Perstorp nordvästra tätorten;;;;
1275;Perstorp;1275C1020;Perstorp nordöstra tätorten;;;;
1275;Perstorp;1275A0010;Perstorp omland;;;;
1275;Perstorp;1275C1010;Perstorp sydvästra tätorten;;;;
1275;Perstorp;1275C1030;Perstorp sydöstra tätorten;;;;
2581;Piteå;2581C1110;Annelund-Backen;;;;
2581;Piteå;2581C1040;Bergsviken;;;;
2581;Piteå;2581C1070;Bergsviken;;;;
2581;Piteå;2581C1140;Djupviken-Fårön södra-Berget;;;;
2581;Piteå;2581C1150;Djupviken-Fårön södra-Berget;;;;
2581;Piteå;2581C1020;Hortlax-Hemlunda-Hemmingsmark;;;;
2581;Piteå;2581A0020;Hortlax-Hemlunda-Hemmingsmark;;;;
2581;Piteå;2581C1030;Klubbgärdet-Munksund-Skuthamn;;;;
2581;Piteå;2581C1010;Klubbgärdet-Munksund-Skuthamn;;;;
2581;Piteå;2581C1050;Klubbgärdet-Munksund-Skuthamn;;;;
2581;Piteå;2581A0050;Markbygden-Sikfors-Sjulsmark;;;;
2581;Piteå;2581A0070;Markbygden-Sikfors-Sjulsmark;;;;
2581;Piteå;2581B2010;Norrfjärden;;;;
2581;Piteå;2581B2020;Norrfjärden;;;;
2581;Piteå;2581A0060;Pite älvdal-Infjärden-Blåsmark;;;;
2581;Piteå;2581A0030;Pite älvdal-Infjärden-Blåsmark;;;;
2581;Piteå;2581B4010;Pite älvdal-Infjärden-Blåsmark;;;;
2581;Piteå;2581C1080;Piteå centrum;;;;
2581;Piteå;2581C1090;Piteå centrum ;;;;
2581;Piteå;2581C1100;Piteå centrum;;;;
2581;Piteå;2581A0040;Piteå kustnära områden;;;;
2581;Piteå;2581A0010;Piteå kustnära områden;;;;
2581;Piteå;2581B3010;Rosvik;;;;
2581;Piteå;2581C1060;Svartudden-Strömnäs-Pitholm norra;;;;
2581;Piteå;2581C1120;Svartudden-Strömnäs-Pitholm norra;;;;
2581;Piteå;2581C1130;Öjebyn;;;;
2581;Piteå;2581C1160;Öjebyn;;;;
2581;Piteå;2581C1170;Öjebyn;;;;
2303;Ragunda;2303C1010;Hammarstrand;;;;
2303;Ragunda;2303A0030;Ragunda nordöstra;;;;
2303;Ragunda;2303A0010;Ragunda sydöstra;;;;
2303;Ragunda;2303A0020;Ragunda västra;;;;
2409;Robertsfors;2409C1010;Robertsfors;;;;
2409;Robertsfors;2409A0020;Robertsfors centrala omland;;;;
2409;Robertsfors;2409A0030;Robertsfors norra omland;;;;
2409;Robertsfors;2409A0010;Robertsfors södra omland;;;;
1081;Ronneby;1081A0050;Backaryd-Hallabro;;;;
1081;Ronneby;1081A0030;Bräkne-Hoby;;;;
1081;Ronneby;1081B3010;Bräkne-Hoby;;;;
1081;Ronneby;1081C1010;Ekenäs-Sörby-Påtorp;;;;
1081;Ronneby;1081C1020;Ekenäs-Sörby-Påtorp;;;;
1081;Ronneby;1081C1080;Ekenäs-Sörby-Påtorp;;;;
1081;Ronneby;1081A0040;Hasselstad-Eringsboda;;;;
1081;Ronneby;1081C1060;Hulta;;;;
1081;Ronneby;1081C1090;Kallinge;;;;
1081;Ronneby;1081C1100;Kallinge;;;;
1081;Ronneby;1081C1110;Kallinge;;;;
1081;Ronneby;1081C1070;Ronneby centrum;;;;
1081;Ronneby;1081C1050;Ronneby centrum;;;;
1081;Ronneby;1081B2010;Saxemara-Listerby-Johannishus;;;;
1081;Ronneby;1081A0010;Saxemara-Listerby-Johannishus;;;;
1081;Ronneby;1081A0020;Saxemara-Listerby-Johannishus;;;;
1081;Ronneby;1081C1030;Älgbacken-Hjorthöjden;;;;
1081;Ronneby;1081C1040;Älgbacken-Hjorthöjden;;;;
2031;Rättvik;2031C1020;Rättvik centrum-Sjurberg;;;;
2031;Rättvik;2031C1030;Rättvik nordöstra;;;;
2031;Rättvik;2031A0020;Rättvik norra omland;;;;
2031;Rättvik;2031C1040;Rättvik norra-Vikarbyn;;;;
2031;Rättvik;2031C1010;Rättvik södra;;;;
2031;Rättvik;2031A0010;Rättvik södra omland;;;;
1981;Sala;1981C1040;Sala centralt;;;;
1981;Sala;1981C1050;Sala centralt;;;;
1981;Sala;1981A0030;Sala omland norra;;;;
1981;Sala;1981A0040;Sala omland norra;;;;
1981;Sala;1981A0050;Sala omland norra;;;;
1981;Sala;1981A0010;Sala omland södra;;;;
1981;Sala;1981A0020;Sala omland södra;;;;
1981;Sala;1981C1010;Sala stad övriga;;;;
1981;Sala;1981C1020;Sala stad övriga;;;;
1981;Sala;1981C1070;Sala stad övriga;;;;
1981;Sala;1981C1060;Åkra-Jakobsberg-Bryggeriet;;;;
1981;Sala;1981C1030;Åkra-Jakobsberg-Bryggeriet;;;;
0128;Salem;0128A0010;Rönninge;;;;
0128;Salem;0128C1010;Rönninge;;;;
0128;Salem;0128C1020;Rönninge;;;;
0128;Salem;0128C1040;Salem västra;;;;
0128;Salem;0128C1060;Salem östra;;;;
0128;Salem;0128C1070;Salem östra;;;;
0128;Salem;0128C1050;Salems centrum;;;;
0128;Salem;0128C1030;Salems centrum;;;;
2181;Sandviken;2181B3010;Järbo;;;;
2181;Sandviken;2181B2030;Kungsgården;;;;
2181;Sandviken;2181C1110;Sandviken centrum ;;;;
2181;Sandviken;2181C1120;Sandviken centrum ;;;;
2181;Sandviken;2181C1130;Sandviken centrum ;;;;
2181;Sandviken;2181C1070;Sandviken centrum ;;;;
2181;Sandviken;2181C1150;Sandviken nordöstra tätorten;;;;
2181;Sandviken;2181C1010;Sandviken södra tätorten;;;;
2181;Sandviken;2181C1020;Sandviken södra tätorten;;;;
2181;Sandviken;2181C1030;Sandviken södra tätorten;;;;
2181;Sandviken;2181C1040;Sandviken södra tätorten;;;;
2181;Sandviken;2181C1050;Sandviken västra tätorten;;;;
2181;Sandviken;2181C1060;Sandviken västra tätorten;;;;
2181;Sandviken;2181C1080;Sandviken västra tätorten;;;;
2181;Sandviken;2181C1100;Sandviken västra tätorten;;;;
2181;Sandviken;2181C1140;Sandviken västra tätorten;;;;
2181;Sandviken;2181C1090;Sandviken östra tätort;;;;
2181;Sandviken;2181A0040;Sandvikens norra omland;;;;
2181;Sandviken;2181A0050;Sandvikens norra omland;;;;
2181;Sandviken;2181A0010;Sandvikens södra omland;;;;
2181;Sandviken;2181A0020;Sandvikens södra omland;;;;
2181;Sandviken;2181A0030;Sandvikens södra omland;;;;
2181;Sandviken;2181B2010;Storvik;;;;
2181;Sandviken;2181B2020;Storvik;;;;
2181;Sandviken;2181B4010;Årsunda;;;;
0191;Sigtuna;0191C1140;Arenberga-Västra Norrbacka;;;;
0191;Sigtuna;0191B2050;Björkbacka-Tilsjö;;;;
0191;Sigtuna;0191C1110;Broby;;;;
0191;Sigtuna;0191C1090;Centrala Märsta;;;;
0191;Sigtuna;0191C1030;Centrala Valsta;;;;
0191;Sigtuna;0191C1120;Ekilla;;;;
0191;Sigtuna;0191B2040;Malmen-Pilsbo;;;;
0191;Sigtuna;0191A0040;Märsta Östra omland;;;;
0191;Sigtuna;0191C1060;Märstadal;;;;
0191;Sigtuna;0191A0030;Odensala-Arlanda omland;;;;
0191;Sigtuna;0191B3010;Rosersberg;;;;
0191;Sigtuna;0191B2010;Sigtuna centrala;;;;
0191;Sigtuna;0191A0020;Sigtuna norra;;;;
0191;Sigtuna;0191B2030;Sjudargården-Prästängarna;;;;
0191;Sigtuna;0191A0010;Skånela-Steningevik omland;;;;
0191;Sigtuna;0191C1080;Steningehöjden-Ölsta by;;;;
0191;Sigtuna;0191C1100;Sätuna;;;;
0191;Sigtuna;0191C1020;Södra Valsta;;;;
0191;Sigtuna;0191B2020;Til-Munkholmen;;;;
0191;Sigtuna;0191C1050;Tingvalla;;;;
0191;Sigtuna;0191C1070;Västra Valsta;;;;
0191;Sigtuna;0191C1130;Östra Norrbacka;;;;
0191;Sigtuna;0191C1010;Östra Steninge;;;;
0191;Sigtuna;0191C1040;Östra Valsta;;;;
1291;Simrishamn;1291B5010;Borrby;;;;
1291;Simrishamn;1291B2010;Gärsnäs;;;;
1291;Simrishamn;1291B3010;Hammenhög;;;;
1291;Simrishamn;1291A0060;Kivik;;;;
1291;Simrishamn;1291A0070;Kivik;;;;
1291;Simrishamn;1291A0050;Sankt Olof;;;;
1291;Simrishamn;1291C1030;Simrishamn centrala;;;;
1291;Simrishamn;1291C1040;Simrishamn norra;;;;
1291;Simrishamn;1291A0010;Simrishamn sydvästra landsbygd;;;;
1291;Simrishamn;1291A0020;Simrishamn sydvästra landsbygd;;;;
1291;Simrishamn;1291C1020;Simrishamn södra;;;;
1291;Simrishamn;1291C1010;Simrishamn västra;;;;
1291;Simrishamn;1291B4010;Skillinge;;;;
1291;Simrishamn;1291A0030;Vik;;;;
1291;Simrishamn;1291A0040;Vik;;;;
1265;Sjöbo;1265A0060;Björka-Öved-Bjärsjölagård;;;;
1265;Sjöbo;1265B2010;Blentarp-Dalvik;;;;
1265;Sjöbo;1265A0070;Fränninge-Vallarum;;;;
1265;Sjöbo;1265C1030;Grimstofta-Åsum;;;;
1265;Sjöbo;1265A0020;Hemmestorp-Everlöv-Ilstorp;;;;
1265;Sjöbo;1265A0040;Lövestad-Heinge;;;;
1265;Sjöbo;1265C1020;Sjöbo centrum-Sjöbo östra;;;;
1265;Sjöbo;1265C1040;Sommarbyarna Norra-Omma;;;;
1265;Sjöbo;1265C1010;Sommarbyarna Södra-Ryggorna-Spjälla;;;;
1265;Sjöbo;1265A0010;Sövde-Knickarp;;;;
1265;Sjöbo;1265A0050;Vollsjö-Brandstad;;;;
1265;Sjöbo;1265A0030;Äsperöd-Vanstad-Röddinge;;;;
1495;Skara;1495B2010;Axvall;;;;
1495;Skara;1495C1030;Skara tätort centrala södra;;;;
1495;Skara;1495C1040;Skara tätort centrala västra;;;;
1495;Skara;1495C1050;Skara tätort centrala östra;;;;
1495;Skara;1495C1060;Skara tätort nordvästra;;;;
1495;Skara;1495C1070;Skara tätort nordöstra;;;;
1495;Skara;1495C1020;Skara tätort sydvästra;;;;
1495;Skara;1495C1010;Skara tätort sydöstra;;;;
1495;Skara;1495A0020;Skara västra omland-Ardala;;;;
1495;Skara;1495A0010;Skara östra omland-Hornborgasjön;;;;
1495;Skara;1495A0030;Varnhem-Eggby-Eggby omland;;;;
2482;Skellefteå;2482C1090;Anderstorp;;;;
2482;Skellefteå;2482C1130;Anderstorp;;;;
2482;Skellefteå;2482C1110;Anderstorp;;;;
2482;Skellefteå;2482C1060;Bergsbyn;;;;
2482;Skellefteå;2482B5010;Boliden tätort;;;;
2482;Skellefteå;2482A0050;Bureå omland;;;;
2482;Skellefteå;2482A0060;Bureå omland;;;;
2482;Skellefteå;2482B3010;Bureå tätort;;;;
2482;Skellefteå;2482B3020;Bureå tätort;;;;
2482;Skellefteå;2482A0070;Burträsk omland;;;;
2482;Skellefteå;2482A0030;Burträsk omland;;;;
2482;Skellefteå;2482A0040;Burträsk omland;;;;
2482;Skellefteå;2482B6010;Burträsk tätort;;;;
2482;Skellefteå;2482A0110;Byske omland;;;;
2482;Skellefteå;2482B4010;Byske tätort;;;;
2482;Skellefteå;2482C1180;Degerbyn-Prästbordet;;;;
2482;Skellefteå;2482C1200;Degerbyn-Prästbordet;;;;
2482;Skellefteå;2482B2010;Ersmark-Kåge tätort;;;;
2482;Skellefteå;2482B2020;Ersmark-Kåge tätort;;;;
2482;Skellefteå;2482B2030;Ersmark-Kåge tätort;;;;
2482;Skellefteå;2482A0120;Jörn-Boliden omland;;;;
2482;Skellefteå;2482A0090;Jörn-Boliden omland;;;;
2482;Skellefteå;2482C1300;Klutmark-Medle-Myckle-Stämningsgården;;;;
2482;Skellefteå;2482C1080;Klutmark-Medle-Myckle-Stämningsgården;;;;
2482;Skellefteå;2482A0100;Kåge omland;;;;
2482;Skellefteå;2482A0080;Kåge omland;;;;
2482;Skellefteå;2482C1100;Lund-Sunnanå;;;;
2482;Skellefteå;2482C1120;Lund-Sunnanå;;;;
2482;Skellefteå;2482A0010;Lövånger;;;;
2482;Skellefteå;2482A0020;Lövånger;;;;
2482;Skellefteå;2482C1220;Moröhöjden-Morö backe centrum;;;;
2482;Skellefteå;2482C1230;Moröhöjden-Morö backe centrum;;;;
2482;Skellefteå;2482C1140;Morön;;;;
2482;Skellefteå;2482C1170;Morön;;;;
2482;Skellefteå;2482C1280;Norra Morö backe;;;;
2482;Skellefteå;2482C1260;Norra Morö backe;;;;
2482;Skellefteå;2482C1270;Sjungande dalen-Västra Norrböle;;;;
2482;Skellefteå;2482C1240;Sjungande dalen-Västra Norrböle;;;;
2482;Skellefteå;2482C1290;Sjungande dalen-Västra Norrböle;;;;
2482;Skellefteå;2482C1010;Skelleftehamn;;;;
2482;Skellefteå;2482C1030;Skelleftehamn;;;;
2482;Skellefteå;2482C1190;Skellefteå centrala stan;;;;
2482;Skellefteå;2482C1150;Skellefteå centrala stan;;;;
2482;Skellefteå;2482C1160;Skellefteå centrala stan;;;;
2482;Skellefteå;2482C1070;Sörböle;;;;
2482;Skellefteå;2482C1040;Ursviken-Örviken;;;;
2482;Skellefteå;2482C1050;Ursviken-Örviken;;;;
2482;Skellefteå;2482C1020;Ursviken-Örviken;;;;
2482;Skellefteå;2482C1250;Östra Norrböle;;;;
2482;Skellefteå;2482C1210;Östra Norrböle;;;;
1904;Skinnskatteberg;1904C1010;Skinnskatteberg centralort;;;;
1904;Skinnskatteberg;1904A0010;Skinnskatteberg ytterområden;;;;
1264;Skurup;1264A0010;Bingsmarken-Abbekås-Mossby;;;;
1264;Skurup;1264A0020;Bingsmarken-Abbekås-Mossby;;;;
1264;Skurup;1264A0030;Janstorp-Slimminge-Tånebro;;;;
1264;Skurup;1264A0040;Janstorp-Slimminge-Tånebro;;;;
1264;Skurup;1264B2010;Rydsgård;;;;
1264;Skurup;1264B3010;Skivarp;;;;
1264;Skurup;1264C1030;Skurup nordost;;;;
1264;Skurup;1264C1040;Skurup nordväst;;;;
1264;Skurup;1264C1010;Skurup sydost;;;;
1264;Skurup;1264C1020;Skurup sydväst;;;;
1496;Skövde;1496C1070;Billingsluttningen-Kullen;;;;
1496;Skövde;1496C1100;Billingsluttningen-Kullen;;;;
1496;Skövde;1496C1130;Dälderna-Havstena;;;;
1496;Skövde;1496C1160;Dälderna-Havstena;;;;
1496;Skövde;1496C1170;Ekängen-Aspö-Ulveket;;;;
1496;Skövde;1496C1190;Ekängen-Aspö-Ulveket;;;;
1496;Skövde;1496A0040;Frösve Säter-Tidan-Väring;;;;
1496;Skövde;1496A0060;Frösve Säter-Tidan-Väring;;;;
1496;Skövde;1496B2010;Frösve Säter-Tidan-Väring;;;;
1496;Skövde;1496C1030;Hentorp-Våmb;;;;
1496;Skövde;1496C1060;Hentorp-Våmb;;;;
1496;Skövde;1496C1120;Högskolan-Trängen;;;;
1496;Skövde;1496A0030;Igelstorp-Värsås;;;;
1496;Skövde;1496A0010;Igelstorp-Värsås;;;;
1496;Skövde;1496C1050;Källegården;;;;
1496;Skövde;1496C1180;Lunden-Trädgårdsstaden;;;;
1496;Skövde;1496C1090;Mariesjö-Östermalm;;;;
1496;Skövde;1496C1040;Mariesjö-Östermalm;;;;
1496;Skövde;1496C1110;Norrmalm-Rosenhaga;;;;
1496;Skövde;1496C1150;Norrmalm-Rosenhaga;;;;
1496;Skövde;1496C1210;Ryd barkvägen-Lövängen;;;;
1496;Skövde;1496C1220;Ryd barkvägen-Lövängen;;;;
1496;Skövde;1496C1200;Ryds centrum;;;;
1496;Skövde;1496C1010;Skultorp-Skultorpsbygden;;;;
1496;Skövde;1496C1020;Skultorp-Skultorpsbygden;;;;
1496;Skövde;1496A0020;Skultorp-Skultorpsbygden;;;;
1496;Skövde;1496C1080;Skövde centrumkärna;;;;
1496;Skövde;1496B3010;Tidan tätort-Tidan omnejd;;;;
1496;Skövde;1496A0070;Timmersdala-Berg;;;;
1496;Skövde;1496A0050;Timmersdala-Berg;;;;
1496;Skövde;1496C1140;Västra fältet;;;;
2061;Smedjebacken;2061A0020;Hagge-Björsjö;;;;
2061;Smedjebacken;2061A0010;Malingsbo-Larsbo;;;;
2061;Smedjebacken;2061C1040;Morgårdshammar-Gubbo;;;;
2061;Smedjebacken;2061C1020;Smedjebacken centrum;;;;
2061;Smedjebacken;2061C1030;Smedjebacken Norra;;;;
2061;Smedjebacken;2061C1010;Smedjebacken Södra;;;;
2061;Smedjebacken;2061A0030;Starbo-Åsmansbo;;;;
2061;Smedjebacken;2061B2010;Söderbärke;;;;
2283;Sollefteå;2283A0010;Graninge-Helgum;;;;
2283;Sollefteå;2283A0040;Graninge-Helgum;;;;
2283;Sollefteå;2283A0070;Junsele-Ramsele;;;;
2283;Sollefteå;2283A0080;Junsele-Ramsele;;;;
2283;Sollefteå;2283B2010;Långsele;;;;
2283;Sollefteå;2283A0050;Näsåker-Resele;;;;
2283;Sollefteå;2283A0060;Näsåker-Resele;;;;
2283;Sollefteå;2283C1010;Skedom-Skärvsta-Prästbordet;;;;
2283;Sollefteå;2283C1050;Skedom-Skärvsta-Prästbordet;;;;
2283;Sollefteå;2283C1060;Skedom-Skärvsta-Prästbordet;;;;
2283;Sollefteå;2283C1020;Sollefteå centrum-Övergård;;;;
2283;Sollefteå;2283C1030;Sollefteå centrum-Övergård;;;;
2283;Sollefteå;2283C1040;Sollefteå centrum-Övergård;;;;
2283;Sollefteå;2283A0020;Sollefteå omland;;;;
2283;Sollefteå;2283A0030;Sollefteå omland;;;;
0163;Sollentuna;0163C1120;Bagarby;;;;
0163;Sollentuna;0163C1090;Bagarby;;;;
0163;Sollentuna;0163C1100;Bagarby;;;;
0163;Sollentuna;0163C1250;Edsberg;;;;
0163;Sollentuna;0163C1260;Edsberg;;;;
0163;Sollentuna;0163C1270;Edsberg;;;;
0163;Sollentuna;0163C1080;Edsviken-Kummelby;;;;
0163;Sollentuna;0163C1050;Edsviken-Kummelby;;;;
0163;Sollentuna;0163C1060;Eriksberg-Fågelsången;;;;
0163;Sollentuna;0163C1040;Eriksberg-Fågelsången;;;;
0163;Sollentuna;0163C1130;Falkberget-Södra Sjöberg;;;;
0163;Sollentuna;0163C1190;Falkberget-Södra Sjöberg;;;;
0163;Sollentuna;0163C1360;Gillbo-Gillberga;;;;
0163;Sollentuna;0163C1380;Gillbo-Gillberga;;;;
0163;Sollentuna;0163C1030;Helenelunds centrum;;;;
0163;Sollentuna;0163C1220;Häggvik-Klasro;;;;
0163;Sollentuna;0163C1240;Häggvik-Klasro;;;;
0163;Sollentuna;0163C1180;Knista;;;;
0163;Sollentuna;0163C1160;Knista;;;;
0163;Sollentuna;0163C1210;Landsnora-Kvarnskogen;;;;
0163;Sollentuna;0163C1230;Landsnora-Kvarnskogen;;;;
0163;Sollentuna;0163C1300;Norrviken;;;;
0163;Sollentuna;0163C1330;Norrviken;;;;
0163;Sollentuna;0163C1200;Nytorp-Hersby-Skansen;;;;
0163;Sollentuna;0163C1140;Nytorp-Hersby-Skansen;;;;
0163;Sollentuna;0163C1350;Rotebro centrum;;;;
0163;Sollentuna;0163C1370;Rotsunda;;;;
0163;Sollentuna;0163C1390;Rotsunda;;;;
0163;Sollentuna;0163C1400;Rotsunda;;;;
0163;Sollentuna;0163C1170;Sjöbergs centrum;;;;
0163;Sollentuna;0163C1150;Sollentuna centrum;;;;
0163;Sollentuna;0163C1010;Tegelhagen-Silverdal;;;;
0163;Sollentuna;0163C1020;Tegelhagen-Silverdal;;;;
0163;Sollentuna;0163C1070;Töjnan;;;;
0163;Sollentuna;0163C1110;Töjnan;;;;
0163;Sollentuna;0163C1310;Vaxmora-Väsjön;;;;
0163;Sollentuna;0163C1290;Vaxmora-Väsjön;;;;
0163;Sollentuna;0163C1320;Viby-Järvafältet;;;;
