deso,total_households,,,"Antal hushåll efter år, region och hushållstyp"
0188C1050,1209,,,
0188C1060,2244,,,
0188C1070,629,,,
0188C1080,1189,,,
0188C1090,920,,,
0188C1100,1006,,,
0188C1110,908,,,
0191A0010,676,,,
0191A0020,754,,,
0191A0030,625,,,
0191A0040,541,,,
0191B2010,1101,,,
0191B2020,439,,,
0191B2030,1243,,,
0191B2040,928,,,
0191B2050,637,,,
0191B3010,812,,,
0191C1010,780,,,
0191C1020,909,,,
0191C1030,806,,,
0191C1040,831,,,
0191C1050,977,,,
0191C1060,1198,,,
0191C1070,897,,,
0191C1080,1248,,,
0191C1090,1146,,,
0191C1100,916,,,
0191C1110,882,,,
0191C1120,907,,,
0191C1130,882,,,
0191C1140,750,,,
0192A0010,736,,,
0192A0020,1051,,,
0192A0030,589,,,
0192A0040,913,,,
0192B2010,1056,,,
0192B2020,711,,,
0192B3010,579,,,
0192C1010,480,,,
0192C1020,605,,,
0192C1030,751,,,
0192C1040,1129,,,
0192C1050,653,,,
0192C1060,1189,,,
0192C1070,997,,,
0192C1080,646,,,
0192C1090,1201,,,
0192C1100,434,,,
0305A0010,1166,,,
0305B2010,876,,,
0305C1010,1119,,,
0305C1020,639,,,
0305C1030,1269,,,
0305C1040,883,,,
0305C1050,793,,,
0305C1060,1344,,,
0305C1070,639,,,
0305C1080,657,,,
0319A0010,772,,,
0319B2010,753,,,
0319C1010,760,,,
0319C1020,1264,,,
0319C1030,962,,,
0330A0010,686,,,
0330A0020,930,,,
0330A0030,498,,,
0330C1010,849,,,
0330C1020,1015,,,
0330C1030,1714,,,
0330C1040,659,,,
0330C1050,464,,,
0330C1060,446,,,
0330C1070,784,,,
0331A0010,490,,,
0331A0020,836,,,
0331A0030,759,,,
0331A0040,388,,,
0331A0050,421,,,
0331B2010,1006,,,
0331B3010,752,,,
0331B4010,680,,,
0331C1010,763,,,
0331C1020,641,,,
0360A0010,440,,,
0360A0020,569,,,
0360A0030,615,,,
0360A0040,827,,,
0360A0050,859,,,
0360A0060,501,,,
0360A0070,507,,,
0360B2010,1151,,,
0360B3010,764,,,
0360B4010,682,,,
0360C1010,1538,,,
0360C1020,951,,,
0360C1030,630,,,
0380A0010,669,,,
0380A0020,1057,,,
0380A0030,838,,,
0380A0040,829,,,
0380A0050,852,,,
0380A0060,778,,,
0380A0070,627,,,
0380A0080,853,,,
0380A0090,561,,,
0380A0100,480,,,
0380A0110,412,,,
0380A0120,976,,,
0380A0130,741,,,
0380A0140,661,,,
0380A0150,1057,,,
0380A0160,1036,,,
0380B2010,601,,,
0380B2020,368,,,
0380B2030,593,,,
0380B2040,625,,,
0380B3010,479,,,
0380B3020,416,,,
0380B3030,499,,,
0380B4010,641,,,
0380B4020,672,,,
0380B5010,1203,,,
0380B6010,853,,,
0380B7010,549,,,
0380B8010,511,,,
0380C1010,368,,,
0380C1020,525,,,
0380C1030,572,,,
0380C1040,593,,,
0380C1050,755,,,
0380C1060,558,,,
0380C1070,635,,,
0380C1080,515,,,
0380C1090,406,,,
0380C1100,566,,,
0380C1110,809,,,
0380C1120,309,,,
0380C1130,587,,,
0380C1140,635,,,
0380C1150,750,,,
0380C1160,653,,,
0380C1170,455,,,
0380C1180,589,,,
0380C1190,605,,,
0380C1200,414,,,
0380C1210,1823,,,
0380C1220,485,,,
0380C1230,519,,,
0380C1240,541,,,
0380C1250,659,,,
0380C1260,1584,,,
0380C1270,325,,,
0380C1280,380,,,
0380C1290,832,,,
0380C1300,616,,,
0380C1310,849,,,
0380C1320,803,,,
0380C1330,1491,,,
0380C1340,775,,,
0380C1350,2412,,,
0380C1360,933,,,
0380C1370,498,,,
0380C1380,631,,,
0380C1390,624,,,
0380C1400,911,,,
0380C1410,684,,,
0380C1420,740,,,
0380C1430,821,,,
0380C1440,307,,,
0380C1450,710,,,
0380C1460,862,,,
0380C1470,803,,,
0380C1480,2902,,,
0380C1490,1110,,,
0380C1500,471,,,
0380C1510,588,,,
0380C1520,1318,,,
0380C1530,873,,,
0380C1540,883,,,
0380C1550,1132,,,
0380C1560,884,,,
0380C1570,296,,,
0380C1580,691,,,
0380C1590,921,,,
0380C1600,844,,,
0380C1610,741,,,
0380C1620,600,,,
0380C1630,1036,,,
0380C1640,820,,,
0380C1650,728,,,
0380C1660,856,,,
0380C1670,737,,,
0380C1680,703,,,
0380C1690,476,,,
0380C1700,659,,,
0380C1710,817,,,
0380C1720,908,,,
0380C1730,847,,,
0380C1740,880,,,
0380C1750,748,,,
0380C1760,1201,,,
0380C1770,520,,,
0380C1780,727,,,
0380C1790,821,,,
0380C1800,1249,,,
0380C1810,804,,,
0380C1820,873,,,
0380C1830,1147,,,
0380C1840,850,,,
0380C1850,450,,,
0380C1860,846,,,
0380C1870,696,,,
0380C1880,761,,,
0380C1890,772,,,
0380C1900,1130,,,
0380C1910,360,,,
0380C1920,760,,,
0380C1930,517,,,
0380C1940,1675,,,
0380C1950,678,,,
0380C1960,672,,,
0380C1970,803,,,
0380C1980,812,,,
0380C1990,574,,,
0380C2000,632,,,
0380C2010,1328,,,
0380C2020,1094,,,
0380C2030,796,,,
0380C2040,979,,,
0380C2050,731,,,
0380C2060,554,,,
0380C2070,664,,,
0380C2080,568,,,
0380C2090,911,,,
0380C2100,983,,,
0380C2110,852,,,
0380C2120,382,,,
0380C2130,529,,,
0380C2140,1086,,,
0380C2150,742,,,
0380C2160,539,,,
0380C2170,332,,,
0380C2180,648,,,
0380C2190,359,,,
0380C2200,1210,,,
0380C2210,502,,,
0381A0010,985,,,
0381A0020,471,,,
0381A0030,372,,,
0381A0040,398,,,
0381A0050,815,,,
0381A0060,592,,,
0381A0070,991,,,
0381A0080,731,,,
0381A0090,830,,,
0381B2010,798,,,
0381B3010,878,,,
0381B4010,484,,,
0381B5010,380,,,
0381C1010,761,,,
0381C1020,1030,,,
0381C1030,1369,,,
0381C1040,1121,,,
0381C1050,1157,,,
0381C1060,1093,,,
0381C1070,885,,,
0381C1080,1094,,,
0381C1090,1218,,,
0381C1100,951,,,
0381C1110,923,,,
0381C1120,1009,,,
0382A0010,780,,,
0382A0020,704,,,
0382A0030,493,,,
0382A0040,705,,,
0382A0050,758,,,
0382B2010,445,,,
0382B2020,946,,,
0382B3010,697,,,
0382B3020,509,,,
0382B4010,668,,,
0382B4020,710,,,
0382B5010,858,,,
0382C1010,1018,,,
0382C1020,588,,,
0382C1030,917,,,
0428A0010,606,,,
0428A0020,551,,,
0428A0030,853,,,
0428C1010,387,,,
0428C1020,766,,,
0428C1030,1027,,,
0461A0010,441,,,
0461A0020,629,,,
0461A0030,414,,,
0461A0040,722,,,
0461C1010,1131,,,
0461C1020,800,,,
0461C1030,341,,,
0461C1040,775,,,
0480A0010,363,,,
0480A0020,524,,,
0480A0030,590,,,
0480A0040,577,,,
0480A0050,513,,,
0480A0060,487,,,
0480A0070,1038,,,
0480A0080,858,,,
0480A0090,632,,,
0480B2010,421,,,
0480B2020,494,,,
0480B3010,754,,,
0480B4010,495,,,
0480C1010,1445,,,
0480C1020,514,,,
0480C1030,701,,,
0480C1040,1277,,,
0480C1050,1033,,,
0480C1060,1677,,,
0480C1070,1128,,,
0480C1080,767,,,
0480C1090,911,,,
0480C1100,1022,,,
0480C1110,1319,,,
0480C1120,1081,,,
0480C1130,972,,,
0480C1140,1157,,,
0480C1150,907,,,
0480C1160,1082,,,
0480C1170,563,,,
0480C1180,985,,,
0480C1190,1084,,,
0481C1010,947,,,
0481C1020,1108,,,
0481C1030,775,,,
0481C1040,1085,,,
0481C1050,809,,,
0481C1060,637,,,
0481C1070,614,,,
0482A0010,735,,,
0482A0020,846,,,
0482A0030,728,,,
0482B2010,996,,,
0482B3010,783,,,
0482C1010,477,,,
0482C1020,992,,,
0482C1030,663,,,
0482C1040,936,,,
0482C1050,366,,,
0483A0010,686,,,
0483A0020,709,,,
0483A0030,420,,,
0483A0040,832,,,
0483A0050,699,,,
0483A0060,646,,,
0483B2010,648,,,
0483C1010,443,,,
0483C1020,763,,,
0483C1030,879,,,
0483C1040,909,,,
0483C1050,714,,,
0483C1060,948,,,
0483C1070,394,,,
0483C1080,1308,,,
0483C1090,702,,,
0483C1100,1001,,,
0483C1110,1287,,,
0483C1120,857,,,
0483C1130,941,,,
0483C1140,691,,,
0484A0010,716,,,
0484A0020,406,,,
0484A0030,710,,,
0484A0040,558,,,
0484A0050,886,,,
0484A0060,1008,,,
0484A0070,598,,,
0484B2010,548,,,
0484B3010,515,,,
0484B4010,496,,,
0484B5010,417,,,
0484C1010,496,,,
0484C1020,636,,,
0484C1030,1025,,,
0484C1040,739,,,
0484C1050,885,,,
0484C1060,876,,,
0484C1070,888,,,
0484C1080,558,,,
0484C1090,928,,,
0484C1100,461,,,
0484C1110,960,,,
0484C1120,740,,,
0484C1130,1001,,,
0484C1140,678,,,
0484C1150,817,,,
0484C1160,838,,,
0484C1170,950,,,
0484C1180,961,,,
0484C1190,788,,,
0484C1200,816,,,
0484C1210,1195,,,
0484C1220,1115,,,
0484C1230,608,,,
0484C1240,927,,,
0484C1250,679,,,
0484C1260,925,,,
0484C1270,946,,,
0484C1280,763,,,
0484C1290,910,,,
0484C1300,894,,,
0484C1310,1001,,,
0484C1320,1184,,,
0484C1330,1008,,,
0484C1340,2105,,,
0484C1350,941,,,
0484C1360,719,,,
0484C1370,496,,,
0484C1380,755,,,
0484C1390,697,,,
0484C1400,707,,,
0484C1410,673,,,
0484C1420,662,,,
0484C1430,684,,,
0484C1440,743,,,
0484C1450,782,,,
0484C1460,841,,,
0484C1470,721,,,
0484C1480,873,,,
0484C1490,1159,,,
0484C1500,1390,,,
0486A0010,858,,,
0486A0020,317,,,
0486A0030,448,,,
0486A0040,570,,,
0486A0050,382,,,
0486A0060,317,,,
0486A0070,630,,,
0486A0080,571,,,
0486B2010,699,,,
0486B2020,700,,,
0486B2030,641,,,
0486B3010,713,,,
0486B3020,636,,,
0486B4010,558,,,
0486B4020,493,,,
0486C1010,580,,,
0486C1020,707,,,
0486C1030,991,,,
0486C1040,848,,,
0486C1050,915,,,
0486C1060,1057,,,
0486C1070,962,,,
0486C1080,1288,,,
0486C1090,1394,,,
0488A0010,674,,,
0488A0020,433,,,
0488B2010,766,,,
0488B2020,527,,,
0488B2030,479,,,
0488C1010,1196,,,
0488C1020,903,,,
0488C1030,1581,,,
0509A0010,561,,,
0509A0020,632,,,
0509C1010,556,,,
0509C1020,770,,,
0512A0010,598,,,
0512A0020,696,,,
0512C1010,444,,,
0513A0010,490,,,
0513A0020,734,,,
0513A0030,540,,,
0513B2010,432,,,
0513B2020,607,,,
0513C1010,658,,,
0513C1020,455,,,
0513C1030,766,,,
0560A0010,979,,,
0560C1010,976,,,
0560C1020,727,,,
0561A0010,543,,,
0561A0020,388,,,
0561A0030,403,,,
0561B2010,452,,,
0561C1010,770,,,
0561C1020,685,,,
0561C1030,719,,,
0561C1040,775,,,
0561C1050,756,,,
0562A0010,451,,,
0562A0020,596,,,
0562A0030,689,,,
0562A0040,443,,,
0562A0050,744,,,
0562A0060,550,,,
0562C1010,716,,,
0562C1020,692,,,
0562C1030,1124,,,
0562C1040,703,,,
0562C1050,680,,,
0562C1060,1033,,,
0562C1070,1146,,,
0562C1080,993,,,
0563A0010,428,,,
0563A0020,425,,,
0563A0030,829,,,
0563B2010,546,,,
0563C1010,910,,,
0563C1020,594,,,
0580A0010,1078,,,
0580A0020,830,,,
0580A0030,754,,,
0580A0040,321,,,
0580A0050,687,,,
0580A0060,706,,,
0580A0070,519,,,
0580A0080,395,,,
0580A0090,604,,,
0580A0100,531,,,
0580A0110,445,,,
0580A0120,450,,,
0580A0130,386,,,
0580B2010,540,,,
0580B2020,681,,,
0580B2030,763,,,
0580B2040,745,,,
0580B2050,889,,,
0580B3010,680,,,
0580B3020,561,,,
0580B4010,683,,,
0580B4020,491,,,
0580B5010,893,,,
0580B6010,424,,,
0580B6020,901,,,
0580C1010,837,,,
0580C1020,790,,,
0580C1030,583,,,
0580C1040,718,,,
0580C1050,715,,,
0580C1060,372,,,
0580C1070,802,,,
0580C1080,570,,,
0580C1090,656,,,
0580C1100,509,,,
0580C1110,949,,,
0580C1120,691,,,
0580C1130,905,,,
0580C1140,617,,,
0580C1150,926,,,
0580C1160,884,,,
0580C1170,751,,,
0580C1180,664,,,
0580C1190,1762,,,
0580C1200,611,,,
0580C1210,745,,,
0580C1220,865,,,
0580C1230,2153,,,
0580C1240,927,,,
0580C1250,824,,,
0580C1260,826,,,
0580C1270,642,,,
0580C1280,833,,,
0580C1290,893,,,
0580C1300,961,,,
0580C1310,2525,,,
0580C1320,979,,,
0580C1330,969,,,
0580C1340,1549,,,
0580C1350,918,,,
0580C1360,793,,,
0580C1370,1046,,,
0580C1380,928,,,
0580C1390,730,,,
0580C1400,936,,,
0580C1410,1096,,,
0580C1420,1585,,,
0580C1430,1041,,,
0580C1440,850,,,
0580C1450,948,,,
0580C1460,1445,,,
0580C1470,1133,,,
0580C1480,1045,,,
0580C1490,975,,,
0580C1500,954,,,
0580C1510,795,,,
0580C1520,950,,,
0580C1530,688,,,
0580C1540,791,,,
0580C1550,1035,,,
0580C1560,1085,,,
0580C1570,974,,,
0580C1580,885,,,
0580C1590,1049,,,
0580C1600,1882,,,
0580C1610,858,,,
0580C1620,868,,,
0580C1630,808,,,
0580C1640,539,,,
0580C1650,549,,,
0580C1660,875,,,
0580C1670,784,,,
0580C1680,852,,,
0580C1690,711,,,
0581A0010,590,,,
0581A0020,745,,,
0581A0030,745,,,
0581A0040,685,,,
0581A0050,620,,,
0581A0060,996,,,
0581A0070,889,,,
0581A0080,538,,,
0581A0090,416,,,
0581A0100,732,,,
0581B2010,646,,,
0581B2020,488,,,
0581B2030,546,,,
0581B2040,973,,,
0581B2050,377,,,
0581B3010,699,,,
0581B3020,767,,,
0581B3030,1105,,,
0581B4010,472,,,
0581B4020,898,,,
0581B4030,739,,,
0581B5010,599,,,
0581B5020,763,,,
0581C1010,289,,,
0581C1020,847,,,
0581C1030,871,,,
0581C1040,331,,,
0581C1050,580,,,
0581C1060,1362,,,
0581C1070,842,,,
0581C1080,799,,,
0581C1090,804,,,
0581C1100,724,,,
0581C1110,554,,,
0581C1120,711,,,
0581C1130,376,,,
0581C1140,811,,,
0581C1150,879,,,
0581C1160,511,,,
0581C1170,1023,,,
0581C1180,458,,,
0581C1190,984,,,
0581C1200,1349,,,
0581C1210,773,,,
0581C1220,1145,,,
0581C1230,1045,,,
0581C1240,1147,,,
0581C1250,852,,,
0581C1260,1415,,,
0581C1270,1189,,,
0581C1280,1271,,,
0581C1290,1055,,,
0581C1300,1012,,,
0581C1310,1242,,,
0581C1320,1569,,,
0581C1330,1027,,,
0581C1340,1219,,,
0581C1350,1113,,,
0581C1360,1164,,,
0581C1370,1080,,,
0581C1380,1008,,,
0581C1390,936,,,
0581C1400,755,,,
0581C1410,1014,,,
0581C1420,1035,,,
0581C1430,1179,,,
0581C1440,1037,,,
0581C1450,859,,,
0581C1460,1125,,,
0581C1470,875,,,
0581C1480,825,,,
0581C1490,898,,,
0581C1500,1122,,,
0581C1510,939,,,
0581C1520,982,,,
0581C1530,584,,,
0581C1540,723,,,
0581C1550,761,,,
0581C1560,685,,,
0582A0010,1028,,,
0582A0020,741,,,
0582A0030,642,,,
0582B2010,475,,,
0582C1010,591,,,
0582C1020,780,,,
0582C1030,991,,,
0582C1040,426,,,
0582C1050,928,,,
0583A0010,614,,,
0583A0020,448,,,
0583A0030,520,,,
0583A0040,421,,,
0583A0050,684,,,
0583A0060,484,,,
0583A0070,810,,,
0583B2010,462,,,
0583B2020,930,,,
0583C1010,1106,,,
0583C1020,1279,,,
0583C1030,993,,,
0583C1040,1018,,,
0583C1050,970,,,
0583C1060,917,,,
0583C1070,1146,,,
0583C1080,1234,,,
0583C1090,1204,,,
0583C1100,993,,,
0583C1110,1311,,,
0583C1120,984,,,
0583C1130,827,,,
0583C1140,925,,,
0583C1150,468,,,
0584A0010,745,,,
0584C1010,883,,,
0584C1020,755,,,
0584C1030,825,,,
0584C1040,626,,,
0586A0010,525,,,
0586A0020,701,,,
0586A0030,653,,,
0586A0040,546,,,
0586C1010,740,,,
0586C1020,656,,,
0586C1030,732,,,
0586C1040,763,,,
0586C1050,656,,,
0586C1060,587,,,
0586C1070,1003,,,
0586C1080,1115,,,
0586C1090,913,,,
0586C2010,565,,,
0586C2020,749,,,
0586C2030,685,,,
0586C3010,734,,,
0586C3020,954,,,
0604A0010,626,,,
0604A0020,744,,,
0604C1010,1151,,,
0604C1020,550,,,
0617A0010,660,,,
0617A0020,587,,,
0617B2010,864,,,
0617C1010,590,,,
0617C1020,852,,,
0617C1030,496,,,
0642A0010,741,,,
0642C1010,901,,,
0642C1020,807,,,
0642C1030,924,,,
0643A0010,749,,,
0643A0020,751,,,
0643C1010,505,,,
0643C1020,910,,,
0643C1030,655,,,
0643C1040,938,,,
0643C1050,540,,,
0662A0010,420,,,
0662A0020,574,,,
0662A0030,846,,,
0662A0040,664,,,
0662B2010,881,,,
0662B2020,536,,,
0662B2030,670,,,
0662B3010,651,,,
0662B4010,637,,,
0662B5010,457,,,
0662C1010,678,,,
0662C1020,633,,,
0662C1030,841,,,
0662C1040,694,,,
0662C1050,648,,,
0662C1060,726,,,
0662C1070,719,,,
0662C1080,797,,,
0662C1090,913,,,
0665A0010,678,,,
0665A0020,605,,,
0665A0030,589,,,
0665C1010,537,,,
0665C1020,972,,,
0665C1030,934,,,
0665C2010,1146,,,
0665C2020,769,,,
0680A0010,707,,,
0680A0020,670,,,
0680A0030,504,,,
0680A0040,590,,,
0680A0050,960,,,
0680A0060,542,,,
0680A0070,984,,,
0680A0080,607,,,
0680A0090,609,,,
0680A0100,357,,,
0680B2010,606,,,
0680B2020,618,,,
0680B3010,696,,,
0680B3020,408,,,
0680B4010,530,,,
0680B4020,851,,,
0680C1010,507,,,
0680C1020,779,,,
0680C1030,606,,,
0680C1040,961,,,
0680C1050,1056,,,
0680C1060,897,,,
0680C1070,1580,,,
0680C1080,855,,,
0680C1090,557,,,
0680C1100,757,,,
0680C1110,991,,,
0680C1120,852,,,
0680C1130,991,,,
0680C1140,579,,,
0680C1150,966,,,
0680C1160,1250,,,
0680C1170,826,,,
0680C1180,1382,,,
0680C1190,849,,,
0680C1200,1939,,,
0680C1210,1049,,,
0680C1220,968,,,
0680C1230,817,,,
0680C1240,932,,,
0680C1250,1127,,,
0680C1260,1347,,,
0680C1270,1247,,,
0680C1280,793,,,
0680C1290,676,,,
0680C1300,1169,,,
0680C1310,811,,,
0680C1320,819,,,
0680C1330,693,,,
0680C1340,1613,,,
0680C1350,1171,,,
0680C1360,1346,,,
0680C1370,951,,,
0680C1380,976,,,
0680C1390,948,,,
0680C1400,1366,,,
0680C1410,934,,,
0680C1420,837,,,
0680C1430,1025,,,
0680C1440,636,,,
0680C1450,1369,,,
0680C1460,707,,,
0680C1470,764,,,
0680C1480,1315,,,
0680C1490,959,,,
0680C1500,847,,,
0680C1510,806,,,
0680C1520,1230,,,
0680C1530,914,,,
0680C1540,781,,,
0680C1550,844,,,
0680C1560,927,,,
0680C1570,675,,,
0680C1580,1165,,,
0682A0010,403,,,
0682A0020,767,,,
0682A0030,448,,,
0682A0040,667,,,
0682A0050,437,,,
0682A0060,599,,,
0682B2010,532,,,
0682B2020,442,,,
0682B3010,487,,,
0682B3020,401,,,
0682B4010,492,,,
0682C1010,867,,,
0682C1020,747,,,
0682C1030,884,,,
0682C1040,1017,,,
0682C1050,1347,,,
0682C1060,994,,,
0682C1070,983,,,
0682C1080,818,,,
0682C1090,1058,,,
0683A0010,527,,,
0683A0020,369,,,
0683A0030,822,,,
0683A0040,578,,,
0683A0050,560,,,
0683A0060,599,,,
0683B2010,703,,,
0683B3010,700,,,
0683B4010,660,,,
0683B5010,581,,,
0683C1010,559,,,
0683C1020,746,,,
0683C1030,770,,,
0683C1040,725,,,
0683C1050,1081,,,
0683C1060,568,,,
0683C1070,993,,,
0683C1080,1273,,,
0683C1090,786,,,
0683C1100,509,,,
0683C1110,431,,,
0683C1120,1136,,,
0684A0010,821,,,
0684A0020,655,,,
0684B2010,679,,,
0684B3010,474,,,
0684C1010,549,,,
0684C1020,837,,,
0684C1030,1139,,,
0685A0010,693,,,
0685A0020,578,,,
0685A0030,576,,,
0685A0040,384,,,
0685A0050,529,,,
0685A0060,817,,,
0685A0070,536,,,
0685B2010,726,,,
0685B3010,656,,,
0685B4010,527,,,
0685C1010,1035,,,
0685C1020,916,,,
0685C1030,761,,,
0685C1040,1031,,,
0685C1050,1016,,,
0685C1060,871,,,
0685C1070,1163,,,
0686A0010,971,,,
0686A0020,424,,,
0686A0030,888,,,
0686B2010,734,,,
0686C1010,647,,,
0686C1020,830,,,
0686C1030,880,,,
0686C1040,1087,,,
0686C1050,1272,,,
0686C1060,709,,,
0687A0010,419,,,
0687A0020,478,,,
0687A0030,655,,,
0687C1010,716,,,
0687C1020,1023,,,
0687C1030,1085,,,
0687C1040,1002,,,
0687C1050,932,,,
0687C1060,1415,,,
0687C1070,767,,,
0687C1080,476,,,
0760A0010,1232,,,
0760A0020,504,,,
0760B2010,837,,,
0760B3010,597,,,
0760C1010,462,,,
0760C1020,772,,,
0761A0010,671,,,
0761B2010,753,,,
0761B2020,644,,,
0761B3010,453,,,
0761C1010,595,,,
0761C1020,671,,,
0763A0010,506,,,
0763A0020,366,,,
0763A0030,912,,,
0763A0040,977,,,
0763A0050,945,,,
0763B2010,725,,,
0763C1010,820,,,
0763C1020,762,,,
0764A0010,507,,,
0764A0020,678,,,
0764A0030,554,,,
0764A0040,605,,,
0764A0050,536,,,
0764B2010,390,,,
0764B2020,687,,,
0764B3010,873,,,
0764C1010,769,,,
0764C1020,896,,,
0764C1030,769,,,
0764C1040,939,,,
0764C1050,604,,,
0765A0010,595,,,
0765A0020,1082,,,
0765A0030,709,,,
0765B2010,674,,,
0765C1010,1012,,,
0765C1020,812,,,
0765C1030,1186,,,
0765C1040,846,,,
0765C1050,1012,,,
0767A0010,951,,,
0767B2010,1041,,,
0767B2020,346,,,
0767C1010,1121,,,
0767C1020,1036,,,
0767C1030,290,,,
0780A0010,459,,,
0780A0020,651,,,
0780A0030,901,,,
0780A0040,789,,,
0780A0050,533,,,
0780A0060,820,,,
0780A0070,747,,,
0780A0080,688,,,
0780B2010,649,,,
0780B2020,400,,,
0780B3010,849,,,
0780B4010,795,,,
0780B5010,739,,,
0780B6010,645,,,
0780C1010,937,,,
0780C1020,1519,,,
0780C1030,786,,,
0780C1040,767,,,
0780C1050,1139,,,
0780C1060,1274,,,
0780C1070,2270,,,
0780C1080,591,,,
0780C1090,1263,,,
0780C1100,1243,,,
0780C1110,610,,,
0780C1120,1026,,,
0780C1130,553,,,
0780C1140,709,,,
0780C1150,1092,,,
0780C1160,1199,,,
0780C1170,879,,,
0780C1180,993,,,
0780C1190,1417,,,
0780C1200,1303,,,
0780C1210,1166,,,
0780C1220,981,,,
0780C1230,1044,,,
0780C1240,869,,,
0780C1250,1033,,,
0780C1260,794,,,
0780C1270,654,,,
0780C1280,983,,,
0780C1290,603,,,
0780C1300,1103,,,
0780C1310,872,,,
0780C1320,869,,,
0780C1330,676,,,
0780C1340,908,,,
0780C1350,534,,,
0780C1360,761,,,
0781A0010,967,,,
0781A0020,928,,,
0781A0030,1008,,,
0781A0040,1016,,,
0781A0050,828,,,
0781B2010,782,,,
0781C1010,599,,,
0781C1020,1242,,,
0781C1030,1094,,,
0781C1040,932,,,
0781C1050,860,,,
0781C1060,1239,,,
0781C1070,1215,,,
0781C1080,712,,,
0821A0010,604,,,
0821A0020,548,,,
0821A0030,516,,,
0821C1010,970,,,
0834A0010,488,,,
0834A0020,806,,,
0834B2010,563,,,
0834B3010,479,,,
0834C1010,1106,,,
0840A0010,515,,,
0840A0020,666,,,
0840A0030,1003,,,
0840B2010,1056,,,
0840B2020,685,,,
0840B2030,776,,,
0840B2040,791,,,
0840B2050,774,,,
0840C1010,930,,,
0860A0010,661,,,
0860A0020,574,,,
0860A0030,520,,,
0860A0040,491,,,
0860B2010,928,,,
0860B3010,906,,,
0860C1010,692,,,
0860C1020,828,,,
0860C1030,1086,,,
0861A0010,584,,,
0861A0020,488,,,
0861A0030,648,,,
0861B2010,441,,,
0861B2020,739,,,
0861B3010,666,,,
0861C1010,541,,,
0861C1020,585,,,
0861C1030,861,,,
0861C1040,856,,,
0862A0010,805,,,
0862A0020,415,,,
0862A0030,829,,,
0862C1010,622,,,
0862C1020,1094,,,
0862C1030,806,,,
0880A0010,684,,,
0880A0020,465,,,
0880A0030,418,,,
0880A0040,492,,,
0880A0050,550,,,
0880A0060,734,,,
0880A0070,1234,,,
0880B2010,672,,,
0880B2020,544,,,
0880B2030,607,,,
0880B2040,662,,,
0880B3010,528,,,
0880B3020,962,,,
0880B4010,679,,,
0880C1010,699,,,
0880C1020,1339,,,
0880C1030,1185,,,
0880C1040,880,,,
0880C1050,1190,,,
0880C1060,772,,,
0880C1070,785,,,
0880C1080,1170,,,
0880C1090,1294,,,
0880C1100,841,,,
0880C1110,979,,,
0880C1120,1021,,,
0880C1130,607,,,
0880C1140,600,,,
0880C1150,1053,,,
0880C1160,666,,,
0880C1170,1368,,,
0880C1180,948,,,
0880C1190,1504,,,
0880C1200,1585,,,
0880C1210,826,,,
0880C1220,911,,,
0880C1230,512,,,
0880C1240,591,,,
0880C1250,556,,,
0880C1260,724,,,
0880C1270,409,,,
0880C1280,669,,,
0881A0010,449,,,
0881A0020,445,,,
0881A0030,1051,,,
0881A0040,667,,,
0881B2010,479,,,
0881C1010,672,,,
0881C1020,782,,,
0881C1030,705,,,
0881C1040,518,,,
0881C1050,1186,,,
0881C1060,904,,,
0881C1070,851,,,
0881C1080,1101,,,
0882A0010,1051,,,
0882A0020,475,,,
0882A0030,1003,,,
0882B2010,634,,,
0882B3010,486,,,
0882C1010,1022,,,
0882C1020,664,,,
0882C1030,713,,,
0882C1040,548,,,
0882C1050,539,,,
0882C1060,672,,,
0882C1070,976,,,
0882C1080,1199,,,
0882C1090,621,,,
0882C1100,862,,,
0882C1110,575,,,
0882C1120,873,,,
0883A0010,669,,,
0883A0020,795,,,
0883A0030,594,,,
0883A0040,442,,,
0883A0050,615,,,
0883A0060,639,,,
0883B2010,764,,,
0883B2020,708,,,
0883B3010,635,,,
0883B4010,605,,,
0883B5010,486,,,
0883C1010,814,,,
0883C1020,911,,,
0883C1030,1033,,,
0883C1040,842,,,
0883C1050,721,,,
0883C1060,580,,,
0883C1070,1086,,,
0883C1080,1109,,,
0883C1090,926,,,
0883C1100,482,,,
0883C1110,749,,,
0883C1120,699,,,
0883C1130,693,,,
0883C1140,749,,,
0884A0010,834,,,
0884A0020,757,,,
0884A0030,744,,,
0884B2010,534,,,
0884B3010,454,,,
0884C1010,915,,,
0884C1020,786,,,
0884C1030,937,,,
0884C1040,816,,,
0884C1050,626,,,
0885A0010,582,,,
0885A0020,644,,,
0885A0030,637,,,
0885A0040,1279,,,
0885C1010,909,,,
0885C1020,899,,,
0885C1030,551,,,
0980A0010,467,,,
0980A0020,812,,,
0980A0030,562,,,
0980A0040,418,,,
0980A0050,357,,,
0980A0060,605,,,
0980A0070,616,,,
0980A0080,453,,,
0980A0090,589,,,
0980A0100,765,,,
0980A0110,509,,,
0980A0120,511,,,
0980A0130,569,,,
0980A0140,613,,,
0980A0150,912,,,
0980A0160,713,,,
0980A0170,986,,,
0980A0180,937,,,
0980B2010,993,,,
0980B3010,804,,,
0980B4010,788,,,
0980B5010,584,,,
0980C1010,987,,,
0980C1020,807,,,
0980C1030,786,,,
0980C1040,720,,,
0980C1050,785,,,
0980C1060,1433,,,
0980C1070,971,,,
0980C1080,957,,,
0980C1090,1086,,,
