deso,total_households,,,"Antal hushåll efter år, region och hushållstyp"
1980C1260,968,,,
1980C1270,1013,,,
1980C1280,1023,,,
1980C1290,933,,,
1980C1300,812,,,
1980C1310,651,,,
1980C1320,892,,,
1980C1330,1116,,,
1980C1340,775,,,
1980C1350,965,,,
1980C1360,923,,,
1980C1370,916,,,
1980C1380,1111,,,
1980C1390,839,,,
1980C1400,848,,,
1980C1410,922,,,
1980C1420,1024,,,
1980C1430,1033,,,
1980C1440,912,,,
1980C1450,954,,,
1980C1460,1423,,,
1980C1470,719,,,
1980C1480,943,,,
1980C1490,867,,,
1980C1500,1243,,,
1980C1510,1059,,,
1980C1520,994,,,
1980C1530,979,,,
1980C1540,956,,,
1980C1550,1024,,,
1980C1560,1070,,,
1980C1570,1035,,,
1980C1580,870,,,
1980C1590,496,,,
1980C1600,773,,,
1980C1610,992,,,
1980C1620,1170,,,
1980C1630,709,,,
1980C1640,724,,,
1980C1650,759,,,
1980C1660,711,,,
1980C1670,848,,,
1980C1680,611,,,
1980C1690,708,,,
1980C1700,675,,,
1980C1710,473,,,
1980C1720,901,,,
1981A0010,880,,,
1981A0020,773,,,
1981A0030,722,,,
1981A0040,984,,,
1981A0050,577,,,
1981C1010,709,,,
1981C1020,1147,,,
1981C1030,927,,,
1981C1040,826,,,
1981C1050,1298,,,
1981C1060,1216,,,
1981C1070,806,,,
1982A0010,589,,,
1982C1010,877,,,
1982C1020,1030,,,
1982C1030,730,,,
1982C1040,1038,,,
1982C1050,1184,,,
1982C1060,1044,,,
1983A0010,775,,,
1983A0020,814,,,
1983A0030,474,,,
1983B2010,584,,,
1983B2020,592,,,
1983C1010,846,,,
1983C1020,649,,,
1983C1030,423,,,
1983C1040,760,,,
1983C1050,1062,,,
1983C1060,971,,,
1983C1070,1113,,,
1983C1080,802,,,
1983C1090,1050,,,
1983C1100,826,,,
1983C1110,815,,,
1984A0010,582,,,
1984A0020,688,,,
1984C1010,915,,,
1984C1020,1268,,,
1984C1030,607,,,
1984C1040,990,,,
1984C1050,642,,,
1984C1060,764,,,
1984C1070,432,,,
2021A0010,698,,,
2021A0020,502,,,
2021B2010,1027,,,
2021C1010,1205,,,
2023A0010,825,,,
2023A0020,758,,,
2023A0030,985,,,
2023C1010,839,,,
2023C1020,675,,,
2023C1030,1024,,,
2026A0010,840,,,
2026A0020,740,,,
2026B2010,874,,,
2026B3010,677,,,
2026C1010,770,,,
2026C1020,754,,,
2029A0010,733,,,
2029A0020,763,,,
2029B2010,776,,,
2029C1010,542,,,
2029C1020,497,,,
2029C1030,381,,,
2029C1040,1135,,,
2029C1050,1438,,,
2029C1060,744,,,
2029C1070,612,,,
2031A0010,1293,,,
2031A0020,582,,,
2031C1010,960,,,
2031C1020,1223,,,
2031C1030,934,,,
2031C1040,619,,,
2034A0010,644,,,
2034C1010,621,,,
2034C1020,1002,,,
2034C1030,840,,,
2034C1040,380,,,
2039A0010,896,,,
2039A0020,516,,,
2039A0030,600,,,
2039C1010,1108,,,
2039C1020,315,,,
2061A0010,743,,,
2061A0020,727,,,
2061A0030,438,,,
2061B2010,539,,,
2061C1010,713,,,
2061C1020,792,,,
2061C1030,550,,,
2061C1040,855,,,
2062A0010,815,,,
2062A0020,429,,,
2062A0030,978,,,
2062B2010,617,,,
2062C1010,781,,,
2062C1020,970,,,
2062C1030,867,,,
2062C1040,690,,,
2062C1050,1398,,,
2062C1060,657,,,
2062C1070,799,,,
2062C1080,1078,,,
2080A0010,755,,,
2080A0020,850,,,
2080A0030,723,,,
2080A0040,579,,,
2080A0050,730,,,
2080A0060,544,,,
2080B2010,485,,,
2080B2020,434,,,
2080B3010,961,,,
2080B4010,888,,,
2080B5010,927,,,
2080C1010,574,,,
2080C1020,652,,,
2080C1030,1178,,,
2080C1040,1123,,,
2080C1050,461,,,
2080C1060,1099,,,
2080C1070,808,,,
2080C1080,779,,,
2080C1090,742,,,
2080C1100,670,,,
2080C1110,863,,,
2080C1120,750,,,
2080C1130,952,,,
2080C1140,929,,,
2080C1150,666,,,
2080C1160,714,,,
2080C1170,603,,,
2080C1180,792,,,
2080C1190,910,,,
2080C1200,527,,,
2080C1210,1080,,,
2080C1220,644,,,
2080C1230,422,,,
2080C1240,1056,,,
2080C1250,411,,,
2080C1260,1057,,,
2081A0010,330,,,
2081A0020,1148,,,
2081A0030,824,,,
2081B2010,481,,,
2081C1010,928,,,
2081C1020,688,,,
2081C1030,856,,,
2081C1040,726,,,
2081C1050,977,,,
2081C1060,908,,,
2081C1070,808,,,
2081C1080,1297,,,
2081C1090,959,,,
2081C1100,1365,,,
2081C1110,880,,,
2081C1120,775,,,
2081C1130,1102,,,
2081C1140,986,,,
2081C1150,1138,,,
2081C1160,1121,,,
2081C1170,852,,,
2081C1180,1146,,,
2081C1190,739,,,
2081C1200,875,,,
2081C1210,1080,,,
2081C1220,806,,,
2081C1230,802,,,
2082A0010,640,,,
2082A0020,381,,,
2082A0030,1042,,,
2082B2010,375,,,
2082B2020,464,,,
2082C1010,999,,,
2082C1020,558,,,
2082C1030,852,,,
2083A0010,478,,,
2083A0020,552,,,
2083A0030,434,,,
2083A0040,576,,,
2083A0050,765,,,
2083B2010,849,,,
2083C1010,944,,,
2083C1020,1210,,,
2083C1030,872,,,
2083C1040,962,,,
2084A0010,633,,,
2084A0020,928,,,
2084A0030,635,,,
2084B2010,590,,,
2084C1010,615,,,
2084C1020,684,,,
2084C1030,904,,,
2084C1040,1224,,,
2084C1050,1377,,,
2084C1060,1171,,,
2084C1070,862,,,
2084C1080,547,,,
2084C1090,1200,,,
2085A0010,570,,,
2085A0020,407,,,
2085A0030,550,,,
2085A0040,1013,,,
2085B2010,901,,,
2085B2020,502,,,
2085B2030,399,,,
2085B3010,415,,,
2085B3020,606,,,
2085C1010,741,,,
2085C1020,715,,,
2085C1030,1030,,,
2085C1040,744,,,
2085C1050,847,,,
2085C1060,1005,,,
2085C1070,725,,,
2085C1080,856,,,
2085C1090,1155,,,
2101A0010,412,,,
2101A0020,951,,,
2101C1010,901,,,
2101C1020,690,,,
2104A0010,885,,,
2104A0020,483,,,
2104C1010,853,,,
2104C1020,1313,,,
2104C1030,1182,,,
2121A0010,768,,,
2121A0020,988,,,
2121B2010,726,,,
2121B2020,730,,,
2121C1010,1230,,,
2121C1020,358,,,
2121C1030,893,,,
2132A0010,895,,,
2132A0020,849,,,
2132A0030,409,,,
2132A0040,451,,,
2132A0050,619,,,
2132B2010,600,,,
2132C1010,714,,,
2161A0010,739,,,
2161A0020,449,,,
2161A0030,914,,,
2161A0040,449,,,
2161A0050,822,,,
2161B2010,879,,,
2161B3010,776,,,
2161C1010,529,,,
2161C1020,803,,,
2161C1030,841,,,
2161C1040,850,,,
2161C1050,775,,,
2161C1060,409,,,
2180A0010,553,,,
2180A0020,786,,,
2180A0030,901,,,
2180A0040,438,,,
2180B2010,846,,,
2180B3010,714,,,
2180B4010,456,,,
2180B5010,519,,,
2180C1010,908,,,
2180C1020,685,,,
2180C1030,688,,,
2180C1040,566,,,
2180C1050,754,,,
2180C1060,1210,,,
2180C1070,818,,,
2180C1080,1097,,,
2180C1090,764,,,
2180C1100,631,,,
2180C1110,1232,,,
2180C1120,413,,,
2180C1130,719,,,
2180C1140,1038,,,
2180C1150,832,,,
2180C1160,1247,,,
2180C1170,794,,,
2180C1180,1281,,,
2180C1190,1253,,,
2180C1200,1439,,,
2180C1210,773,,,
2180C1220,1282,,,
2180C1230,1486,,,
2180C1240,1071,,,
2180C1250,1288,,,
2180C1260,601,,,
2180C1270,876,,,
2180C1280,1167,,,
2180C1290,822,,,
2180C1300,1207,,,
2180C1310,1227,,,
2180C1320,852,,,
2180C1330,1028,,,
2180C1340,953,,,
2180C1350,864,,,
2180C1360,1431,,,
2180C1370,954,,,
2180C1380,774,,,
2180C1390,1372,,,
2180C1400,824,,,
2180C1410,1158,,,
2180C1420,1253,,,
2180C1430,1250,,,
2180C1440,904,,,
2180C1450,732,,,
2180C1460,695,,,
2181A0010,649,,,
2181A0020,536,,,
2181A0030,464,,,
2181A0040,825,,,
2181A0050,803,,,
2181B2010,607,,,
2181B2020,689,,,
2181B2030,541,,,
2181B3010,876,,,
2181B4010,509,,,
2181C1010,958,,,
2181C1020,822,,,
2181C1030,828,,,
2181C1040,985,,,
2181C1050,506,,,
2181C1060,511,,,
2181C1070,818,,,
2181C1080,514,,,
2181C1090,1040,,,
2181C1100,924,,,
2181C1110,635,,,
2181C1120,726,,,
2181C1130,1576,,,
2181C1140,559,,,
2181C1150,944,,,
2182A0010,762,,,
2182A0020,678,,,
2182A0030,1289,,,
2182B2010,504,,,
2182B2020,621,,,
2182B3010,952,,,
2182B4010,573,,,
2182C1010,944,,,
2182C1020,838,,,
2182C1030,608,,,
2182C1040,1158,,,
2182C1050,655,,,
2182C1060,637,,,
2182C1070,1358,,,
2182C1080,419,,,
2182C1090,678,,,
2183A0010,406,,,
2183A0020,819,,,
2183A0030,411,,,
2183A0040,783,,,
2183A0050,573,,,
2183A0060,908,,,
2183B2010,489,,,
2183B2020,630,,,
2183B3010,833,,,
2183C1010,952,,,
2183C1020,802,,,
2183C1030,1304,,,
2183C1040,622,,,
2183C1050,1327,,,
2183C1060,816,,,
2183C1070,724,,,
2183C1080,806,,,
2184A0010,897,,,
2184A0020,383,,,
2184A0030,531,,,
2184A0040,862,,,
2184A0050,805,,,
2184A0060,471,,,
2184A0070,1248,,,
2184B2010,386,,,
2184B2020,789,,,
2184B2030,912,,,
2184B3010,514,,,
2184B3020,840,,,
2184B4010,811,,,
2184B5010,520,,,
2184C1010,339,,,
2184C1020,1089,,,
2184C1030,864,,,
2184C1040,848,,,
2184C1050,1229,,,
2184C1060,961,,,
2184C1070,818,,,
2184C1080,1105,,,
2184C1090,759,,,
2184C1100,678,,,
2260A0010,835,,,
2260A0020,638,,,
2260A0030,568,,,
2260B2010,394,,,
2260B2020,767,,,
2260C1010,540,,,
2260C1020,942,,,
2262A0010,842,,,
2262A0020,419,,,
2262B2010,1113,,,
2262C1010,766,,,
2262C1020,1314,,,
2262C1030,945,,,
2262C1040,1097,,,
2262C1050,1098,,,
2262C1060,823,,,
2280A0010,711,,,
2280A0020,488,,,
2280A0030,641,,,
2280A0040,691,,,
2280B2010,508,,,
2280C1010,509,,,
2280C1020,761,,,
2280C1030,788,,,
2280C1040,667,,,
2280C1050,1007,,,
2280C1060,644,,,
2280C1070,616,,,
2280C1080,788,,,
2280C1090,912,,,
2280C1100,981,,,
2280C1110,1008,,,
2280C1120,561,,,
2281A0010,1000,,,
2281A0020,825,,,
2281A0030,495,,,
2281A0040,724,,,
2281A0050,507,,,
2281A0060,652,,,
2281A0070,678,,,
2281A0080,762,,,
2281A0090,577,,,
2281B2010,458,,,
2281B2020,746,,,
2281B2030,696,,,
2281B2040,758,,,
2281B2050,739,,,
2281B2060,398,,,
2281B2070,397,,,
2281B2080,1174,,,
2281B3010,299,,,
2281B3020,580,,,
2281B3030,601,,,
2281B3040,699,,,
2281B4010,696,,,
2281C1010,1000,,,
2281C1020,1126,,,
2281C1030,1142,,,
2281C1040,1083,,,
2281C1050,915,,,
2281C1060,508,,,
2281C1070,1139,,,
2281C1080,656,,,
2281C1090,572,,,
2281C1100,1389,,,
2281C1110,817,,,
2281C1120,1174,,,
2281C1130,1950,,,
2281C1140,1222,,,
2281C1150,923,,,
2281C1160,1060,,,
2281C1170,1150,,,
2281C1180,795,,,
2281C1190,632,,,
2281C1200,849,,,
2281C1210,1068,,,
2281C1220,1119,,,
2281C1230,891,,,
2281C1240,754,,,
2281C1250,439,,,
2281C1260,730,,,
2281C1270,786,,,
2281C1280,716,,,
2281C1290,886,,,
2281C1300,861,,,
2281C1310,1440,,,
2281C1320,1104,,,
2281C1330,1066,,,
2281C1340,412,,,
2281C1350,729,,,
2281C1360,997,,,
2282A0010,766,,,
2282A0020,642,,,
2282A0030,808,,,
2282A0040,878,,,
2282A0050,565,,,
2282A0060,395,,,
2282B2010,518,,,
2282B2020,449,,,
2282B3010,643,,,
2282C1010,1041,,,
2282C1020,749,,,
2282C1030,1177,,,
2282C1040,536,,,
2283A0010,516,,,
2283A0020,367,,,
2283A0030,419,,,
2283A0040,589,,,
2283A0050,587,,,
2283A0060,551,,,
2283A0070,679,,,
2283A0080,649,,,
2283B2010,773,,,
2283C1010,519,,,
2283C1020,711,,,
2283C1030,1039,,,
2283C1040,945,,,
2283C1050,635,,,
2283C1060,580,,,
2284A0010,792,,,
2284A0020,360,,,
2284A0030,806,,,
2284A0040,470,,,
2284A0050,597,,,
2284A0060,599,,,
2284A0070,508,,,
2284A0080,458,,,
2284A0090,511,,,
2284A0100,888,,,
2284A0110,845,,,
2284B2010,591,,,
2284B2020,1082,,,
2284B3010,766,,,
2284B4010,638,,,
2284C1010,467,,,
2284C1020,529,,,
2284C1030,782,,,
2284C1040,629,,,
2284C1050,958,,,
2284C1060,771,,,
2284C1070,565,,,
2284C1080,887,,,
2284C1090,509,,,
2284C1100,1300,,,
2284C1110,994,,,
2284C1120,813,,,
2284C1130,1075,,,
2284C1140,786,,,
2284C1150,848,,,
2284C1160,825,,,
2284C1170,721,,,
2284C1180,609,,,
2284C1190,543,,,
2284C1200,609,,,
2284C1210,454,,,
2284C1220,540,,,
2303A0010,588,,,
2303A0020,654,,,
2303A0030,753,,,
2303C1010,606,,,
2305A0010,496,,,
2305A0020,613,,,
2305A0030,644,,,
2305A0040,557,,,
2305C1010,773,,,
2309A0010,534,,,
2309A0020,434,,,
2309A0030,823,,,
2309A0040,938,,,
2309A0050,792,,,
2309B2010,504,,,
2309B2020,691,,,
2309B3010,528,,,
2309C1010,506,,,
2309C1020,981,,,
2313A0010,809,,,
2313A0020,1084,,,
2313A0030,856,,,
2313A0040,395,,,
2313B2010,602,,,
2313C1010,1000,,,
2313C1020,522,,,
2313C1030,541,,,
2321A0010,548,,,
2321A0020,759,,,
2321A0030,864,,,
2321A0040,612,,,
2321B2010,1132,,,
2321B2020,922,,,
2321C1010,831,,,
2326A0010,532,,,
2326A0020,534,,,
2326A0030,451,,,
2326A0040,559,,,
2326A0050,822,,,
2326C1010,536,,,
2361A0010,652,,,
2361A0020,558,,,
2361A0030,839,,,
2361A0040,588,,,
2361B2010,511,,,
2361B3010,519,,,
2361C1010,734,,,
2361C1020,783,,,
2380A0010,1036,,,
2380A0020,598,,,
2380A0030,576,,,
2380A0040,991,,,
2380A0050,494,,,
2380B2010,618,,,
2380C1010,854,,,
2380C1020,604,,,
2380C1030,674,,,
2380C1040,1135,,,
2380C1050,839,,,
2380C1060,1072,,,
2380C1070,454,,,
2380C1080,862,,,
2380C1090,876,,,
2380C1100,1074,,,
2380C1110,780,,,
2380C1120,897,,,
2380C1130,870,,,
2380C1140,1377,,,
2380C1150,863,,,
2380C1160,960,,,
2380C1170,1165,,,
2380C1180,1074,,,
2380C1190,869,,,
2380C1200,1039,,,
2380C1210,786,,,
2380C1220,795,,,
2380C1230,703,,,
2380C1240,631,,,
2380C1250,719,,,
2380C1260,944,,,
2380C1270,1309,,,
2380C1280,799,,,
2380C1290,1632,,,
2380C1300,967,,,
2380C1310,539,,,
2401A0010,719,,,
2401A0020,658,,,
2401B2010,613,,,
2401C1010,347,,,
2401C1020,978,,,
2403A0010,627,,,
2403C1010,463,,,
2404A0010,601,,,
2404A0020,737,,,
2404C1010,1239,,,
2409A0010,840,,,
2409A0020,561,,,
2409A0030,752,,,
2409C1010,959,,,
2417A0010,930,,,
2417C1010,1014,,,
2418A0010,482,,,
2418C1010,474,,,
2418C1020,538,,,
2421A0010,1021,,,
2421A0020,776,,,
2421C1010,686,,,
2421C1020,421,,,
2422A0010,640,,,
2422C1010,593,,,
2425A0010,580,,,
2425C1010,689,,,
2460A0010,997,,,
2460C1010,1053,,,
2460C1020,470,,,
2460C1030,688,,,
2460C1040,814,,,
2462A0010,515,,,
2462A0020,958,,,
2462C1010,557,,,
2462C1020,892,,,
2462C1030,303,,,
2463A0010,516,,,
2463C1010,920,,,
2480A0010,958,,,
2480A0020,619,,,
2480A0030,730,,,
2480A0040,788,,,
2480A0050,546,,,
2480A0060,909,,,
2480A0070,639,,,
2480A0080,972,,,
2480A0090,551,,,
2480B2010,924,,,
2480B2020,714,,,
2480B2030,889,,,
2480B2040,1011,,,
2480B3010,610,,,
2480B3020,519,,,
2480B4010,625,,,
2480B4020,558,,,
2480B5010,460,,,
2480C1010,467,,,
2480C1020,1059,,,
2480C1030,957,,,
2480C1040,1065,,,
2480C1050,931,,,
2480C1060,922,,,
2480C1070,872,,,
2480C1080,1394,,,
2480C1090,1829,,,
2480C1100,768,,,
2480C1110,1399,,,
2480C1120,1560,,,
2480C1130,788,,,
2480C1140,1228,,,
2480C1150,759,,,
2480C1160,1855,,,
2480C1170,1263,,,
2480C1180,880,,,
2480C1190,1147,,,
2480C1200,1287,,,
2480C1210,981,,,
2480C1220,1205,,,
2480C1230,1361,,,
2480C1240,727,,,
2480C1250,967,,,
2480C1260,966,,,
2480C1270,815,,,
2480C1280,1535,,,
2480C1290,920,,,
2480C1300,1243,,,
2480C1310,886,,,
2480C1320,788,,,
2480C1330,780,,,
2480C1340,1137,,,
2480C1350,651,,,
2480C1360,602,,,
2480C1370,782,,,
2480C1380,1019,,,
2480C1390,656,,,
2480C1400,1256,,,
2480C1410,950,,,
2480C1420,428,,,
2480C1430,894,,,
2480C1440,1185,,,
2480C1450,835,,,
2480C1460,775,,,
2480C1470,706,,,
2480C1480,519,,,
2480C1490,1032,,,
2480C1500,1103,,,
2480C1510,1023,,,
2480C1520,522,,,
2481A0010,408,,,
2481A0020,851,,,
2481A0030,377,,,
2481C1010,548,,,
2481C1020,1002,,,
2481C1030,895,,,
2481C1040,783,,,
2481C1050,1101,,,
2482A0010,577,,,
2482A0020,436,,,
2482A0030,525,,,
2482A0040,628,,,
2482A0050,612,,,
2482A0060,669,,,
2482A0070,475,,,
2482A0080,629,,,
2482A0090,648,,,
2482A0100,749,,,
2482A0110,727,,,
2482A0120,665,,,
2482B2010,449,,,
2482B2020,529,,,
2482B2030,392,,,
2482B3010,477,,,
2482B3020,681,,,
2482B4010,884,,,
2482B5010,781,,,
2482B6010,844,,,
2482C1010,851,,,
2482C1020,612,,,
2482C1030,676,,,
2482C1040,664,,,
2482C1050,539,,,
2482C1060,840,,,
2482C1070,528,,,
2482C1080,477,,,
2482C1090,872,,,
2482C1100,644,,,
2482C1110,927,,,
2482C1120,855,,,
2482C1130,812,,,
2482C1140,597,,,
2482C1150,1294,,,
2482C1160,764,,,
2482C1170,700,,,
2482C1180,1007,,,
2482C1190,1005,,,
2482C1200,775,,,
2482C1210,939,,,
2482C1220,900,,,
2482C1230,756,,,
2482C1240,949,,,
2482C1250,797,,,
2482C1260,448,,,
2482C1270,935,,,
2482C1280,650,,,
2482C1290,1227,,,
2482C1300,532,,,
2505A0010,872,,,
2505C1010,857,,,
2505C1020,650,,,
2505C1030,843,,,
2506A0010,534,,,
2506C1010,870,,,
2510A0010,501,,,
2510A0020,600,,,
2510C1010,649,,,
2510C1020,710,,,
2513A0010,872,,,
2513C1010,809,,,
2514A0010,641,,,
2514A0020,785,,,
2514A0030,472,,,
2514A0040,672,,,
2514B2010,513,,,
2514C1010,449,,,
2514C1020,446,,,
2514C1030,986,,,
2514C1040,1278,,,
2514C1050,1021,,,
2514C1060,704,,,
2518A0010,424,,,
2518A0020,420,,,
2518A0030,391,,,
2518C1010,861,,,
2521A0010,409,,,
2521A0020,447,,,
2521A0030,312,,,
2521A0040,786,,,
2521C1010,1040,,,
2523A0010,539,,,
2523A0020,526,,,
2523A0030,923,,,
2523B2010,578,,,
2523C1010,1496,,,
2523C1020,1054,,,
2523C1030,1362,,,
2523C1040,805,,,
2523C1050,601,,,
2523C1060,607,,,
2523C1070,160,,,
2523C1080,319,,,
2560A0010,577,,,
2560A0020,777,,,
2560C1010,550,,,
2560C1020,795,,,
2560C1030,1187,,,
2580A0010,524,,,
2580A0020,381,,,
2580A0030,582,,,
2580A0040,787,,,
2580A0050,627,,,
2580A0060,677,,,
2580A0070,649,,,
2580A0080,978,,,
2580B2010,1026,,,
2580B3010,354,,,
2580B3020,327,,,
2580C1010,833,,,
2580C1020,897,,,
2580C1030,843,,,
2580C1040,951,,,
2580C1050,1352,,,
2580C1060,753,,,
2580C1070,1394,,,
2580C1080,1129,,,
2580C1090,891,,,
2580C1100,686,,,
2580C1110,1042,,,
2580C1120,1095,,,
2580C1130,753,,,
2580C1140,917,,,
2580C1150,770,,,
2580C1160,884,,,
2580C1170,934,,,
2580C1180,849,,,
2580C1190,1581,,,
2580C1200,687,,,
2580C1210,1102,,,
2580C1220,1109,,,
2580C1230,1231,,,
2580C1240,435,,,
2580C1250,477,,,
2580C1260,497,,,
2580C1270,1145,,,
2580C1280,941,,,
2580C1290,1396,,,
2580C1300,1693,,,
2580C1310,806,,,
2580C1320,672,,,
2580C1330,852,,,
2580C1340,902,,,
2580C1350,431,,,
2581A0010,547,,,
2581A0020,488,,,
2581A0030,595,,,
2581A0040,577,,,
2581A0050,510,,,
2581A0060,512,,,
2581A0070,773,,,
2581B2010,393,,,
2581B2020,445,,,
2581B3010,777,,,
2581B4010,579,,,
2581C1010,925,,,
2581C1020,622,,,
2581C1030,509,,,
2581C1040,471,,,
2581C1050,703,,,
2581C1060,644,,,
2581C1070,507,,,
2581C1080,1158,,,
2581C1090,1731,,,
2581C1100,1184,,,
2581C1110,873,,,
2581C1120,764,,,
2581C1130,910,,,
2581C1140,695,,,
2581C1150,1213,,,
2581C1160,632,,,
2581C1170,882,,,
2582A0010,884,,,
2582A0020,817,,,
2582A0030,683,,,
2582B2010,887,,,
2582B2020,554,,,
2582C1010,759,,,
2582C1020,465,,,
2582C1030,469,,,
2582C1040,974,,,
2582C1050,1089,,,
2582C1060,590,,,
2582C1070,969,,,
2582C1080,1044,,,
2582C1090,798,,,
2582C1100,991,,,
2582C1110,663,,,
2582C1120,952,,,
2582C1130,515,,,
2583A0010,945,,,
2583A0020,413,,,
2583C1010,322,,,
2583C1020,997,,,
2583C1030,1254,,,
2583C1040,838,,,
2584A0010,731,,,
2584A0020,660,,,
2584A0030,510,,,
2584A0040,463,,,
2584C1010,575,,,
2584C1020,881,,,
2584C1030,849,,,
2584C1040,599,,,
2584C1050,1003,,,
2584C1060,702,,,
2584C1070,965,,,
2584C1090,1040,,,
2584C1100,608,,,
2584C1110,581,,,
2584C1130,706,,,
